state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Wisconsin,Adams,55001,20220,3166,10956,6098,17054
Wisconsin,Ashland,55003,15562,3861,8550,3151,11701
Wisconsin,Barron,55005,45244,10576,24455,10213,34668
Wisconsin,Bayfield,55007,15036,2862,7929,4245,12174
Wisconsin,Brown,55009,264542,69196,154540,40806,195346
Wisconsin,Buffalo,55011,13031,2923,7141,2967,10108
Wisconsin,Burnett,55013,15414,2934,7952,4528,12480
Wisconsin,Calumet,55015,50089,12818,29409,7862,37271
Wisconsin,Chippewa,55017,64658,15389,37353,11916,49269
Wisconsin,Clark,55019,34774,11090,17759,5925,23684
Wisconsin,Columbia,55021,57532,13261,33692,10579,44271
Wisconsin,Crawford,55023,16131,3574,8690,3867,12557
Wisconsin,Dane,55025,546695,127724,341200,77771,418971
Wisconsin,Dodge,55027,87839,18996,52847,15996,68843
Wisconsin,Door,55029,27668,4962,14269,8437,22706
Wisconsin,Douglas,55031,43150,9526,25336,8288,33624
Wisconsin,Dunn,55033,45368,11404,26666,7298,33964
Wisconsin,Eau Claire,55035,104646,25291,62397,16958,79355
Wisconsin,Florence,55037,4295,676,2457,1162,3619
Wisconsin,Fond du Lac,55039,103403,24535,59216,19652,78868
Wisconsin,Forest,55041,9004,2009,4917,2078,6995
Wisconsin,Grant,55043,51439,13671,28689,9079,37768
Wisconsin,Green,55045,36960,8893,20949,7118,28067
Wisconsin,Green Lake,55047,18913,4562,10037,4314,14351
Wisconsin,Iowa,55049,23678,5752,13316,4610,17926
Wisconsin,Iron,55051,5687,941,2923,1823,4746
Wisconsin,Jackson,55053,20643,4933,11735,3975,15710
Wisconsin,Jefferson,55055,84769,20373,49421,14975,64396
Wisconsin,Juneau,55057,26687,5813,15310,5564,20874
Wisconsin,Kenosha,55059,169561,43186,101669,24706,126375
Wisconsin,Kewaunee,55061,20434,4825,11333,4276,15609
Wisconsin,La Crosse,55063,118016,28282,69800,19934,89734
Wisconsin,Lafayette,55065,16665,4371,9065,3229,12294
Wisconsin,Langlade,55067,19189,4122,10328,4739,15067
Wisconsin,Lincoln,55069,27593,5507,15968,6118,22086
Wisconsin,Manitowoc,55071,78981,17795,44506,16680,61186
Wisconsin,Marathon,55073,135692,33604,77406,24682,102088
Wisconsin,Marinette,55075,40350,8386,22070,9894,31964
Wisconsin,Marquette,55077,15574,3263,8404,3907,12311
Wisconsin,Menominee,55078,4556,1648,2271,637,2908
Wisconsin,Milwaukee,55079,945726,251630,561806,132290,694096
Wisconsin,Monroe,55081,46253,12638,25517,8098,33615
Wisconsin,Oconto,55083,37930,8356,21658,7916,29574
Wisconsin,Oneida,55085,35595,6622,19475,9498,28973
Wisconsin,Outagamie,55087,187885,48270,110953,28662,139615
Wisconsin,Ozaukee,55089,89221,21370,49686,18165,67851
Wisconsin,Pepin,55091,7287,1651,3922,1714,5636
Wisconsin,Pierce,55093,42754,11008,25223,6523,31746
Wisconsin,Polk,55095,43783,9814,24635,9334,33969
Wisconsin,Portage,55097,70772,16636,41874,12262,54136
Wisconsin,Price,55099,13351,2646,7172,3533,10705
Wisconsin,Racine,55101,196311,49367,113302,33642,146944
Wisconsin,Richland,55103,17252,4117,9071,4064,13135
Wisconsin,Rock,55105,163354,41477,93979,27898,121877
Wisconsin,Rusk,55107,14178,3159,7500,3519,11019
Wisconsin,St. Croix,55109,90687,24223,53145,13319,66464
Wisconsin,Sauk,55111,64442,15915,36246,12281,48527
Wisconsin,Sawyer,55113,16558,3481,8660,4417,13077
Wisconsin,Shawano,55115,40899,9517,22557,8825,31382
Wisconsin,Sheboygan,55117,115340,27829,66117,21394,87511
Wisconsin,Taylor,55119,20343,5193,11170,3980,15150
Wisconsin,Trempealeau,55121,29649,8043,16137,5469,21606
Wisconsin,Vernon,55123,30822,8690,15980,6152,22132
Wisconsin,Vilas,55125,22195,4102,11207,6886,18093
Wisconsin,Walworth,55127,103868,24844,59959,19065,79024
Wisconsin,Washburn,55129,15720,3231,8185,4304,12489
Wisconsin,Washington,55131,136034,32336,78570,25128,103698
Wisconsin,Waukesha,55133,404198,95452,231195,77551,308746
Wisconsin,Waupaca,55135,50990,11308,28821,10861,39682
Wisconsin,Waushara,55137,24443,4894,13429,6120,19549
Wisconsin,Winnebago,55139,171907,40411,102588,28908,131496
Wisconsin,Wood,55141,72999,17165,40426,15408,55834
