state,county,fips,cases,deaths,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,,land area (sq/mi),pop/sqmi,POP tot,POP MALE,POP FEM,0-19 tot,0-19 tot f,0-19 tot m,20-64tot,20-64f,20-64m,65+ tot,65+ m,65+ f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Rawlins,20153,268,3,1253,214,1496,83.76%,14.30%,98.06%,RIGHT,1070.0,2.4,2530,1280,1250,586,282,304,1237,591,646,707,330,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Reno,20155,5931,70,17948,8602,27245,65.88%,31.57%,97.45%,RIGHT,1254.0,49.4,61998,31154,30844,15415,7482,7933,34019,16313,17706,12564,5515,7049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Republic,20157,461,8,2172,420,2643,82.18%,15.89%,98.07%,RIGHT,716.0,6.5,4636,2308,2328,1078,516,562,2269,1118,1151,1289,595,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Rice,20159,573,1,3187,953,4230,75.34%,22.53%,97.87%,RIGHT,727.0,13.1,9537,4783,4754,2545,1237,1308,5118,2457,2661,1874,814,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Riley,20161,4176,16,11174,11940,23855,46.84%,50.05%,96.89%,LEFT,610.0,121.7,74232,39316,34916,17804,8698,9106,49146,22247,26899,7282,3311,3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Rooks,20163,402,8,2294,332,2661,86.21%,12.48%,98.68%,RIGHT,888.0,5.5,4920,2397,2523,1175,601,574,2608,1289,1319,1137,504,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Rush,20165,298,0,1425,291,1748,81.52%,16.65%,98.17%,RIGHT,718.0,4.2,3036,1552,1484,685,316,369,1579,746,833,772,350,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Russell,20167,651,17,2765,591,3429,80.64%,17.24%,97.87%,RIGHT,885.0,7.7,6856,3375,3481,1607,760,847,3555,1795,1760,1694,768,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Saline,20169,3259,42,15313,8022,23911,64.04%,33.55%,97.59%,RIGHT,720.0,75.3,54224,26909,27315,13957,6768,7189,30324,15042,15282,9943,4438,5505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Scott,20171,505,8,1991,290,2322,85.75%,12.49%,98.23%,RIGHT,718.0,6.7,4823,2431,2392,1382,653,729,2469,1225,1244,972,458,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Sedgwick,20173,31748,199,117653,90820,213552,55.09%,42.53%,97.62%,RIGHT,1000.0,516.0,516042,254968,261074,143981,70486,73495,295028,148310,146718,77033,34755,42278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Seward,20175,3253,184,3285,1736,5099,64.42%,34.05%,98.47%,RIGHT,640.0,33.5,21428,10964,10464,7585,3718,3867,11681,5536,6145,2162,952,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Shawnee,20177,9395,168,39890,42032,84061,47.45%,50.00%,97.46%,LEFT,550.0,321.6,176875,85589,91286,45436,22143,23293,98122,50506,47616,33317,14680,18637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Sheridan,20179,337,0,1237,144,1397,88.55%,10.31%,98.85%,RIGHT,896.0,2.8,2521,1274,1247,666,319,347,1257,605,652,598,275,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Sherman,20181,499,7,2222,386,2673,83.13%,14.44%,97.57%,RIGHT,1056.0,5.6,5917,2957,2960,1620,792,828,3145,1554,1591,1152,538,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Smith,20183,186,1,1734,328,2092,82.89%,15.68%,98.57%,RIGHT,896.0,4.0,3583,1804,1779,819,400,419,1762,862,900,1002,485,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Stafford,20185,232,5,1631,355,2017,80.86%,17.60%,98.46%,RIGHT,792.0,5.2,4156,2106,2050,1071,493,578,2126,1040,1086,959,442,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Stanton,20187,154,2,607,147,767,79.14%,19.17%,98.31%,RIGHT,680.0,3.0,2006,1001,1005,622,304,318,1037,511,526,347,157,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Stevens,20189,469,5,1731,233,1997,86.68%,11.67%,98.35%,RIGHT,728.0,7.5,5485,2700,2785,1694,909,785,2876,1373,1503,915,412,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Sumner,20191,1019,6,7998,2551,10779,74.20%,23.67%,97.87%,RIGHT,1182.0,19.3,22836,11450,11386,6052,2937,3115,12401,6102,6299,4383,2036,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Thomas,20193,818,6,3106,622,3794,81.87%,16.39%,98.26%,RIGHT,1075.0,7.2,7777,3795,3982,2177,1082,1095,4195,2140,2055,1405,645,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Trego,20195,255,3,1341,238,1603,83.66%,14.85%,98.50%,RIGHT,888.0,3.2,2803,1426,1377,541,248,293,1498,735,763,764,370,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Wabaunsee,20197,343,1,2813,956,3861,72.86%,24.76%,97.62%,RIGHT,798.0,8.7,6931,3550,3381,1753,819,934,3728,1836,1892,1450,724,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Wallace,20199,148,0,762,44,817,93.27%,5.39%,98.65%,RIGHT,914.0,1.7,1518,760,758,410,218,192,740,349,391,368,177,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Washington,20201,352,7,2332,467,2843,82.03%,16.43%,98.45%,RIGHT,898.0,6.0,5406,2749,2657,1323,624,699,2789,1321,1468,1294,582,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Wichita,20203,169,0,803,147,961,83.56%,15.30%,98.86%,RIGHT,719.0,2.9,2119,1097,1022,621,312,309,1069,483,586,429,202,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Wilson,20205,428,4,3111,711,3899,79.79%,18.24%,98.03%,RIGHT,574.0,14.9,8525,4222,4303,2235,1086,1149,4412,2193,2219,1878,854,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Woodson,20207,86,0,1189,283,1495,79.53%,18.93%,98.46%,RIGHT,501.0,6.3,3138,1576,1562,734,346,388,1614,796,818,790,370,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Wyandotte,20209,12778,184,18512,35566,55107,33.59%,64.54%,98.13%,LEFT,151.0,1095.6,165429,82350,83079,49580,23960,25620,95054,47357,47697,20795,9033,11762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Adair,21001,1156,38,7276,1392,8768,82.98%,15.88%,98.86%,RIGHT,407.0,47.2,19202,9570,9632,4603,2166,2437,10904,5513,5391,3695,1742,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Allen,21003,866,16,7587,1642,9364,81.02%,17.54%,98.56%,RIGHT,346.0,61.6,21315,10575,10740,5372,2578,2794,12092,6071,6021,3851,1760,2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Anderson,21005,658,1,9661,3348,13254,72.89%,25.26%,98.15%,RIGHT,203.0,112.1,22747,11138,11609,5831,2789,3042,13206,6734,6472,3710,1624,2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Ballard,21007,188,2,3356,825,4225,79.43%,19.53%,98.96%,RIGHT,251.0,31.4,7888,3922,3966,1833,861,972,4328,2166,2162,1727,788,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Barren,21009,2243,35,14654,5127,20064,73.04%,25.55%,98.59%,RIGHT,491.0,90.1,44249,21418,22831,11300,5558,5742,24980,12698,12282,7969,3394,4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Bath,21011,376,1,3986,1573,5627,70.84%,27.95%,98.79%,RIGHT,279.0,44.8,12500,6177,6323,3463,1665,1798,6913,3508,3405,2124,974,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Bell,21013,1455,20,8140,1789,10044,81.04%,17.81%,98.86%,RIGHT,361.0,72.1,26032,12745,13287,6033,2922,3111,14865,7460,7405,5134,2229,2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Boone,21015,5997,33,44814,20901,66998,66.89%,31.20%,98.09%,RIGHT,246.0,543.0,133581,66161,67420,37643,18405,19238,77135,38649,38486,18803,8437,10366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Bourbon,21017,672,1,6190,3296,9648,64.16%,34.16%,98.32%,RIGHT,291.0,68.0,19788,9672,10116,4867,2334,2533,11024,5619,5405,3897,1734,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Boyd,21019,2392,28,14295,7083,21751,65.72%,32.56%,98.29%,RIGHT,160.0,292.0,46718,23198,23520,10790,5274,5516,26594,13008,13586,9334,4096,5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Boyle,21021,1375,0,8872,5298,14478,61.28%,36.59%,97.87%,RIGHT,182.0,165.2,30060,14985,15075,7080,3434,3646,17088,8228,8860,5892,2479,3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Bracken,21023,206,3,3398,800,4246,80.03%,18.84%,98.87%,RIGHT,203.0,40.9,8303,4158,4145,2127,1027,1100,4748,2346,2402,1428,656,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Breathitt,21025,432,3,4265,1301,5661,75.34%,22.98%,98.32%,RIGHT,495.0,25.5,12630,6312,6318,2847,1341,1506,7544,3748,3796,2239,1010,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Breckinridge,21027,498,4,7701,2350,10201,75.49%,23.04%,98.53%,RIGHT,572.0,35.8,20477,10268,10209,5044,2438,2606,11386,5630,5756,4047,1906,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Bullitt,21029,3449,25,30708,10552,41998,73.12%,25.13%,98.24%,RIGHT,299.0,273.2,81676,40599,41077,19339,9340,9999,49121,24697,24424,13216,6176,7040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Butler,21031,666,16,4960,1079,6125,80.98%,17.62%,98.60%,RIGHT,428.0,30.1,12879,6459,6420,3156,1503,1653,7297,3625,3672,2426,1134,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Caldwell,21033,761,11,4906,1433,6434,76.25%,22.27%,98.52%,RIGHT,347.0,36.7,12747,6188,6559,3121,1519,1602,6907,3497,3410,2719,1176,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Calloway,21035,2002,17,11352,5797,17457,65.03%,33.21%,98.24%,RIGHT,386.0,101.0,39001,18944,20057,9070,4656,4414,23119,11659,11460,6812,3070,3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Campbell,21037,3670,24,28482,19374,48878,58.27%,39.64%,97.91%,RIGHT,152.0,615.7,93584,45917,47667,22205,11040,11165,56311,28195,28116,15068,6636,8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Carlisle,21039,245,1,2159,463,2638,81.84%,17.55%,99.39%,RIGHT,192.0,24.8,4760,2358,2402,1200,573,627,2532,1240,1292,1028,439,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Carroll,21041,414,6,2954,1116,4136,71.42%,26.98%,98.40%,RIGHT,130.0,81.8,10631,5345,5286,2981,1493,1488,5982,2887,3095,1668,762,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Carter,21043,942,5,8775,2642,11586,75.74%,22.80%,98.54%,RIGHT,411.0,65.2,26797,13199,13598,6625,3190,3435,14966,7555,7411,5206,2353,2853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Casey,21045,756,22,6179,918,7171,86.17%,12.80%,98.97%,RIGHT,446.0,36.2,16159,7869,8290,4021,1972,2049,8845,4464,4381,3293,1439,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Christian,21047,3403,52,15080,8296,23863,63.19%,34.77%,97.96%,RIGHT,721.0,97.7,70461,37354,33107,21156,9889,11267,40322,18131,22191,8983,3896,5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Clark,21049,1161,13,11811,6004,18139,65.11%,33.10%,98.21%,RIGHT,254.0,142.8,36263,17702,18561,8782,4183,4599,20872,10674,10198,6609,2905,3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Clay,21051,1210,8,6677,831,7591,87.96%,10.95%,98.91%,RIGHT,471.0,42.3,19901,10384,9517,4565,2251,2314,12237,5553,6684,3099,1386,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Clinton,21053,625,15,4280,603,4932,86.78%,12.23%,99.01%,RIGHT,198.0,51.6,10218,5017,5201,2465,1221,1244,5735,2901,2834,2018,939,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Crittenden,21055,292,3,3451,731,4242,81.35%,17.23%,98.59%,RIGHT,362.0,24.3,8806,4434,4372,2115,999,1116,4811,2376,2435,1880,883,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
