state,county,fips,cases,deaths,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,,land area (sq/mi),pop/sqmi,POP tot,POP MALE,POP FEM,0-19 tot,0-19 tot f,0-19 tot m,20-64tot,20-64f,20-64m,65+ tot,65+ m,65+ f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,York,31185,1147,6,5337,1630,7143,74.72%,22.82%,97.54%,RIGHT,576.0,23.7,13679,6702,6977,3554,1719,1835,7265,3678,3587,2860,1280,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Churchill,32001,1061,23,9372,3051,12890,72.71%,23.67%,96.38%,RIGHT,144.0,173.0,24909,12657,12252,6225,3008,3217,13925,6788,7137,4759,2303,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Clark,32003,135296,1935,430930,521852,972510,44.31%,53.66%,97.97%,LEFT,4929.0,459.9,2266715,1130230,1136485,570915,278967,291948,1353141,674088,679053,342659,159229,183430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Douglas,32005,1473,10,21630,11571,34125,63.38%,33.91%,97.29%,RIGHT,7911.0,6.2,48905,24552,24353,8657,4150,4507,25747,12886,12861,14501,7184,7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Elko,32007,3298,26,16741,4557,21967,76.21%,20.74%,96.95%,RIGHT,710.0,74.3,52778,27428,25350,15622,7470,8152,30936,14751,16185,6220,3091,3129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Esmeralda,32009,26,0,400,74,487,82.14%,15.20%,97.33%,RIGHT,17182.0,0.1,873,474,399,133,63,70,428,194,234,312,170,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Eureka,32011,25,0,895,105,1017,88.00%,10.32%,98.33%,RIGHT,3589.0,0.6,2029,1084,945,528,252,276,1169,543,626,332,182,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Humboldt,32013,516,7,5877,1689,7771,75.63%,21.73%,97.36%,RIGHT,4176.0,4.0,16831,8748,8083,4906,2395,2511,9498,4490,5008,2427,1229,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Lander,32015,297,4,2198,496,2765,79.49%,17.94%,97.43%,RIGHT,9658.0,0.6,5532,2846,2686,1569,779,790,3078,1437,1641,885,415,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Lincoln,32017,247,1,2067,330,2446,84.51%,13.49%,98.00%,RIGHT,5494.0,0.9,5183,2770,2413,1157,529,628,2715,1239,1476,1311,666,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Lyon,32019,1670,24,20914,8473,30238,69.16%,28.02%,97.19%,RIGHT,10635.0,5.4,57510,29404,28106,13384,6462,6922,31935,15497,16438,12191,6044,6147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Mineral,32021,159,4,1423,829,2335,60.94%,35.50%,96.45%,RIGHT,1994.0,2.3,4505,2232,2273,958,451,507,2402,1213,1189,1145,536,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Nye,32023,1575,31,17528,7288,25378,69.07%,28.72%,97.79%,RIGHT,3757.0,12.4,46523,23788,22735,8488,4140,4348,23939,11678,12261,14096,7179,6917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Pershing,32027,297,1,1731,547,2320,74.61%,23.58%,98.19%,RIGHT,18147.0,0.4,6725,4341,2384,1223,587,636,4399,1301,3098,1103,607,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Storey,32029,63,2,1908,902,2877,66.32%,31.35%,97.67%,RIGHT,6009.0,0.7,4123,2113,2010,559,285,274,2237,1086,1151,1327,688,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Washoe,32031,29526,345,116760,128128,252142,46.31%,50.82%,97.12%,LEFT,264.0,1786.1,471519,237894,233625,111375,54185,57190,280767,137867,142900,79377,37804,41573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,White Pine,32033,309,3,3403,859,4369,77.89%,19.66%,97.55%,RIGHT,6342.0,1.5,9580,5579,4001,2126,1052,1074,5700,2107,3593,1754,912,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,Carson City,32510,3571,32,16113,12735,29739,54.18%,42.82%,97.00%,RIGHT,8877.0,6.3,55916,28687,27229,12447,6107,6340,31896,14836,17060,11573,5287,6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Belknap,33001,1088,34,20899,16894,38453,54.35%,43.93%,98.28%,RIGHT,401.0,152.9,61303,30277,31026,12346,6010,6336,34981,17716,17265,13976,6676,7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Carroll,33003,560,2,16150,16649,33272,48.54%,50.04%,98.58%,LEFT,934.0,52.4,48910,24176,24734,8274,3959,4315,26469,13469,13000,14167,6861,7306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Cheshire,33005,778,4,17892,25506,44206,40.47%,57.70%,98.17%,LEFT,708.0,107.5,76085,37312,38773,16395,8158,8237,43956,22124,21832,15734,7243,8491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Coos,33007,385,11,8617,7640,16528,52.14%,46.22%,98.36%,RIGHT,1801.0,17.5,31563,16587,14976,5610,2726,2884,18307,8252,10055,7646,3648,3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Grafton,33009,753,2,19905,33180,53989,36.87%,61.46%,98.33%,LEFT,1714.0,52.4,89886,44388,45498,18402,8906,9496,52303,26437,25866,19181,9026,10155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Hillsborough,33011,12082,355,104625,122344,231040,45.28%,52.95%,98.24%,LEFT,876.0,476.1,417025,207455,209570,93399,45543,47856,255976,126950,129026,67650,30573,37077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Merrimack,33013,2797,39,39711,48533,89887,44.18%,53.99%,98.17%,LEFT,934.0,162.1,151391,74715,76676,32777,16191,16586,90341,44968,45373,28273,12756,15517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Rockingham,33015,6973,115,95858,100064,198943,48.18%,50.30%,98.48%,LEFT,695.0,445.7,309769,153423,156346,65101,31613,33488,187135,93565,93570,57533,26365,31168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Strafford,33017,2060,17,30489,41721,73729,41.35%,56.59%,97.94%,LEFT,369.0,354.0,130633,64092,66541,29953,15022,14931,80507,40353,40154,20173,9007,11166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Sullivan,33019,797,5,11508,12390,24383,47.20%,50.81%,98.01%,LEFT,537.0,80.3,43146,21368,21778,8781,4320,4461,24834,12336,12498,9531,4409,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Atlantic,34001,9286,316,64326,73624,140141,45.90%,52.54%,98.44%,LEFT,561.0,470.0,263670,127591,136079,62215,30462,31753,152428,78374,74054,49027,21784,27243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Bergen,34003,39557,2187,204277,285811,497160,41.09%,57.49%,98.58%,LEFT,234.0,3983.8,932202,452666,479536,217438,106356,111082,550096,280107,269989,164668,71595,93073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Burlington,34005,16309,562,103326,154577,265967,38.85%,58.12%,96.97%,LEFT,805.0,553.2,445349,219202,226147,101603,49634,51969,266381,132646,133735,77365,33498,43867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Camden,34007,22798,720,86024,174575,264912,32.47%,65.90%,98.37%,LEFT,222.0,2281.4,506471,244430,262041,125440,61155,64285,299501,154047,145454,81530,34691,46839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Cape May,34009,2851,122,33158,23941,57933,57.24%,41.33%,98.56%,RIGHT,255.0,360.9,92039,44868,47171,17731,8690,9041,49142,24733,24409,25166,11418,13748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Cumberland,34011,5917,188,28952,32742,62575,46.27%,52.32%,98.59%,LEFT,489.0,305.8,149527,76161,73366,38908,19222,19686,87227,40999,46228,23392,10247,13145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Essex,34013,40016,2288,75475,266820,345311,21.86%,77.27%,99.13%,LEFT,126.0,6341.1,798975,384574,414401,208554,101898,106656,479319,246860,232459,111102,45459,65643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Gloucester,34015,10967,316,83340,86702,173453,48.05%,49.99%,98.03%,LEFT,325.0,897.3,291636,141846,149790,70129,34291,35838,173935,88779,85156,47572,20852,26720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Hudson,34017,36208,1622,65698,181452,250458,26.23%,72.45%,98.68%,LEFT,47.0,14306.2,672391,334987,337404,149409,73040,76369,441075,216679,224396,81907,34222,47685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Hunterdon,34019,2947,133,43153,39457,84673,50.96%,46.60%,97.56%,RIGHT,430.0,289.2,124371,61339,63032,26684,13015,13669,73601,37160,36441,24086,11229,12857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Mercer,34021,15658,678,51461,122532,177069,29.06%,69.20%,98.26%,LEFT,226.0,1625.8,367430,179755,187675,91109,44663,46446,218834,110034,108800,57487,24509,32978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Middlesex,34023,35520,1534,143461,226245,375681,38.19%,60.22%,98.41%,LEFT,311.0,2652.9,825062,407262,417800,202404,98827,103577,494895,247125,247770,127763,55915,71848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Monmouth,34025,24375,932,191808,181291,378390,50.69%,47.91%,98.60%,RIGHT,472.0,1311.0,618795,301063,317732,144083,70658,73425,362214,183905,178309,112498,49329,63169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Morris,34027,16127,890,141134,153881,300917,46.90%,51.14%,98.04%,LEFT,469.0,1048.7,491845,241921,249924,114698,55688,59010,290661,146009,144652,86486,38259,48227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Ocean,34029,25218,1191,217740,119456,342746,63.53%,34.85%,98.38%,RIGHT,636.0,954.7,607186,293290,313896,158601,77167,81434,310257,157384,152873,138328,58983,79345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Passaic,34031,34363,1358,92009,129097,224330,41.02%,57.55%,98.56%,LEFT,185.0,2712.6,501826,244877,256949,132995,65386,67609,293651,148747,144904,75180,32364,42816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Salem,34033,2052,99,18781,14452,33969,55.29%,42.54%,97.83%,RIGHT,338.0,184.6,62385,30547,31838,14661,7183,7478,35853,18085,17768,11871,5301,6570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Somerset,34035,10418,626,71994,111113,186826,38.54%,59.47%,98.01%,LEFT,305.0,1078.5,328934,160930,168004,78489,38035,40454,197257,99841,97416,53188,23060,30128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Sussex,34037,3195,202,51566,34417,88148,58.50%,39.04%,97.54%,RIGHT,521.0,269.7,140488,69803,70685,30321,14873,15448,84927,42266,42661,25240,11694,13546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Union,34039,31728,1470,80002,170245,254041,31.49%,67.01%,98.51%,LEFT,103.0,5401.4,556341,271901,284440,143094,70313,72781,331280,167180,164100,81967,35020,46947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Warren,34041,2964,174,34769,24901,61057,56.95%,40.78%,97.73%,RIGHT,358.0,294.0,105267,51574,53693,22921,11265,11656,62634,31429,31205,19712,8713,10999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,Bernalillo,35001,32581,408,116135,193757,317590,36.57%,61.01%,97.58%,LEFT,1166.0,582.4,679121,332835,346286,162032,79344,82688,402187,202738,199449,114902,50698,64204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,Catron,35003,51,1,1698,595,2326,73.00%,25.58%,98.58%,RIGHT,6928.0,0.5,3527,1877,1650,462,228,234,1539,753,786,1526,857,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,Chaves,35005,5812,58,15656,6381,22443,69.76%,28.43%,98.19%,RIGHT,6071.0,10.6,64615,32108,32507,18879,8992,9887,35302,17814,17488,10434,4733,5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,Cibola,35006,2370,51,3975,4745,8903,44.65%,53.30%,97.94%,LEFT,4540.0,5.9,26675,13660,13015,6835,3376,3459,15371,7199,8172,4469,2029,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,Colfax,35007,413,7,3271,2611,6016,54.37%,43.40%,97.77%,RIGHT,3757.0,3.2,11941,6070,5871,2356,1135,1221,6318,3048,3270,3267,1579,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,Curry,35009,3517,32,10444,4307,15101,69.16%,28.52%,97.68%,RIGHT,1406.0,34.8,48954,25370,23584,14227,6832,7395,28437,13264,15173,6290,2802,3488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,De Baca,35011,69,0,656,231,901,72.81%,25.64%,98.45%,RIGHT,2325.0,0.8,1748,867,881,434,226,208,813,405,408,501,251,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,Do??a Ana,35013,15298,223,32802,47957,82641,39.69%,58.03%,97.72%,LEFT,3807.0,57.3,218195,106877,111318,61144,30459,30685,121637,61941,59696,35414,16496,18918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
