state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Massachusetts,Barnstable,25001,212990,35537,110536,66917,177453
Massachusetts,Berkshire,25003,124944,24232,70789,29923,100712
Massachusetts,Bristol,25005,565217,130480,336923,97814,434737
Massachusetts,Dukes,25007,17332,3346,9640,4346,13986
Massachusetts,Essex,25009,789034,187612,462893,138529,601422
Massachusetts,Franklin,25011,70180,13188,40774,16218,56992
Massachusetts,Hampden,25013,466372,113445,272120,80807,352927
Massachusetts,Hampshire,25015,160830,36195,95829,28806,124635
Massachusetts,Middlesex,25017,1611699,361903,997510,252286,1249796
Massachusetts,Nantucket,25019,11399,2566,7141,1692,8833
Massachusetts,Norfolk,25021,706775,164602,420350,121823,542173
Massachusetts,Plymouth,25023,521202,123248,301021,96933,397954
Massachusetts,Suffolk,25025,803907,164393,540285,99229,639514
Massachusetts,Worcester,25027,830622,197484,499129,134009,633138
