state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Indiana,Adams,18001,35777,12098,17998,5681,23679
Indiana,Allen,18003,379299,106489,216226,56584,272810
Indiana,Bartholomew,18005,83779,21568,48360,13851,62211
Indiana,Benton,18007,8748,2389,4788,1571,6359
Indiana,Blackford,18009,11758,2767,6417,2574,8991
Indiana,Boone,18011,67843,19125,39376,9342,48718
Indiana,Brown,18013,15092,2880,8379,3833,12212
Indiana,Carroll,18015,20257,4887,11310,4060,15370
Indiana,Cass,18017,37689,9500,21300,6889,28189
Indiana,Clark,18019,118302,28809,70376,19117,89493
Indiana,Clay,18021,26225,6529,14917,4779,19696
Indiana,Clinton,18023,32399,9257,17702,5440,23142
Indiana,Crawford,18025,10577,2500,5953,2124,8077
Indiana,Daviess,18027,33351,10651,17553,5147,22700
Indiana,Dearborn,18029,49458,11976,28418,9064,37482
Indiana,Decatur,18031,26559,6926,15004,4629,19633
Indiana,DeKalb,18033,43475,11396,24879,7200,32079
Indiana,Delaware,18035,114135,27008,67200,19927,87127
Indiana,Dubois,18037,42736,11384,23718,7634,31352
Indiana,Elkhart,18039,206341,61810,113321,31210,144531
Indiana,Fayette,18041,23102,5527,12835,4740,17575
Indiana,Floyd,18043,78522,19497,46098,12927,59025
Indiana,Fountain,18045,16346,3898,9130,3318,12448
Indiana,Franklin,18047,22758,5745,12695,4318,17013
Indiana,Fulton,18049,19974,5120,10878,3976,14854
Indiana,Gibson,18051,33659,8721,18957,5981,24938
Indiana,Grant,18053,65769,16282,36704,12783,49487
Indiana,Greene,18055,31922,7588,18002,6332,24334
Indiana,Hamilton,18057,338011,97843,196857,43311,240168
Indiana,Hancock,18059,78168,19950,45343,12875,58218
Indiana,Harrison,18061,40515,9825,23354,7336,30690
Indiana,Hendricks,18063,170311,46030,100084,24197,124281
Indiana,Henry,18065,47972,10781,27927,9264,37191
Indiana,Howard,18067,82544,20444,45685,16415,62100
Indiana,Huntington,18069,36520,8903,21223,6394,27617
Indiana,Jackson,18071,44231,11795,25072,7364,32436
Indiana,Jasper,18073,33562,8701,18778,6083,24861
Indiana,Jay,18075,20436,5621,11040,3775,14815
Indiana,Jefferson,18077,32308,7550,18828,5930,24758
Indiana,Jennings,18079,27735,7009,16051,4675,20726
Indiana,Johnson,18081,158167,42519,92168,23480,115648
Indiana,Knox,18083,36594,9310,20548,6736,27284
Indiana,Kosciusko,18085,79456,20836,44899,13721,58620
Indiana,LaGrange,18087,39614,13927,20198,5489,25687
Indiana,Lake,18089,485493,124744,278554,82195,360749
Indiana,LaPorte,18091,109888,25609,63976,20303,84279
Indiana,Lawrence,18093,45370,10618,25410,9342,34752
Indiana,Madison,18095,129569,30860,74512,24197,98709
Indiana,Marion,18097,964582,260603,579759,124220,703979
Indiana,Marshall,18099,46258,12694,25109,8455,33564
Indiana,Martin,18101,10255,2472,5669,2114,7783
Indiana,Miami,18103,35516,8316,20801,6399,27200
Indiana,Monroe,18105,148431,34560,93757,20114,113871
Indiana,Montgomery,18107,38338,9767,21551,7020,28571
Indiana,Morgan,18109,70489,17400,40888,12201,53089
Indiana,Newton,18111,13984,3213,7953,2818,10771
Indiana,Noble,18113,47744,12726,27133,7885,35018
Indiana,Ohio,18115,5875,1259,3299,1317,4616
Indiana,Orange,18117,19646,4937,10819,3890,14709
Indiana,Owen,18119,20799,4753,11901,4145,16046
Indiana,Parke,18121,16937,3968,9589,3380,12969
Indiana,Perry,18123,19169,4416,11115,3638,14753
Indiana,Pike,18125,12389,2950,6898,2541,9439
Indiana,Porter,18127,170389,41698,99939,28752,128691
Indiana,Posey,18129,25427,6024,14400,5003,19403
Indiana,Pulaski,18131,12353,2995,6877,2481,9358
Indiana,Putnam,18133,37576,8803,22362,6411,28773
Indiana,Randolph,18135,24665,6129,13402,5134,18536
Indiana,Ripley,18137,28324,7275,15864,5185,21049
Indiana,Rush,18139,16581,4107,9366,3108,12474
Indiana,St. Joseph,18141,271826,72985,154881,43960,198841
Indiana,Scott,18143,23873,5850,13949,4074,18023
Indiana,Shelby,18145,44729,11070,25830,7829,33659
Indiana,Spencer,18147,20277,4833,11392,4052,15444
Indiana,Starke,18149,22995,5672,12950,4373,17323
Indiana,Steuben,18151,34594,8112,19228,7254,26482
Indiana,Sullivan,18153,20669,4390,12459,3820,16279
Indiana,Switzerland,18155,10751,2872,6009,1870,7879
Indiana,Tippecanoe,18157,195732,52944,119508,23280,142788
Indiana,Tipton,18159,15148,3413,8496,3239,11735
Indiana,Union,18161,7054,1617,4047,1390,5437
Indiana,Vanderburgh,18163,181451,44254,105707,31490,137197
Indiana,Vermillion,18165,15498,3779,8571,3148,11719
Indiana,Vigo,18167,107038,25981,63181,17876,81057
Indiana,Wabash,18169,30996,7419,16990,6587,23577
Indiana,Warren,18171,8265,2007,4557,1701,6258
Indiana,Warrick,18173,62998,16195,35530,11273,46803
Indiana,Washington,18175,28036,7044,16131,4861,20992
Indiana,Wayne,18177,65884,16167,36843,12874,49717
Indiana,Wells,18179,28296,7561,15465,5270,20735
Indiana,White,18181,24102,6164,13038,4900,17938
Indiana,Whitley,18183,33964,8474,19192,6298,25490
