state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Florida,Sarasota,12115,148370,120110,270575,54.84%,44.39%,99.23%,RIGHT,433742
Florida,Seminole,12117,125241,132528,260815,48.02%,50.81%,98.83%,LEFT,471826
Florida,Sumter,12119,62761,29341,92485,67.86%,31.73%,99.59%,RIGHT,132420
Florida,Suwannee,12121,16410,4485,21057,77.93%,21.30%,99.23%,RIGHT,44417
Florida,Taylor,12123,7751,2299,10127,76.54%,22.70%,99.24%,RIGHT,21569
Florida,Union,12125,5133,1053,6245,82.19%,16.86%,99.06%,RIGHT,15237
Florida,Volusia,12127,173821,130575,307439,56.54%,42.47%,99.01%,RIGHT,553284
Florida,Wakulla,12129,12874,5351,18404,69.95%,29.08%,99.03%,RIGHT,33739
Florida,Walton,12131,32947,10338,43711,75.37%,23.65%,99.03%,RIGHT,74071
Florida,Washington,12133,9876,2347,12327,80.12%,19.04%,99.16%,RIGHT,25473
