state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Utah,Beaver,49001,6710,2372,3392,946,4338
Utah,Box Elder,49003,56046,18947,29700,7399,37099
Utah,Cache,49005,128289,44324,71395,12570,83965
Utah,Carbon,49007,20463,5897,10878,3688,14566
Utah,Daggett,49009,950,230,461,259,720
Utah,Davis,49011,355481,122348,196495,36638,233133
Utah,Duchesne,49013,19938,7148,10309,2481,12790
Utah,Emery,49015,10012,3091,5153,1768,6921
Utah,Garfield,49017,5051,1264,2573,1214,3787
Utah,Grand,49019,9754,2282,5581,1891,7472
Utah,Iron,49021,54839,17930,29839,7070,36909
Utah,Juab,49023,12017,4459,6131,1427,7558
Utah,Kane,49025,7886,2048,3991,1847,5838
Utah,Millard,49027,13188,4434,6406,2348,8754
Utah,Morgan,49029,12124,4562,6117,1445,7562
Utah,Piute,49031,1479,394,669,416,1085
Utah,Rich,49033,2483,787,1238,458,1696
Utah,Salt Lake,49035,1160437,339210,691176,130051,821227
Utah,San Juan,49037,15308,4987,8040,2281,10321
Utah,Sanpete,49039,30939,9354,17097,4488,21585
Utah,Sevier,49041,21620,6845,11208,3567,14775
Utah,Summit,49043,42145,11113,25397,5635,31032
Utah,Tooele,49045,72259,25204,40307,6748,47055
Utah,Uintah,49047,35734,12623,19089,4022,23111
Utah,Utah,49049,636235,235580,350165,50490,400655
Utah,Wasatch,49051,34091,11334,18566,4191,22757
Utah,Washington,49053,177556,49968,88521,39067,127588
Utah,Wayne,49055,2711,718,1396,597,1993
Utah,Weber,49057,260213,79158,150185,30870,181055
