date,county,state,fips,cases,deaths
6/10/2021,Ada,Idaho,16001,53178,478
6/10/2021,Adams,Idaho,16003,342,4
6/10/2021,Bannock,Idaho,16005,8861,110
6/10/2021,Bear Lake,Idaho,16007,397,2
6/10/2021,Benewah,Idaho,16009,707,10
6/10/2021,Bingham,Idaho,16011,4877,76
6/10/2021,Blaine,Idaho,16013,2388,18
6/10/2021,Boise,Idaho,16015,369,2
6/10/2021,Bonner,Idaho,16017,3339,43
6/10/2021,Bonneville,Idaho,16019,15011,174
6/10/2021,Boundary,Idaho,16021,880,11
6/10/2021,Butte,Idaho,16023,212,1
6/10/2021,Camas,Idaho,16025,72,0
6/10/2021,Canyon,Idaho,16027,27372,305
6/10/2021,Caribou,Idaho,16029,703,12
6/10/2021,Cassia,Idaho,16031,2956,27
6/10/2021,Clark,Idaho,16033,59,0
6/10/2021,Clearwater,Idaho,16035,1081,14
6/10/2021,Custer,Idaho,16037,257,3
6/10/2021,Elmore,Idaho,16039,2101,19
6/10/2021,Franklin,Idaho,16041,1219,16
6/10/2021,Fremont,Idaho,16043,1139,14
6/10/2021,Gem,Idaho,16045,1821,39
6/10/2021,Gooding,Idaho,16047,1319,23
6/10/2021,Idaho,Idaho,16049,1331,18
6/10/2021,Jefferson,Idaho,16051,3020,32
6/10/2021,Jerome,Idaho,16053,2636,23
6/10/2021,Kootenai,Idaho,16055,18827,210
6/10/2021,Latah,Idaho,16057,3208,11
6/10/2021,Lemhi,Idaho,16059,532,9
6/10/2021,Lewis,Idaho,16061,432,10
6/10/2021,Lincoln,Idaho,16063,512,11
6/10/2021,Madison,Idaho,16065,7318,28
6/10/2021,Minidoka,Idaho,16067,2348,33
6/10/2021,Nez Perce,Idaho,16069,3713,55
6/10/2021,Oneida,Idaho,16071,366,4
6/10/2021,Owyhee,Idaho,16073,1087,31
6/10/2021,Payette,Idaho,16075,2604,37
6/10/2021,Power,Idaho,16077,669,9
6/10/2021,Shoshone,Idaho,16079,1169,34
6/10/2021,Teton,Idaho,16081,1229,4
6/10/2021,Twin Falls,Idaho,16083,9729,132
6/10/2021,Valley,Idaho,16085,851,6
6/10/2021,Washington,Idaho,16087,1234,21
