date,county,state,fips,cases,deaths
6/10/2021,Adair,Iowa,19001,873,32
6/10/2021,Adams,Iowa,19003,344,4
6/10/2021,Allamakee,Iowa,19005,1525,52
6/10/2021,Appanoose,Iowa,19007,1290,49
6/10/2021,Audubon,Iowa,19009,528,10
6/10/2021,Benton,Iowa,19011,2586,55
6/10/2021,Black Hawk,Iowa,19013,16020,311
6/10/2021,Boone,Iowa,19015,2682,34
6/10/2021,Bremer,Iowa,19017,2877,60
6/10/2021,Buchanan,Iowa,19019,1931,33
6/10/2021,Buena Vista,Iowa,19021,4262,40
6/10/2021,Butler,Iowa,19023,1659,35
6/10/2021,Calhoun,Iowa,19025,1389,13
6/10/2021,Carroll,Iowa,19027,2868,52
6/10/2021,Cass,Iowa,19029,1392,54
6/10/2021,Cedar,Iowa,19031,1918,23
6/10/2021,Cerro Gordo,Iowa,19033,5518,93
6/10/2021,Cherokee,Iowa,19035,1594,38
6/10/2021,Chickasaw,Iowa,19037,1244,17
6/10/2021,Clarke,Iowa,19039,1008,24
6/10/2021,Clay,Iowa,19041,2165,27
6/10/2021,Clayton,Iowa,19043,1710,57
6/10/2021,Clinton,Iowa,19045,5613,93
6/10/2021,Crawford,Iowa,19047,2678,40
6/10/2021,Dallas,Iowa,19049,11275,99
6/10/2021,Davis,Iowa,19051,851,25
6/10/2021,Decatur,Iowa,19053,613,9
6/10/2021,Delaware,Iowa,19055,2109,42
6/10/2021,Des Moines,Iowa,19057,4668,70
6/10/2021,Dickinson,Iowa,19059,2493,44
6/10/2021,Dubuque,Iowa,19061,13486,211
6/10/2021,Emmet,Iowa,19063,1358,41
6/10/2021,Fayette,Iowa,19065,1861,43
6/10/2021,Floyd,Iowa,19067,1628,42
6/10/2021,Franklin,Iowa,19069,1232,23
6/10/2021,Fremont,Iowa,19071,626,9
6/10/2021,Greene,Iowa,19073,780,11
6/10/2021,Grundy,Iowa,19075,1369,33
6/10/2021,Guthrie,Iowa,19077,1229,32
6/10/2021,Hamilton,Iowa,19079,1814,51
6/10/2021,Hancock,Iowa,19081,1498,34
6/10/2021,Hardin,Iowa,19083,1872,44
6/10/2021,Harrison,Iowa,19085,1800,73
6/10/2021,Henry,Iowa,19087,2942,37
6/10/2021,Howard,Iowa,19089,1050,22
6/10/2021,Humboldt,Iowa,19091,1194,26
6/10/2021,Ida,Iowa,19093,916,35
6/10/2021,Iowa,Iowa,19095,1497,24
6/10/2021,Jackson,Iowa,19097,2250,42
6/10/2021,Jasper,Iowa,19099,4206,72
6/10/2021,Jefferson,Iowa,19101,1334,35
6/10/2021,Johnson,Iowa,19103,14598,85
6/10/2021,Jones,Iowa,19105,3008,57
6/10/2021,Keokuk,Iowa,19107,963,32
6/10/2021,Kossuth,Iowa,19109,2162,66
6/10/2021,Lee,Iowa,19111,3813,56
6/10/2021,Linn,Iowa,19113,21153,339
6/10/2021,Louisa,Iowa,19115,1296,49
6/10/2021,Lucas,Iowa,19117,779,23
6/10/2021,Lyon,Iowa,19119,1588,41
6/10/2021,Madison,Iowa,19121,1645,19
6/10/2021,Mahaska,Iowa,19123,2321,51
6/10/2021,Marion,Iowa,19125,3657,76
6/10/2021,Marshall,Iowa,19127,4863,76
6/10/2021,Mills,Iowa,19129,1630,24
6/10/2021,Mitchell,Iowa,19131,1265,42
6/10/2021,Monona,Iowa,19133,829,31
6/10/2021,Monroe,Iowa,19135,960,30
6/10/2021,Montgomery,Iowa,19137,1036,38
6/10/2021,Muscatine,Iowa,19139,4872,106
6/10/2021,O'Brien,Iowa,19141,1999,61
6/10/2021,Osceola,Iowa,19143,790,16
6/10/2021,Page,Iowa,19145,1945,22
6/10/2021,Palo Alto,Iowa,19147,1135,23
6/10/2021,Plymouth,Iowa,19149,4029,81
6/10/2021,Pocahontas,Iowa,19151,858,22
6/10/2021,Polk,Iowa,19153,58152,638
6/10/2021,Pottawattamie,Iowa,19155,11207,173
6/10/2021,Poweshiek,Iowa,19157,1569,36
6/10/2021,Ringgold,Iowa,19159,561,24
6/10/2021,Sac,Iowa,19161,1308,20
6/10/2021,Scott,Iowa,19163,20276,244
6/10/2021,Shelby,Iowa,19165,1314,37
6/10/2021,Sioux,Iowa,19167,5167,74
6/10/2021,Story,Iowa,19169,10707,48
6/10/2021,Tama,Iowa,19171,2114,71
6/10/2021,Taylor,Iowa,19173,666,12
6/10/2021,Union,Iowa,19175,1298,35
6/10/2021,Van Buren,Iowa,19177,564,18
6/10/2021,Wapello,Iowa,19179,4334,122
6/10/2021,Warren,Iowa,19181,5831,91
6/10/2021,Washington,Iowa,19183,2566,51
6/10/2021,Wayne,Iowa,19185,1483,23
6/10/2021,Webster,Iowa,19187,5143,94
6/10/2021,Winnebago,Iowa,19189,1442,31
6/10/2021,Winneshiek,Iowa,19191,1976,35
6/10/2021,Woodbury,Iowa,19193,15221,229
6/10/2021,Worth,Iowa,19195,757,8
6/10/2021,Wright,Iowa,19197,1858,40
