state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Kansas,Allen,20001,12369,503,24.6
Kansas,Anderson,20003,7858,583,13.5
Kansas,Atchison,20005,16073,432,37.2
Kansas,Barber,20007,4427,1134,3.9
Kansas,Barton,20009,25779,894,28.8
Kansas,Bourbon,20011,14534,637,22.8
Kansas,Brown,20013,9564,571,16.7
Kansas,Butler,20015,66911,1428,46.9
Kansas,Chase,20017,2648,776,3.4
Kansas,Chautauqua,20019,3250,642,5.1
Kansas,Cherokee,20021,19939,587,34
Kansas,Cheyenne,20023,2657,1020,2.6
Kansas,Clark,20025,1994,975,2
Kansas,Clay,20027,8002,644,12.4
Kansas,Cloud,20029,8786,716,12.3
Kansas,Coffey,20031,8179,630,13
Kansas,Comanche,20033,1700,788,2.2
Kansas,Cowley,20035,34908,1126,31
Kansas,Crawford,20037,38818,593,65.5
Kansas,Decatur,20039,2827,894,3.2
Kansas,Dickinson,20041,18466,848,21.8
Kansas,Doniphan,20043,7600,392,19.4
Kansas,Douglas,20045,122259,457,267.5
Kansas,Edwards,20047,2798,622,4.5
Kansas,Elk,20049,2530,648,3.9
Kansas,Ellis,20051,28553,900,31.7
Kansas,Ellsworth,20053,6102,716,8.5
Kansas,Finney,20055,36467,1300,28.1
Kansas,Ford,20057,33619,1099,30.6
Kansas,Franklin,20059,25544,574,44.5
Kansas,Geary,20061,31670,384,82.5
Kansas,Gove,20063,2636,1072,2.5
Kansas,Graham,20065,2482,898,2.8
Kansas,Grant,20067,7150,575,12.4
Kansas,Gray,20069,5988,869,6.9
Kansas,Greeley,20071,1232,778,1.6
Kansas,Greenwood,20073,5982,1140,5.2
Kansas,Hamilton,20075,2539,996,2.5
Kansas,Harper,20077,5436,802,6.8
Kansas,Harvey,20079,34429,539,63.9
Kansas,Haskell,20081,3968,577,6.9
Kansas,Hodgeman,20083,1794,860,2.1
Kansas,Jackson,20085,13171,657,20
Kansas,Jefferson,20087,19043,536,35.5
Kansas,Jewell,20089,2879,909,3.2
Kansas,Johnson,20091,602401,477,1262.9
Kansas,Kearny,20093,3838,870,4.4
Kansas,Kingman,20095,7152,864,8.3
Kansas,Kiowa,20097,2475,722,3.4
Kansas,Labette,20099,19618,649,30.2
Kansas,Lane,20101,1535,717,2.1
Kansas,Leavenworth,20103,81758,463,176.6
Kansas,Lincoln,20105,2962,719,4.1
Kansas,Linn,20107,9703,599,16.2
Kansas,Logan,20109,2794,1073,2.6
Kansas,Lyon,20111,33195,851,39
Kansas,McPherson,20113,28542,943,30.3
Kansas,Marion,20115,11884,903,13.2
Kansas,Marshall,20117,9707,900,10.8
Kansas,Meade,20119,4033,978,4.1
Kansas,Miami,20121,34237,577,59.3
Kansas,Mitchell,20123,5979,700,8.5
Kansas,Montgomery,20125,31829,645,49.3
Kansas,Morris,20127,5620,697,8.1
Kansas,Morton,20129,2587,730,3.5
Kansas,Nemaha,20131,10231,719,14.2
Kansas,Neosho,20133,16007,572,28
Kansas,Ness,20135,2750,1075,2.6
Kansas,Norton,20137,5361,878,6.1
Kansas,Osage,20139,15949,704,22.7
Kansas,Osborne,20141,3421,893,3.8
Kansas,Ottawa,20143,5704,721,7.9
Kansas,Pawnee,20145,6414,754,8.5
Kansas,Phillips,20147,5234,886,5.9
Kansas,Pottawatomie,20149,24383,844,28.9
Kansas,Pratt,20151,9164,735,12.5
Kansas,Rawlins,20153,2530,1070,2.4
Kansas,Reno,20155,61998,1254,49.4
Kansas,Republic,20157,4636,716,6.5
Kansas,Rice,20159,9537,727,13.1
Kansas,Riley,20161,74232,610,121.7
Kansas,Rooks,20163,4920,888,5.5
Kansas,Rush,20165,3036,718,4.2
Kansas,Russell,20167,6856,885,7.7
Kansas,Saline,20169,54224,720,75.3
Kansas,Scott,20171,4823,718,6.7
Kansas,Sedgwick,20173,516042,1000,516
Kansas,Seward,20175,21428,640,33.5
Kansas,Shawnee,20177,176875,550,321.6
Kansas,Sheridan,20179,2521,896,2.8
Kansas,Sherman,20181,5917,1056,5.6
Kansas,Smith,20183,3583,896,4
Kansas,Stafford,20185,4156,792,5.2
Kansas,Stanton,20187,2006,680,3
Kansas,Stevens,20189,5485,728,7.5
Kansas,Sumner,20191,22836,1182,19.3
Kansas,Thomas,20193,7777,1075,7.2
Kansas,Trego,20195,2803,888,3.2
Kansas,Wabaunsee,20197,6931,798,8.7
Kansas,Wallace,20199,1518,914,1.7
Kansas,Washington,20201,5406,898,6
Kansas,Wichita,20203,2119,719,2.9
Kansas,Wilson,20205,8525,574,14.9
Kansas,Woodson,20207,3138,501,6.3
Kansas,Wyandotte,20209,165429,151,1095.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
