state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Puerto Rico,Adjuntas,72001,17363,3752,10066,3545,13611
Puerto Rico,Aguada,72003,36694,7040,22226,7428,29654
Puerto Rico,Aguadilla,72005,50265,10569,28411,11285,39696
Puerto Rico,Aguas Buenas,72007,24814,5130,14514,5170,19684
Puerto Rico,Aibonito,72009,22108,4470,12797,4841,17638
Puerto Rico,Anasco,72011,26161,5081,15503,5577,21080
Puerto Rico,Arecibo,72013,81966,16529,47080,18357,65437
Puerto Rico,Arroyo,72015,17238,3938,9792,3508,13300
Puerto Rico,Barceloneta,72017,23727,5058,13897,4772,18669
Puerto Rico,Barranquitas,72019,27725,6641,16430,4654,21084
Puerto Rico,Bayamon,72021,169269,32894,98211,38164,136375
Puerto Rico,Cabo Rojo,72023,47515,9185,27036,11294,38330
Puerto Rico,Caguas,72025,124606,25499,73010,26097,99107
Puerto Rico,Camuy,72027,30504,6086,18067,6351,24418
Puerto Rico,Canovanas,72029,44674,9761,26985,7928,34913
Puerto Rico,Carolina,72031,146984,28989,83977,34018,117995
Puerto Rico,Catano,72033,23121,4947,13296,4878,18174
Puerto Rico,Cayey,72035,42409,8507,24766,9136,33902
Puerto Rico,Ceiba,72037,10904,2127,6106,2671,8777
Puerto Rico,Ciales,72039,15808,3293,9154,3361,12515
Puerto Rico,Cidra,72041,38307,8212,23006,7089,30095
Puerto Rico,Coamo,72043,38336,7977,23245,7114,30359
Puerto Rico,Comerio,72045,18648,4019,11066,3563,14629
Puerto Rico,Corozal,72047,32293,7199,18940,6154,25094
Puerto Rico,Culebra,72049,1714,336,987,391,1378
Puerto Rico,Dorado,72051,36141,8275,21336,6530,27866
Puerto Rico,Fajardo,72053,29454,6183,16624,6647,23271
Puerto Rico,Florida,72054,11317,2479,6675,2163,8838
Puerto Rico,Guanica,72055,15383,3278,8261,3844,12105
Puerto Rico,Guayama,72057,39465,8495,23440,7530,30970
Puerto Rico,Guayanilla,72059,17623,3860,9936,3827,13763
Puerto Rico,Guaynabo,72061,83728,14770,49618,19340,68958
Puerto Rico,Gurabo,72063,47093,10111,29181,7801,36982
Puerto Rico,Hatillo,72065,39218,7684,23244,8290,31534
Puerto Rico,Hormigueros,72067,15518,2794,8277,4447,12724
Puerto Rico,Humacao,72069,50653,10198,28677,11778,40455
Puerto Rico,Isabela,72071,40423,7998,24069,8356,32425
Puerto Rico,Jayuya,72073,13891,3256,8185,2450,10635
Puerto Rico,Juana Diaz,72075,44679,10180,26207,8292,34499
Puerto Rico,Juncos,72077,38155,8598,23194,6363,29557
Puerto Rico,Lajas,72079,22010,4220,12255,5535,17790
Puerto Rico,Lares,72081,24276,4917,14128,5231,19359
Puerto Rico,Las Marias,72083,7927,1727,4475,1725,6200
Puerto Rico,Las Piedras,72085,37007,7885,22080,7042,29122
Puerto Rico,Loiza,72087,24553,5379,14446,4728,19174
Puerto Rico,Luquillo,72089,17665,3644,10072,3949,14021
Puerto Rico,Manati,72091,37287,7852,21002,8433,29435
Puerto Rico,Maricao,72093,5430,1090,3139,1201,4340
Puerto Rico,Maunabo,72095,10321,2045,5850,2426,8276
Puerto Rico,Mayaguez,72097,71530,14952,38812,17766,56578
Puerto Rico,Moca,72099,34891,7613,20858,6420,27278
Puerto Rico,Morovis,72101,30335,6694,18515,5126,23641
Puerto Rico,Naguabo,72103,25761,6043,14889,4829,19718
Puerto Rico,Naranjito,72105,27349,5833,15930,5586,21516
Puerto Rico,Orocovis,72107,20220,4514,12085,3621,15706
Puerto Rico,Patillas,72109,16211,3146,9279,3786,13065
Puerto Rico,Penuelas,72111,19249,4662,11237,3350,14587
Puerto Rico,Ponce,72113,131881,28245,73562,30074,103636
Puerto Rico,Quebradillas,72115,22918,4744,13337,4837,18174
Puerto Rico,Rincon,72117,13656,2462,7712,3482,11194
Puerto Rico,Rio Grande,72119,48025,9719,28343,9963,38306
Puerto Rico,Sabana Grande,72121,21712,4492,12059,5161,17220
Puerto Rico,Salinas,72123,27128,6245,15356,5527,20883
Puerto Rico,San German,72125,30227,6305,16260,7662,23922
Puerto Rico,San Juan,72127,318441,62085,181573,74783,256356
Puerto Rico,San Lorenzo,72129,35989,7195,21641,7153,28794
Puerto Rico,San Sebastian,72131,35528,7195,19767,8566,28333
Puerto Rico,Santa Isabel,72133,21209,4876,12775,3558,16333
Puerto Rico,Toa Alta,72135,72025,15768,45478,10779,56257
Puerto Rico,Toa Baja,72137,74271,15488,43697,15086,58783
Puerto Rico,Trujillo Alto,72139,63674,13198,37768,12708,50476
Puerto Rico,Utuado,72141,27395,5681,15451,6263,21714
Puerto Rico,Vega Alta,72143,36061,8048,21120,6893,28013
Puerto Rico,Vega Baja,72145,50023,10377,29083,10563,39646
Puerto Rico,Vieques,72147,8386,1695,4796,1895,6691
Puerto Rico,Villalba,72149,21372,4929,12463,3980,16443
Puerto Rico,Yabucoa,72151,32282,6507,18612,7163,25775
Puerto Rico,Yauco,72153,33575,6655,19118,7802,26920
