state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Maine,Androscoggin,23001,108277,26105,62506,19666,82172
Maine,Aroostook,23003,67055,13729,36609,16717,53326
Maine,Cumberland,23005,295003,61514,177329,56160,233489
Maine,Franklin,23007,30199,6346,16997,6856,23853
Maine,Hancock,23009,54987,10376,30719,13892,44611
Maine,Kennebec,23011,122302,26271,70881,25150,96031
Maine,Knox,23013,39772,7629,21787,10356,32143
Maine,Lincoln,23015,34634,6382,18489,9763,28252
Maine,Oxford,23017,57975,11614,33268,13093,46361
Maine,Penobscot,23019,152148,32758,90280,29110,119390
Maine,Piscataquis,23021,16785,3129,9062,4594,13656
Maine,Sagadahoc,23023,35856,7422,20274,8160,28434
Maine,Somerset,23025,50484,10478,29231,10775,40006
Maine,Waldo,23027,39715,8117,22337,9261,31598
Maine,Washington,23029,31379,6615,16971,7793,24764
Maine,York,23031,207641,42673,121049,43919,164968
