state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Oregon,Baker,41001,7352,2346,9932,74.02%,23.62%,97.64%,RIGHT,16124
Oregon,Benton,41003,14878,35827,52799,28.18%,67.86%,96.03%,LEFT,93053
Oregon,Clackamas,41005,110509,139043,255728,43.21%,54.37%,97.58%,LEFT,418187
Oregon,Clatsop,41007,10218,12916,23764,43.00%,54.35%,97.35%,LEFT,40224
Oregon,Columbia,41009,17150,13835,32221,53.23%,42.94%,96.16%,RIGHT,52354
Oregon,Coos,41011,21829,14243,37075,58.88%,38.42%,97.29%,RIGHT,64487
Oregon,Crook,41013,11287,3801,15448,73.06%,24.61%,97.67%,RIGHT,24404
Oregon,Curry,41015,16969,12116,29851,56.85%,40.59%,97.43%,RIGHT,22925
Oregon,Deschutes,41017,55646,65962,125234,44.43%,52.67%,97.10%,LEFT,197692
Oregon,Douglas,41019,43298,19160,64349,67.29%,29.78%,97.06%,RIGHT,110980
Oregon,Gilliam,41021,834,324,1178,70.80%,27.50%,98.30%,RIGHT,1912
Oregon,Grant,41023,3545,929,4596,77.13%,20.21%,97.35%,RIGHT,7199
Oregon,Harney,41025,3475,894,4481,77.55%,19.95%,97.50%,RIGHT,7393
Oregon,Hood River,41027,3955,8764,13090,30.21%,66.95%,97.17%,LEFT,23382
Oregon,Jackson,41029,63869,59478,126421,50.52%,47.05%,97.57%,RIGHT,220944
Oregon,Jefferson,41031,7189,4393,11913,60.35%,36.88%,97.22%,RIGHT,24658
Oregon,Josephine,41033,31751,18451,51641,61.48%,35.73%,97.21%,RIGHT,87487
Oregon,Klamath,41035,25308,10388,36556,69.23%,28.42%,97.65%,RIGHT,68238
Oregon,Lake,41037,3470,792,4363,79.53%,18.15%,97.69%,RIGHT,7869
Oregon,Lane,41039,80336,134366,222253,36.15%,60.46%,96.60%,LEFT,382067
Oregon,Lincoln,41041,12460,17385,30726,40.55%,56.58%,97.13%,LEFT,49962
Oregon,Linn,41043,43486,26512,72640,59.87%,36.50%,96.36%,RIGHT,129749
Oregon,Malheur,41045,8187,3260,11804,69.36%,27.62%,96.98%,RIGHT,30571
Oregon,Marion,41047,79002,80872,165534,47.73%,48.86%,96.58%,LEFT,347818
Oregon,Morrow,41049,3586,1371,5118,70.07%,26.79%,96.85%,RIGHT,11603
Oregon,Multnomah,41051,82995,367249,463659,17.90%,79.21%,97.11%,LEFT,812855
Oregon,Polk,41053,23732,22917,48291,49.14%,47.46%,96.60%,RIGHT,86085
Oregon,Sherman,41055,921,260,1208,76.24%,21.52%,97.76%,RIGHT,1780
Oregon,Tillamook,41057,8354,8066,16888,49.47%,47.76%,97.23%,RIGHT,27036
Oregon,Umatilla,41059,21002,10499,32539,64.54%,32.27%,96.81%,RIGHT,77950
Oregon,Union,41061,10298,4254,14944,68.91%,28.47%,97.38%,RIGHT,26835
Oregon,Wallowa,41063,3404,1625,5149,66.11%,31.56%,97.67%,RIGHT,7208
Oregon,Wasco,41065,7035,6604,14130,49.79%,46.74%,96.53%,RIGHT,26682
Oregon,Washington,41067,99035,209848,320194,30.93%,65.54%,96.47%,LEFT,601592
Oregon,Wheeler,41069,711,217,965,73.68%,22.49%,96.17%,RIGHT,1332
Oregon,Yamhill,41071,29551,27174,58923,50.15%,46.12%,96.27%,RIGHT,107100
