date,county,state,fips,cases,deaths
6/10/2021,Adams,Illinois,17001,8644,155
6/10/2021,Alexander,Illinois,17003,472,11
6/10/2021,Bond,Illinois,17005,2086,30
6/10/2021,Boone,Illinois,17007,6827,88
6/10/2021,Brown,Illinois,17009,725,12
6/10/2021,Bureau,Illinois,17011,3781,96
6/10/2021,Calhoun,Illinois,17013,527,5
6/10/2021,Carroll,Illinois,17015,1780,38
6/10/2021,Cass,Illinois,17017,2030,36
6/10/2021,Champaign,Illinois,17019,21072,161
6/10/2021,Christian,Illinois,17021,3834,93
6/10/2021,Clark,Illinois,17023,1834,41
6/10/2021,Clay,Illinois,17025,1491,48
6/10/2021,Clinton,Illinois,17027,5783,100
6/10/2021,Coles,Illinois,17029,5758,102
6/10/2021,Cook,Illinois,17031,555488,10954
6/10/2021,Crawford,Illinois,17033,2145,42
6/10/2021,Cumberland,Illinois,17035,1300,31
6/10/2021,DeKalb,Illinois,17037,10324,126
6/10/2021,De Witt,Illinois,17039,1570,36
6/10/2021,Douglas,Illinois,17041,2606,42
6/10/2021,DuPage,Illinois,17043,92264,1401
6/10/2021,Edgar,Illinois,17045,1759,60
6/10/2021,Edwards,Illinois,17047,576,13
6/10/2021,Effingham,Illinois,17049,4760,83
6/10/2021,Fayette,Illinois,17051,3212,58
6/10/2021,Ford,Illinois,17053,1874,56
6/10/2021,Franklin,Illinois,17055,4540,90
6/10/2021,Fulton,Illinois,17057,4047,67
6/10/2021,Gallatin,Illinois,17059,463,5
6/10/2021,Greene,Illinois,17061,1451,46
6/10/2021,Grundy,Illinois,17063,5978,82
6/10/2021,Hamilton,Illinois,17065,842,18
6/10/2021,Hancock,Illinois,17067,1797,41
6/10/2021,Hardin,Illinois,17069,391,12
6/10/2021,Henderson,Illinois,17071,530,23
6/10/2021,Henry,Illinois,17073,5068,99
6/10/2021,Iroquois,Illinois,17075,3128,69
6/10/2021,Jackson,Illinois,17077,5096,76
6/10/2021,Jasper,Illinois,17079,1160,20
6/10/2021,Jefferson,Illinois,17081,4416,122
6/10/2021,Jersey,Illinois,17083,2713,71
6/10/2021,Jo Daviess,Illinois,17085,1827,27
6/10/2021,Johnson,Illinois,17087,1472,22
6/10/2021,Kane,Illinois,17089,59351,852
6/10/2021,Kankakee,Illinois,17091,14513,222
6/10/2021,Kendall,Illinois,17093,13817,107
6/10/2021,Knox,Illinois,17095,5630,183
6/10/2021,Lake,Illinois,17097,68260,1079
6/10/2021,LaSalle,Illinois,17099,12752,303
6/10/2021,Lawrence,Illinois,17101,2410,34
6/10/2021,Lee,Illinois,17103,4194,92
6/10/2021,Livingston,Illinois,17105,4894,102
6/10/2021,Logan,Illinois,17107,3959,75
6/10/2021,McDonough,Illinois,17109,2899,63
6/10/2021,McHenry,Illinois,17111,29149,319
6/10/2021,McLean,Illinois,17113,18527,223
6/10/2021,Macon,Illinois,17115,10972,221
6/10/2021,Macoupin,Illinois,17117,4776,117
6/10/2021,Madison,Illinois,17119,30875,599
6/10/2021,Marion,Illinois,17121,4510,123
6/10/2021,Marshall,Illinois,17123,1082,21
6/10/2021,Mason,Illinois,17125,1541,46
6/10/2021,Massac,Illinois,17127,1358,43
6/10/2021,Menard,Illinois,17129,1248,16
6/10/2021,Mercer,Illinois,17131,1492,34
6/10/2021,Monroe,Illinois,17133,4378,94
6/10/2021,Montgomery,Illinois,17135,3785,80
6/10/2021,Morgan,Illinois,17137,4035,104
6/10/2021,Moultrie,Illinois,17139,1627,36
6/10/2021,Ogle,Illinois,17141,6197,91
6/10/2021,Peoria,Illinois,17143,23542,367
6/10/2021,Perry,Illinois,17145,3197,69
6/10/2021,Piatt,Illinois,17147,1522,20
6/10/2021,Pike,Illinois,17149,1812,56
6/10/2021,Pope,Illinois,17151,327,4
6/10/2021,Pulaski,Illinois,17153,699,7
6/10/2021,Putnam,Illinois,17155,486,4
6/10/2021,Randolph,Illinois,17157,4157,93
6/10/2021,Richland,Illinois,17159,1767,49
6/10/2021,Rock Island,Illinois,17161,15235,371
6/10/2021,St. Clair,Illinois,17163,31251,563
6/10/2021,Saline,Illinois,17165,2599,73
6/10/2021,Sangamon,Illinois,17167,19050,278
6/10/2021,Schuyler,Illinois,17169,780,409
6/10/2021,Scott,Illinois,17171,488,1
6/10/2021,Shelby,Illinois,17173,2323,40
6/10/2021,Stark,Illinois,17175,646,24
6/10/2021,Stephenson,Illinois,17177,4814,104
6/10/2021,Tazewell,Illinois,17179,17202,336
6/10/2021,Union,Illinois,17181,2272,44
6/10/2021,Vermilion,Illinois,17183,9970,157
6/10/2021,Wabash,Illinois,17185,1355,15
6/10/2021,Warren,Illinois,17187,1835,51
6/10/2021,Washington,Illinois,17189,1647,31
6/10/2021,Wayne,Illinois,17191,1803,54
6/10/2021,White,Illinois,17193,1702,36
6/10/2021,Whiteside,Illinois,17195,7281,216
6/10/2021,Will,Illinois,17197,76834,1099
6/10/2021,Williamson,Illinois,17199,7564,146
6/10/2021,Winnebago,Illinois,17201,34010,530
6/10/2021,Woodford,Illinois,17203,4863,96
