state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
North Carolina,Alamance,37001,46056,38825,86091,53.50%,45.10%,98.59%,RIGHT,169509
North Carolina,Alexander,37003,15888,4145,20236,78.51%,20.48%,99.00%,RIGHT,37497
North Carolina,Alleghany,37005,4527,1486,6076,74.51%,24.46%,98.96%,RIGHT,11137
North Carolina,Anson,37007,5321,5789,11194,47.53%,51.72%,99.25%,LEFT,24446
North Carolina,Ashe,37009,11451,4164,15814,72.41%,26.33%,98.74%,RIGHT,27203
North Carolina,Avery,37011,7172,2191,9458,75.83%,23.17%,99.00%,RIGHT,17557
North Carolina,Beaufort,37013,16437,9633,26315,62.46%,36.61%,99.07%,RIGHT,46994
North Carolina,Bertie,37015,3817,5939,9815,38.89%,60.51%,99.40%,LEFT,18947
North Carolina,Bladen,37017,9676,7326,17125,56.50%,42.78%,99.28%,RIGHT,32722
North Carolina,Brunswick,37019,55850,33310,90175,61.94%,36.94%,98.87%,RIGHT,142820
North Carolina,Buncombe,37021,62412,96515,161569,38.63%,59.74%,98.36%,LEFT,261191
North Carolina,Burke,37023,31019,13118,44602,69.55%,29.41%,98.96%,RIGHT,90485
North Carolina,Cabarrus,37025,63237,52162,117227,53.94%,44.50%,98.44%,RIGHT,216453
North Carolina,Caldwell,37027,32119,10245,42829,74.99%,23.92%,98.91%,RIGHT,82178
North Carolina,Camden,37029,4312,1537,5953,72.43%,25.82%,98.25%,RIGHT,10867
North Carolina,Carteret,37031,30028,12093,42695,70.33%,28.32%,98.66%,RIGHT,69473
North Carolina,Caswell,37033,7089,4860,12051,58.82%,40.33%,99.15%,RIGHT,22604
North Carolina,Catawba,37035,56588,25689,83425,67.83%,30.79%,98.62%,RIGHT,159551
North Carolina,Chatham,37037,21186,26787,48599,43.59%,55.12%,98.71%,LEFT,74470
North Carolina,Cherokee,37039,12628,3583,16423,76.89%,21.82%,98.71%,RIGHT,28612
North Carolina,Chowan,37041,4471,3247,7784,57.44%,41.71%,99.15%,RIGHT,13943
North Carolina,Clay,37043,5112,1699,6893,74.16%,24.65%,98.81%,RIGHT,11231
North Carolina,Cleveland,37045,33798,16955,51308,65.87%,33.05%,98.92%,RIGHT,97947
North Carolina,Columbus,37047,16832,9446,26446,63.65%,35.72%,99.36%,RIGHT,55508
North Carolina,Craven,37049,31032,21148,53065,58.48%,39.85%,98.33%,RIGHT,102139
North Carolina,Cumberland,37051,60032,84469,147150,40.80%,57.40%,98.20%,LEFT,335509
North Carolina,Currituck,37053,11657,4195,16147,72.19%,25.98%,98.17%,RIGHT,27763
North Carolina,Dare,37055,13938,9936,24232,57.52%,41.00%,98.52%,RIGHT,37009
North Carolina,Davidson,37057,64658,22636,88514,73.05%,25.57%,98.62%,RIGHT,167609
North Carolina,Davie,37059,18228,6713,25311,72.02%,26.52%,98.54%,RIGHT,42846
North Carolina,Duplin,37061,13793,8767,22715,60.72%,38.60%,99.32%,RIGHT,58741
North Carolina,Durham,37063,32459,144688,179914,18.04%,80.42%,98.46%,LEFT,321488
North Carolina,Edgecombe,37065,9206,16089,25477,36.13%,63.15%,99.29%,LEFT,51472
North Carolina,Forsyth,37067,85060,113029,201262,42.26%,56.16%,98.42%,LEFT,382295
North Carolina,Franklin,37069,20904,15882,37357,55.96%,42.51%,98.47%,RIGHT,69685
North Carolina,Gaston,37071,73033,40959,115498,63.23%,35.46%,98.70%,RIGHT,224529
North Carolina,Gates,37073,3367,2546,5971,56.39%,42.64%,99.03%,RIGHT,11562
North Carolina,Graham,37075,3710,905,4665,79.53%,19.40%,98.93%,RIGHT,8441
North Carolina,Granville,37077,16647,14565,31598,52.68%,46.09%,98.78%,RIGHT,60443
North Carolina,Greene,37079,4874,3832,8753,55.68%,43.78%,99.46%,RIGHT,21069
North Carolina,Guilford,37081,107294,173086,284486,37.72%,60.84%,98.56%,LEFT,537174
North Carolina,Halifax,37083,10080,15545,25759,39.13%,60.35%,99.48%,LEFT,50010
North Carolina,Harnett,37085,35177,22093,58293,60.35%,37.90%,98.25%,RIGHT,135976
North Carolina,Haywood,37087,22834,13144,36542,62.49%,35.97%,98.46%,RIGHT,62317
North Carolina,Henderson,37089,40032,27211,68371,58.55%,39.80%,98.35%,RIGHT,117417
North Carolina,Hertford,37091,3479,7097,10634,32.72%,66.74%,99.45%,LEFT,23677
North Carolina,Hoke,37093,9453,11804,21639,43.69%,54.55%,98.23%,LEFT,55234
North Carolina,Hyde,37095,1418,1046,2492,56.90%,41.97%,98.88%,RIGHT,4937
North Carolina,Iredell,37097,67010,33888,102371,65.46%,33.10%,98.56%,RIGHT,181806
North Carolina,Jackson,37099,11356,9591,21428,53.00%,44.76%,97.76%,RIGHT,43938
North Carolina,Johnston,37101,68354,41261,111362,61.38%,37.05%,98.43%,RIGHT,209339
North Carolina,Jones,37103,3280,2197,5525,59.37%,39.76%,99.13%,RIGHT,9419
North Carolina,Lee,37105,16469,12143,29008,56.77%,41.86%,98.63%,RIGHT,61779
North Carolina,Lenoir,37107,14590,13605,28409,51.36%,47.89%,99.25%,RIGHT,55949
North Carolina,Lincoln,37109,36341,13274,50217,72.37%,26.43%,98.80%,RIGHT,86111
North Carolina,McDowell,37111,16883,5832,23003,73.39%,25.35%,98.75%,RIGHT,45756
North Carolina,Macon,37113,14211,6230,20743,68.51%,30.03%,98.54%,RIGHT,35858
North Carolina,Madison,37115,7979,4901,13076,61.02%,37.48%,98.50%,RIGHT,21755
North Carolina,Martin,37117,6532,5911,12540,52.09%,47.14%,99.23%,RIGHT,22440
North Carolina,Mecklenburg,37119,179211,378107,567053,31.60%,66.68%,98.28%,LEFT,1110356
North Carolina,Mitchell,37121,7090,1867,9041,78.42%,20.65%,99.07%,RIGHT,14964
North Carolina,Montgomery,37123,8411,4327,12849,65.46%,33.68%,99.14%,RIGHT,27173
North Carolina,Moore,37125,36764,20779,58339,63.02%,35.62%,98.64%,RIGHT,100880
North Carolina,Nash,37127,25827,25947,52271,49.41%,49.64%,99.05%,LEFT,94298
North Carolina,New Hanover,37129,63333,66146,131840,48.04%,50.17%,98.21%,LEFT,234473
North Carolina,Northampton,37131,3989,6069,10109,39.46%,60.04%,99.50%,LEFT,19483
North Carolina,Onslow,37133,46078,24266,72235,63.79%,33.59%,97.38%,RIGHT,197938
North Carolina,Orange,37135,20176,63594,84997,23.74%,74.82%,98.56%,LEFT,148476
North Carolina,Pamlico,37137,4849,2713,7631,63.54%,35.55%,99.10%,RIGHT,12726
North Carolina,Pasquotank,37139,9770,9832,19897,49.10%,49.41%,98.52%,LEFT,39824
North Carolina,Pender,37141,21956,11723,34169,64.26%,34.31%,98.57%,RIGHT,63060
North Carolina,Perquimans,37143,4903,2492,7484,65.51%,33.30%,98.81%,RIGHT,13463
North Carolina,Person,37145,13184,8465,21894,60.22%,38.66%,98.88%,RIGHT,39490
North Carolina,Pitt,37147,38982,47252,87573,44.51%,53.96%,98.47%,LEFT,180742
North Carolina,Polk,37149,7689,4518,12358,62.22%,36.56%,98.78%,RIGHT,20724
North Carolina,Randolph,37151,56894,15618,73316,77.60%,21.30%,98.90%,RIGHT,143667
North Carolina,Richmond,37153,11830,8754,20763,56.98%,42.16%,99.14%,RIGHT,44829
North Carolina,Robeson,37155,27806,19020,47188,58.93%,40.31%,99.23%,RIGHT,130625
North Carolina,Rockingham,37157,31301,15992,47809,65.47%,33.45%,98.92%,RIGHT,91010
North Carolina,Rowan,37159,49297,23114,73408,67.15%,31.49%,98.64%,RIGHT,142088
North Carolina,Rutherford,37161,24891,9135,34429,72.30%,26.53%,98.83%,RIGHT,67029
North Carolina,Sampson,37163,17411,10966,28618,60.84%,38.32%,99.16%,RIGHT,63531
North Carolina,Scotland,37165,7473,7186,14775,50.58%,48.64%,99.21%,RIGHT,34823
North Carolina,Stanly,37167,25458,8129,33939,75.01%,23.95%,98.96%,RIGHT,62806
North Carolina,Stokes,37169,20143,5286,25702,78.37%,20.57%,98.94%,RIGHT,45591
North Carolina,Surry,37171,27538,8721,36638,75.16%,23.80%,98.97%,RIGHT,71783
North Carolina,Swain,37173,4161,2780,7068,58.87%,39.33%,98.20%,RIGHT,14271
North Carolina,Transylvania,37175,11636,8444,20404,57.03%,41.38%,98.41%,RIGHT,34385
North Carolina,Tyrrell,37177,1044,758,1817,57.46%,41.72%,99.17%,RIGHT,4016
North Carolina,Union,37179,80382,48725,131011,61.36%,37.19%,98.55%,RIGHT,239859
North Carolina,Vance,37181,8391,12431,20999,39.96%,59.20%,99.16%,LEFT,44535
North Carolina,Wake,37183,226197,393336,631830,35.80%,62.25%,98.05%,LEFT,1111761
North Carolina,Warren,37185,3752,6400,10293,36.45%,62.18%,98.63%,LEFT,19731
North Carolina,Washington,37187,2781,3396,6205,44.82%,54.73%,99.55%,LEFT,11580
