state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Iowa,Adair,19001,2917,1197,4183,69.73%,28.62%,98.35%,RIGHT,7152
Iowa,Adams,19003,1528,590,2158,70.81%,27.34%,98.15%,RIGHT,3602
Iowa,Allamakee,19005,4733,2575,7459,63.45%,34.52%,97.98%,RIGHT,13687
Iowa,Appanoose,19007,4512,1891,6506,69.35%,29.07%,98.42%,RIGHT,12426
Iowa,Audubon,19009,2295,1071,3416,67.18%,31.35%,98.54%,RIGHT,5496
Iowa,Benton,19011,9179,5156,14627,62.75%,35.25%,98.00%,RIGHT,25645
Iowa,Black Hawk,19013,29623,35621,66549,44.51%,53.53%,98.04%,LEFT,131228
Iowa,Boone,19015,8695,6303,15306,56.81%,41.18%,97.99%,RIGHT,26234
Iowa,Bremer,19017,8287,5954,14534,57.02%,40.97%,97.98%,RIGHT,25062
Iowa,Buchanan,19019,6420,4169,10764,59.64%,38.73%,98.37%,RIGHT,21175
Iowa,Buena Vista,19021,5056,2961,8149,62.04%,36.34%,98.38%,RIGHT,19620
Iowa,Butler,19023,5542,2424,8084,68.56%,29.99%,98.54%,RIGHT,14439
Iowa,Calhoun,19025,3689,1470,5249,70.28%,28.01%,98.29%,RIGHT,9668
Iowa,Carroll,19027,7737,3454,11306,68.43%,30.55%,98.98%,RIGHT,20165
Iowa,Cass,19029,4969,2201,7266,68.39%,30.29%,98.68%,RIGHT,12836
Iowa,Cedar,19031,6161,4337,10703,57.56%,40.52%,98.08%,RIGHT,18627
Iowa,Cerro Gordo,19033,12435,10941,23794,52.26%,45.98%,98.24%,RIGHT,42450
Iowa,Cherokee,19035,4495,1936,6503,69.12%,29.77%,98.89%,RIGHT,11235
Iowa,Chickasaw,19037,4308,2233,6617,65.11%,33.75%,98.85%,RIGHT,11933
Iowa,Clarke,19039,3140,1466,4666,67.30%,31.42%,98.71%,RIGHT,9395
Iowa,Clay,19041,6137,2662,8948,68.59%,29.75%,98.33%,RIGHT,16016
Iowa,Clayton,19043,6106,3340,9581,63.73%,34.86%,98.59%,RIGHT,17549
Iowa,Clinton,19045,13349,10806,24669,54.11%,43.80%,97.92%,RIGHT,46429
Iowa,Crawford,19047,4854,2220,7146,67.93%,31.07%,98.99%,RIGHT,16820
Iowa,Dallas,19049,27987,26879,55847,50.11%,48.13%,98.24%,RIGHT,93453
Iowa,Davis,19051,3032,1013,4099,73.97%,24.71%,98.68%,RIGHT,9000
Iowa,Decatur,19053,2615,1120,3801,68.80%,29.47%,98.26%,RIGHT,7870
Iowa,Delaware,19055,6666,3157,9981,66.79%,31.63%,98.42%,RIGHT,17011
Iowa,Des Moines,19057,10589,8887,19947,53.09%,44.55%,97.64%,RIGHT,38967
