state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Iowa,Dickinson,19059,7438,3661,11230,66.23%,32.60%,98.83%,RIGHT,17258
Iowa,Dubuque,19061,27214,25655,53924,50.47%,47.58%,98.04%,RIGHT,97311
Iowa,Emmet,19063,3265,1520,4850,67.32%,31.34%,98.66%,RIGHT,9208
Iowa,Fayette,19065,6145,3834,10184,60.34%,37.65%,97.99%,RIGHT,19650
Iowa,Floyd,19067,4730,3168,8026,58.93%,39.47%,98.41%,RIGHT,15642
Iowa,Franklin,19069,3422,1626,5119,66.85%,31.76%,98.61%,RIGHT,10070
Iowa,Fremont,19071,2711,1078,3855,70.32%,27.96%,98.29%,RIGHT,6960
Iowa,Greene,19073,3221,1768,5054,63.73%,34.98%,98.71%,RIGHT,8888
Iowa,Grundy,19075,4929,2206,7260,67.89%,30.39%,98.28%,RIGHT,12232
Iowa,Guthrie,19077,4272,1985,6369,67.07%,31.17%,98.24%,RIGHT,10689
Iowa,Hamilton,19079,4956,2842,8516,58.20%,33.37%,91.57%,RIGHT,14773
Iowa,Hancock,19081,4390,1683,6161,71.25%,27.32%,98.57%,RIGHT,10630
Iowa,Hardin,19083,5850,2976,8975,65.18%,33.16%,98.34%,RIGHT,16846
Iowa,Harrison,19085,5569,2440,8144,68.38%,29.96%,98.34%,RIGHT,14049
Iowa,Henry,19087,6507,3275,9964,65.31%,32.87%,98.17%,RIGHT,19954
Iowa,Howard,19089,3127,1772,4952,63.15%,35.78%,98.93%,RIGHT,9158
Iowa,Humboldt,19091,3819,1442,5321,71.77%,27.10%,98.87%,RIGHT,9558
Iowa,Ida,19093,2876,917,3845,74.80%,23.85%,98.65%,RIGHT,6860
Iowa,Iowa,19095,6009,3547,9716,61.85%,36.51%,98.35%,RIGHT,16184
Iowa,Jackson,19097,6940,4029,11118,62.42%,36.24%,98.66%,RIGHT,19439
Iowa,Jasper,19099,12082,7737,20181,59.87%,38.34%,98.21%,RIGHT,37185
Iowa,Jefferson,19101,4442,4314,8952,49.62%,48.19%,97.81%,RIGHT,18295
Iowa,Johnson,19103,22925,59177,83570,27.43%,70.81%,98.24%,LEFT,151140
Iowa,Jones,19105,6572,4213,10965,59.94%,38.42%,98.36%,RIGHT,20681
Iowa,Keokuk,19107,3797,1414,5291,71.76%,26.72%,98.49%,RIGHT,10246
Iowa,Kossuth,19109,6275,2696,9077,69.13%,29.70%,98.83%,RIGHT,14813
Iowa,Lee,19111,9763,6539,16721,58.39%,39.11%,97.49%,RIGHT,33657
Iowa,Linn,19113,53364,70874,127078,41.99%,55.77%,97.77%,LEFT,226706
Iowa,Louisa,19115,3500,1726,5326,65.72%,32.41%,98.12%,RIGHT,11035
Iowa,Lucas,19117,3287,1284,4630,70.99%,27.73%,98.73%,RIGHT,8600
Iowa,Lyon,19119,5707,1067,6852,83.29%,15.57%,98.86%,RIGHT,11755
Iowa,Madison,19121,6507,3134,9806,66.36%,31.96%,98.32%,RIGHT,16338
Iowa,Mahaska,19123,8297,2894,11381,72.90%,25.43%,98.33%,RIGHT,22095
Iowa,Marion,19125,12657,6170,19217,65.86%,32.11%,97.97%,RIGHT,33253
Iowa,Marshall,19127,9564,8171,18122,52.78%,45.09%,97.86%,RIGHT,39369
Iowa,Mills,19129,5572,2500,8247,67.56%,30.31%,97.88%,RIGHT,15109
Iowa,Mitchell,19131,3677,2053,5815,63.23%,35.31%,98.54%,RIGHT,10586
Iowa,Monona,19133,3248,1407,4714,68.90%,29.85%,98.75%,RIGHT,8615
Iowa,Monroe,19135,2975,1078,4085,72.83%,26.39%,99.22%,RIGHT,7707
Iowa,Montgomery,19137,3659,1583,5320,68.78%,29.76%,98.53%,RIGHT,9917
Iowa,Muscatine,19139,10823,9372,20629,52.46%,45.43%,97.90%,RIGHT,42664
Iowa,O'Brien,19141,5861,1569,7541,77.72%,20.81%,98.53%,RIGHT,13753
Iowa,Osceola,19143,2688,600,3325,80.84%,18.05%,98.89%,RIGHT,5958
Iowa,Page,19145,5319,2086,7519,70.74%,27.74%,98.48%,RIGHT,15107
Iowa,Palo Alto,19147,3370,1519,4950,68.08%,30.69%,98.77%,RIGHT,8886
Iowa,Plymouth,19149,10492,3494,14165,74.07%,24.67%,98.74%,RIGHT,25177
Iowa,Pocahontas,19151,2825,932,3821,73.93%,24.39%,98.33%,RIGHT,6619
Iowa,Polk,19153,106800,146250,257991,41.40%,56.69%,98.08%,LEFT,490161
Iowa,Pottawattamie,19155,26241,18570,45733,57.38%,40.61%,97.98%,RIGHT,93206
Iowa,Poweshiek,19157,5657,4306,10124,55.88%,42.53%,98.41%,RIGHT,18504
Iowa,Ringgold,19159,1964,708,2709,72.50%,26.14%,98.63%,RIGHT,4894
Iowa,Sac,19161,4061,1389,5527,73.48%,25.13%,98.61%,RIGHT,9721
Iowa,Scott,19163,43661,46890,92639,47.13%,50.62%,97.75%,LEFT,172943
Iowa,Shelby,19165,4697,1959,6781,69.27%,28.89%,98.16%,RIGHT,11454
Iowa,Sioux,19167,15680,3019,18956,82.72%,15.93%,98.64%,RIGHT,34855
Iowa,Story,19169,20340,29175,50837,40.01%,57.39%,97.40%,LEFT,97117
Iowa,Tama,19171,5303,3577,9026,58.75%,39.63%,98.38%,RIGHT,16854
Iowa,Taylor,19173,2463,746,3242,75.97%,23.01%,98.98%,RIGHT,6121
Iowa,Union,19175,4010,2061,6171,64.98%,33.40%,98.38%,RIGHT,12241
Iowa,Van Buren,19177,2859,875,3788,75.48%,23.10%,98.57%,RIGHT,7044
Iowa,Wapello,19179,9516,5821,15613,60.95%,37.28%,98.23%,RIGHT,34969
Iowa,Warren,19181,17738,12537,30955,57.30%,40.50%,97.80%,RIGHT,51466
Iowa,Washington,19183,6966,4558,11757,59.25%,38.77%,98.02%,RIGHT,21965
Iowa,Wayne,19185,2338,727,3103,75.35%,23.43%,98.78%,RIGHT,6441
Iowa,Webster,19187,10927,6604,17802,61.38%,37.10%,98.48%,RIGHT,35904
Iowa,Winnebago,19189,3707,2135,5951,62.29%,35.88%,98.17%,RIGHT,10354
Iowa,Winneshiek,19191,6235,5617,12036,51.80%,46.67%,98.47%,RIGHT,19991
Iowa,Woodbury,19193,25736,18704,45172,56.97%,41.41%,98.38%,RIGHT,103107
Iowa,Worth,19195,2738,1596,4414,62.03%,36.16%,98.19%,RIGHT,7381
Iowa,Wright,19197,4136,1996,6242,66.26%,31.98%,98.24%,RIGHT,12562
