state,county,fips,POP tot,land area (sq/mi),pop/sqmi
North Dakota,Adams,38001,2216,988,2.2
North Dakota,Barnes,38003,10415,1492,7
North Dakota,Benson,38005,6832,1389,4.9
North Dakota,Billings,38007,928,1152,0.8
North Dakota,Bottineau,38009,6282,1669,3.8
North Dakota,Bowman,38011,3024,1162,2.6
North Dakota,Burke,38013,2115,1104,1.9
North Dakota,Burleigh,38015,95626,1633,58.6
North Dakota,Cass,38017,181923,1766,103
North Dakota,Cavalier,38019,3762,1489,2.5
North Dakota,Dickey,38021,4872,1131,4.3
North Dakota,Divide,38023,2264,1259,1.8
North Dakota,Dunn,38025,4424,2010,2.2
North Dakota,Eddy,38027,2287,632,3.6
North Dakota,Emmons,38029,3241,1510,2.1
North Dakota,Foster,38031,3210,635,5.1
North Dakota,Golden Valley,38033,1761,1002,1.8
North Dakota,Grand Forks,38035,69451,1438,48.3
North Dakota,Grant,38037,2274,1660,1.4
North Dakota,Griggs,38039,2231,708,3.2
North Dakota,Hettinger,38041,2499,1132,2.2
North Dakota,Kidder,38043,2480,1352,1.8
North Dakota,LaMoure,38045,4046,1147,3.5
North Dakota,Logan,38047,1850,993,1.9
North Dakota,McHenry,38049,5745,1874,3.1
North Dakota,McIntosh,38051,2497,975,2.6
North Dakota,McKenzie,38053,15024,2742,5.5
North Dakota,McLean,38055,9450,2110,4.5
North Dakota,Mercer,38057,8187,1045,7.8
North Dakota,Morton,38059,31364,1926,16.3
North Dakota,Mountrail,38061,10545,1824,5.8
North Dakota,Nelson,38063,2879,982,2.9
North Dakota,Oliver,38065,1959,724,2.7
North Dakota,Pembina,38067,6801,1119,6.1
North Dakota,Pierce,38069,3975,1018,3.9
North Dakota,Ramsey,38071,11519,1186,9.7
North Dakota,Ransom,38073,5218,863,6
North Dakota,Renville,38075,2327,875,2.7
North Dakota,Richland,38077,16177,1437,11.3
North Dakota,Rolette,38079,14176,902,15.7
North Dakota,Sargent,38081,3898,859,4.5
North Dakota,Sheridan,38083,1315,972,1.4
North Dakota,Sioux,38085,4230,1094,3.9
North Dakota,Slope,38087,750,1218,0.6
North Dakota,Stark,38089,31489,1338,23.5
North Dakota,Steele,38091,1890,712,2.7
North Dakota,Stutsman,38093,20704,2222,9.3
North Dakota,Towner,38095,2189,1025,2.1
North Dakota,Traill,38097,8036,862,9.3
North Dakota,Walsh,38099,10641,1282,8.3
North Dakota,Ward,38101,67641,2013,33.6
North Dakota,Wells,38103,3834,1271,3
North Dakota,Williams,38105,37589,2071,18.2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
