state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
New Jersey,Atlantic,34001,263670,62215,152428,49027,201455
New Jersey,Bergen,34003,932202,217438,550096,164668,714764
New Jersey,Burlington,34005,445349,101603,266381,77365,343746
New Jersey,Camden,34007,506471,125440,299501,81530,381031
New Jersey,Cape May,34009,92039,17731,49142,25166,74308
New Jersey,Cumberland,34011,149527,38908,87227,23392,110619
New Jersey,Essex,34013,798975,208554,479319,111102,590421
New Jersey,Gloucester,34015,291636,70129,173935,47572,221507
New Jersey,Hudson,34017,672391,149409,441075,81907,522982
New Jersey,Hunterdon,34019,124371,26684,73601,24086,97687
New Jersey,Mercer,34021,367430,91109,218834,57487,276321
New Jersey,Middlesex,34023,825062,202404,494895,127763,622658
New Jersey,Monmouth,34025,618795,144083,362214,112498,474712
New Jersey,Morris,34027,491845,114698,290661,86486,377147
New Jersey,Ocean,34029,607186,158601,310257,138328,448585
New Jersey,Passaic,34031,501826,132995,293651,75180,368831
New Jersey,Salem,34033,62385,14661,35853,11871,47724
New Jersey,Somerset,34035,328934,78489,197257,53188,250445
New Jersey,Sussex,34037,140488,30321,84927,25240,110167
New Jersey,Union,34039,556341,143094,331280,81967,413247
New Jersey,Warren,34041,105267,22921,62634,19712,82346
