date,county,state,fips,cases,deaths
6/10/2021,Adams,Wisconsin,55001,1961,19
6/10/2021,Ashland,Wisconsin,55003,1397,15
6/10/2021,Barron,Wisconsin,55005,6041,84
6/10/2021,Bayfield,Wisconsin,55007,1293,20
6/10/2021,Brown,Wisconsin,55009,35607,294
6/10/2021,Buffalo,Wisconsin,55011,1419,7
6/10/2021,Burnett,Wisconsin,55013,1581,25
6/10/2021,Calumet,Wisconsin,55015,6525,56
6/10/2021,Chippewa,Wisconsin,55017,7689,96
6/10/2021,Clark,Wisconsin,55019,3696,65
6/10/2021,Columbia,Wisconsin,55021,5910,71
6/10/2021,Crawford,Wisconsin,55023,1798,19
6/10/2021,Dane,Wisconsin,55025,46644,335
6/10/2021,Dodge,Wisconsin,55027,12937,195
6/10/2021,Door,Wisconsin,55029,2848,30
6/10/2021,Douglas,Wisconsin,55031,4991,63
6/10/2021,Dunn,Wisconsin,55033,5102,33
6/10/2021,Eau Claire,Wisconsin,55035,11962,121
6/10/2021,Florence,Wisconsin,55037,507,13
6/10/2021,Fond du Lac,Wisconsin,55039,13848,135
6/10/2021,Forest,Wisconsin,55041,1043,26
6/10/2021,Grant,Wisconsin,55043,5750,93
6/10/2021,Green,Wisconsin,55045,3652,25
6/10/2021,Green Lake,Wisconsin,55047,2062,23
6/10/2021,Iowa,Wisconsin,55049,2149,14
6/10/2021,Iron,Wisconsin,55051,703,40
6/10/2021,Jackson,Wisconsin,55053,2716,29
6/10/2021,Jefferson,Wisconsin,55055,9668,134
6/10/2021,Juneau,Wisconsin,55057,3344,31
6/10/2021,Kenosha,Wisconsin,55059,18721,334
6/10/2021,Kewaunee,Wisconsin,55061,2721,36
6/10/2021,La Crosse,Wisconsin,55063,13570,89
6/10/2021,Lafayette,Wisconsin,55065,1729,10
6/10/2021,Langlade,Wisconsin,55067,2202,50
6/10/2021,Lincoln,Wisconsin,55069,3286,95
6/10/2021,Manitowoc,Wisconsin,55071,8918,91
6/10/2021,Marathon,Wisconsin,55073,16403,226
6/10/2021,Marinette,Wisconsin,55075,4708,73
6/10/2021,Marquette,Wisconsin,55077,1598,28
6/10/2021,Menominee,Wisconsin,55078,813,11
6/10/2021,Milwaukee,Wisconsin,55079,117492,1410
6/10/2021,Monroe,Wisconsin,55081,4731,42
6/10/2021,Oconto,Wisconsin,55083,5094,68
6/10/2021,Oneida,Wisconsin,55085,3815,77
6/10/2021,Outagamie,Wisconsin,55087,23876,238
6/10/2021,Ozaukee,Wisconsin,55089,9283,102
6/10/2021,Pepin,Wisconsin,55091,891,7
6/10/2021,Pierce,Wisconsin,55093,4988,43
6/10/2021,Polk,Wisconsin,55095,4826,62
6/10/2021,Portage,Wisconsin,55097,7434,72
6/10/2021,Price,Wisconsin,55099,1346,7
6/10/2021,Racine,Wisconsin,55101,25286,392
6/10/2021,Richland,Wisconsin,55103,1401,16
6/10/2021,Rock,Wisconsin,55105,18341,206
6/10/2021,Rusk,Wisconsin,55107,1449,20
6/10/2021,St. Croix,Wisconsin,55109,9796,67
6/10/2021,Sauk,Wisconsin,55111,6227,56
6/10/2021,Sawyer,Wisconsin,55113,1845,28
6/10/2021,Shawano,Wisconsin,55115,5333,85
6/10/2021,Sheboygan,Wisconsin,55117,14794,163
6/10/2021,Taylor,Wisconsin,55119,2135,35
6/10/2021,Trempealeau,Wisconsin,55121,3667,47
6/10/2021,Vernon,Wisconsin,55123,2019,43
6/10/2021,Vilas,Wisconsin,55125,2435,45
6/10/2021,Walworth,Wisconsin,55127,12682,165
6/10/2021,Washburn,Wisconsin,55129,1591,23
6/10/2021,Washington,Wisconsin,55131,16902,184
6/10/2021,Waukesha,Wisconsin,55133,49164,620
6/10/2021,Waupaca,Wisconsin,55135,6087,167
6/10/2021,Waushara,Wisconsin,55137,2576,38
6/10/2021,Winnebago,Wisconsin,55139,21463,224
6/10/2021,Wood,Wisconsin,55141,7697,101
