state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Tennessee,Anderson,47001,23163,11733,35527,65.20%,33.03%,98.22%,RIGHT,76978
Tennessee,Bedford,47003,14317,4443,19039,75.20%,23.34%,98.53%,RIGHT,49713
Tennessee,Benton,47005,5661,1526,7250,78.08%,21.05%,99.13%,RIGHT,16160
Tennessee,Bledsoe,47007,4725,971,5758,82.06%,16.86%,98.92%,RIGHT,15064
Tennessee,Blount,47009,47195,17834,66306,71.18%,26.90%,98.07%,RIGHT,133088
Tennessee,Bradley,47011,35194,9849,45968,76.56%,21.43%,97.99%,RIGHT,108110
Tennessee,Campbell,47013,12330,2438,14929,82.59%,16.33%,98.92%,RIGHT,39842
Tennessee,Cannon,47015,5190,1261,6562,79.09%,19.22%,98.31%,RIGHT,14678
Tennessee,Carroll,47017,9194,2558,11893,77.31%,21.51%,98.81%,RIGHT,27767
Tennessee,Carter,47019,19873,4613,24868,79.91%,18.55%,98.46%,RIGHT,56391
Tennessee,Cheatham,47021,14328,5457,20091,71.32%,27.16%,98.48%,RIGHT,40667
Tennessee,Chester,47023,5951,1411,7578,78.53%,18.62%,97.15%,RIGHT,17297
Tennessee,Claiborne,47025,10598,2201,12935,81.93%,17.02%,98.95%,RIGHT,31959
Tennessee,Clay,47027,2733,735,3506,77.95%,20.96%,98.92%,RIGHT,7615
Tennessee,Cocke,47029,12182,2524,14870,81.92%,16.97%,98.90%,RIGHT,36004
Tennessee,Coffee,47031,17863,5704,24313,73.47%,23.46%,96.93%,RIGHT,56520
Tennessee,Crockett,47033,4673,1382,6114,76.43%,22.60%,99.04%,RIGHT,14230
Tennessee,Cumberland,47035,25167,6728,32307,77.90%,20.83%,98.72%,RIGHT,60520
Tennessee,Davidson,47037,99415,197846,308325,32.24%,64.17%,96.41%,LEFT,694144
Tennessee,Decatur,47039,4229,904,5250,80.55%,17.22%,97.77%,RIGHT,11663
Tennessee,DeKalb,47041,6663,1747,8501,78.38%,20.55%,98.93%,RIGHT,20490
Tennessee,Dickson,47043,17619,6098,24342,72.38%,25.05%,97.43%,RIGHT,53948
Tennessee,Dyer,47045,11766,3157,15074,78.05%,20.94%,99.00%,RIGHT,37159
Tennessee,Fayette,47047,15661,7000,22928,68.31%,30.53%,98.84%,RIGHT,41133
Tennessee,Fentress,47049,7403,1210,8687,85.22%,13.93%,99.15%,RIGHT,18523
Tennessee,Franklin,47051,13977,4863,19146,73.00%,25.40%,98.40%,RIGHT,42208
Tennessee,Gibson,47053,16245,5764,22336,72.73%,25.81%,98.54%,RIGHT,49133
Tennessee,Giles,47055,9783,3298,13202,74.10%,24.98%,99.08%,RIGHT,29464
Tennessee,Grainger,47057,8559,1463,10123,84.55%,14.45%,99.00%,RIGHT,23320
Tennessee,Greene,47059,22185,5183,28057,79.07%,18.47%,97.54%,RIGHT,69069
Tennessee,Grundy,47061,4795,985,5844,82.05%,16.85%,98.90%,RIGHT,13427
Tennessee,Hamblen,47063,18789,5497,24606,76.36%,22.34%,98.70%,RIGHT,64934
Tennessee,Hamilton,47065,91991,75360,170735,53.88%,44.14%,98.02%,RIGHT,367804
Tennessee,Hancock,47067,2372,362,2744,86.44%,13.19%,99.64%,RIGHT,6620
Tennessee,Hardeman,47069,5760,4180,10058,57.27%,41.56%,98.83%,RIGHT,25050
Tennessee,Hardin,47071,9556,1774,11534,82.85%,15.38%,98.23%,RIGHT,25652
Tennessee,Hawkins,47073,20372,4069,24776,82.22%,16.42%,98.65%,RIGHT,56786
Tennessee,Haywood,47075,3338,4000,7420,44.99%,53.91%,98.89%,LEFT,17304
Tennessee,Henderson,47077,9797,2092,12020,81.51%,17.40%,98.91%,RIGHT,28117
Tennessee,Henry,47079,11230,3547,15034,74.70%,23.59%,98.29%,RIGHT,32345
Tennessee,Hickman,47081,7577,2130,9832,77.06%,21.66%,98.73%,RIGHT,25178
Tennessee,Houston,47083,2715,869,3681,73.76%,23.61%,97.36%,RIGHT,8201
Tennessee,Humphreys,47085,6116,2017,8232,74.30%,24.50%,98.80%,RIGHT,18582
Tennessee,Jackson,47087,4106,1133,5308,77.35%,21.35%,98.70%,RIGHT,11786
Tennessee,Jefferson,47089,18609,4645,23562,78.98%,19.71%,98.69%,RIGHT,54495
Tennessee,Johnson,47091,6466,1242,7793,82.97%,15.94%,98.91%,RIGHT,17788
Tennessee,Knox,47093,124339,91097,219869,56.55%,41.43%,97.98%,RIGHT,470313
