date,county,state,fips,cases,deaths
6/10/2021,Anderson,Texas,48001,6245,130
6/10/2021,Andrews,Texas,48003,1837,47
6/10/2021,Angelina,Texas,48005,8675,284
6/10/2021,Aransas,Texas,48007,1267,41
6/10/2021,Archer,Texas,48009,812,12
6/10/2021,Armstrong,Texas,48011,204,6
6/10/2021,Atascosa,Texas,48013,5860,151
6/10/2021,Austin,Texas,48015,2210,37
6/10/2021,Bailey,Texas,48017,844,19
6/10/2021,Bandera,Texas,48019,1445,28
6/10/2021,Bastrop,Texas,48021,9649,99
6/10/2021,Baylor,Texas,48023,300,13
6/10/2021,Bee,Texas,48025,3506,74
6/10/2021,Bell,Texas,48027,24837,438
6/10/2021,Bexar,Texas,48029,224679,3590
6/10/2021,Blanco,Texas,48031,762,20
6/10/2021,Borden,Texas,48033,30,2
6/10/2021,Bosque,Texas,48035,1692,35
6/10/2021,Bowie,Texas,48037,7118,222
6/10/2021,Brazoria,Texas,48039,38342,526
6/10/2021,Brazos,Texas,48041,27773,255
6/10/2021,Brewster,Texas,48043,935,16
6/10/2021,Briscoe,Texas,48045,167,6
6/10/2021,Brooks,Texas,48047,837,36
6/10/2021,Brown,Texas,48049,4314,138
6/10/2021,Burleson,Texas,48051,2451,48
6/10/2021,Burnet,Texas,48053,4824,66
6/10/2021,Caldwell,Texas,48055,5722,99
6/10/2021,Calhoun,Texas,48057,2463,25
6/10/2021,Callahan,Texas,48059,1208,40
6/10/2021,Cameron,Texas,48061,41496,1671
6/10/2021,Camp,Texas,48063,1264,44
6/10/2021,Carson,Texas,48065,570,14
6/10/2021,Cass,Texas,48067,1973,83
6/10/2021,Castro,Texas,48069,1040,32
6/10/2021,Chambers,Texas,48071,5167,50
6/10/2021,Cherokee,Texas,48073,4279,144
6/10/2021,Childress,Texas,48075,1378,17
6/10/2021,Clay,Texas,48077,1038,16
6/10/2021,Cochran,Texas,48079,326,15
6/10/2021,Coke,Texas,48081,467,13
6/10/2021,Coleman,Texas,48083,755,33
6/10/2021,Collin,Texas,48085,91521,838
6/10/2021,Collingsworth,Texas,48087,329,9
6/10/2021,Colorado,Texas,48089,1745,32
6/10/2021,Comal,Texas,48091,11011,323
6/10/2021,Comanche,Texas,48093,1563,51
6/10/2021,Concho,Texas,48095,472,8
6/10/2021,Cooke,Texas,48097,3792,72
6/10/2021,Coryell,Texas,48099,7319,87
6/10/2021,Cottle,Texas,48101,191,7
6/10/2021,Crane,Texas,48103,540,12
6/10/2021,Crockett,Texas,48105,590,15
6/10/2021,Crosby,Texas,48107,688,29
6/10/2021,Culberson,Texas,48109,364,11
6/10/2021,Dallam,Texas,48111,990,26
6/10/2021,Dallas,Texas,48113,304271,4093
6/10/2021,Dawson,Texas,48115,1740,69
6/10/2021,Deaf Smith,Texas,48117,2895,68
6/10/2021,Delta,Texas,48119,323,12
6/10/2021,Denton,Texas,48121,76452,769
6/10/2021,DeWitt,Texas,48123,1982,59
6/10/2021,Dickens,Texas,48125,187,10
6/10/2021,Dimmit,Texas,48127,2387,36
6/10/2021,Donley,Texas,48129,418,15
6/10/2021,Duval,Texas,48131,1271,41
6/10/2021,Eastland,Texas,48133,1366,50
6/10/2021,Ector,Texas,48135,17462,377
6/10/2021,Edwards,Texas,48137,253,6
6/10/2021,Ellis,Texas,48139,23149,322
6/10/2021,El Paso,Texas,48141,136303,2722
6/10/2021,Erath,Texas,48143,4228,70
6/10/2021,Falls,Texas,48145,2104,32
6/10/2021,Fannin,Texas,48147,3485,109
6/10/2021,Fayette,Texas,48149,2747,67
6/10/2021,Fisher,Texas,48151,306,14
6/10/2021,Floyd,Texas,48153,894,30
6/10/2021,Foard,Texas,48155,124,10
6/10/2021,Fort Bend,Texas,48157,69326,690
6/10/2021,Franklin,Texas,48159,739,26
6/10/2021,Freestone,Texas,48161,1966,50
6/10/2021,Frio,Texas,48163,2983,52
6/10/2021,Gaines,Texas,48165,1460,45
6/10/2021,Galveston,Texas,48167,40627,433
6/10/2021,Garza,Texas,48169,526,22
6/10/2021,Gillespie,Texas,48171,2615,51
6/10/2021,Glasscock,Texas,48173,104,2
6/10/2021,Goliad,Texas,48175,478,14
6/10/2021,Gonzales,Texas,48177,2766,57
6/10/2021,Gray,Texas,48179,2415,57
6/10/2021,Grayson,Texas,48181,11368,343
6/10/2021,Gregg,Texas,48183,11363,359
6/10/2021,Grimes,Texas,48185,3771,72
6/10/2021,Guadalupe,Texas,48187,15421,219
6/10/2021,Hale,Texas,48189,6161,156
6/10/2021,Hall,Texas,48191,496,14
6/10/2021,Hamilton,Texas,48193,783,27
6/10/2021,Hansford,Texas,48195,928,24
6/10/2021,Hardeman,Texas,48197,384,12
6/10/2021,Hardin,Texas,48199,5966,113
6/10/2021,Harris,Texas,48201,403038,6497
6/10/2021,Harrison,Texas,48203,4935,110
6/10/2021,Hartley,Texas,48205,659,2
6/10/2021,Haskell,Texas,48207,457,27
6/10/2021,Hays,Texas,48209,21014,254
6/10/2021,Hemphill,Texas,48211,585,3
6/10/2021,Henderson,Texas,48213,5998,194
6/10/2021,Hidalgo,Texas,48215,89969,2888
6/10/2021,Hill,Texas,48217,4540,109
6/10/2021,Hockley,Texas,48219,2978,103
6/10/2021,Hood,Texas,48221,6609,132
6/10/2021,Hopkins,Texas,48223,3178,114
6/10/2021,Houston,Texas,48225,1682,58
6/10/2021,Howard,Texas,48227,4681,101
6/10/2021,Hudspeth,Texas,48229,537,12
6/10/2021,Hunt,Texas,48231,6095,176
6/10/2021,Hutchinson,Texas,48233,2183,72
6/10/2021,Irion,Texas,48235,129,1
6/10/2021,Jack,Texas,48237,605,16
6/10/2021,Jackson,Texas,48239,1878,31
6/10/2021,Jasper,Texas,48241,2519,92
6/10/2021,Jeff Davis,Texas,48243,192,5
6/10/2021,Jefferson,Texas,48245,19812,436
6/10/2021,Jim Hogg,Texas,48247,619,16
6/10/2021,Jim Wells,Texas,48249,4358,106
6/10/2021,Johnson,Texas,48251,20032,372
6/10/2021,Jones,Texas,48253,2602,55
