state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
West Virginia,Barbour,54001,16441,3804,9237,3400,12637
West Virginia,Berkeley,54003,119171,29855,71381,17935,89316
West Virginia,Boone,54005,21457,4909,12062,4486,16548
West Virginia,Braxton,54007,13957,2918,7733,3306,11039
West Virginia,Brooke,54009,21939,4415,12131,5393,17524
West Virginia,Cabell,54011,91945,21076,53003,17866,70869
West Virginia,Calhoun,54013,7109,1401,3885,1823,5708
West Virginia,Clay,54015,8508,2048,4658,1802,6460
West Virginia,Doddridge,54017,8448,1460,5144,1844,6988
West Virginia,Fayette,54019,42406,9643,23536,9227,32763
West Virginia,Gilmer,54021,7823,1451,4986,1386,6372
West Virginia,Grant,54023,11568,2466,6201,2901,9102
West Virginia,Greenbrier,54025,34662,7408,19118,8136,27254
West Virginia,Hampshire,54027,23175,4645,13100,5430,18530
West Virginia,Hancock,54029,28810,5990,15979,6841,22820
West Virginia,Hardy,54031,13776,3071,7609,3096,10705
West Virginia,Harrison,54033,67256,15586,38370,13300,51670
West Virginia,Jackson,54035,28576,6613,15998,5965,21963
West Virginia,Jefferson,54037,57146,14150,33432,9564,42996
West Virginia,Kanawha,54039,178124,39278,101105,37741,138846
West Virginia,Lewis,54041,15907,3626,8918,3363,12281
West Virginia,Lincoln,54043,20409,4912,11421,4076,15497
West Virginia,Logan,54045,32019,7176,18103,6740,24843
West Virginia,McDowell,54047,17624,3888,9712,4024,13736
West Virginia,Marion,54049,56072,13001,31987,11084,43071
West Virginia,Marshall,54051,30531,6395,17115,7021,24136
West Virginia,Mason,54053,26516,5982,14797,5737,20534
West Virginia,Mercer,54055,58758,13492,32099,13167,45266
West Virginia,Mineral,54057,26868,6100,14817,5951,20768
West Virginia,Mingo,54059,23424,5680,13109,4635,17744
West Virginia,Monongalia,54061,105612,22992,68656,13964,82620
West Virginia,Monroe,54063,13275,2835,7064,3376,10440
West Virginia,Morgan,54065,17884,3521,10100,4263,14363
West Virginia,Nicholas,54067,24496,5461,13423,5612,19035
West Virginia,Ohio,54069,41411,9290,22916,9205,32121
West Virginia,Pendleton,54071,6969,1374,3632,1963,5595
West Virginia,Pleasants,54073,7460,1526,4473,1461,5934
West Virginia,Pocahontas,54075,8247,1545,4545,2157,6702
West Virginia,Preston,54077,33432,6903,19548,6981,26529
West Virginia,Putnam,54079,56450,13571,32211,10668,42879
West Virginia,Raleigh,54081,73361,16612,41199,15550,56749
West Virginia,Randolph,54083,28695,6091,16228,6376,22604
West Virginia,Ritchie,54085,9554,2028,5331,2195,7526
West Virginia,Roane,54087,13688,3049,7519,3120,10639
West Virginia,Summers,54089,12573,2226,7064,3283,10347
West Virginia,Taylor,54091,16695,3575,9613,3507,13120
West Virginia,Tucker,54093,6839,1141,3863,1835,5698
West Virginia,Tyler,54095,8591,1827,4752,2012,6764
West Virginia,Upshur,54097,24176,5726,13381,5069,18450
West Virginia,Wayne,54099,39402,8750,22092,8560,30652
West Virginia,Webster,54101,8114,1738,4425,1951,6376
West Virginia,Wetzel,54103,15065,3278,8287,3500,11787
West Virginia,Wirt,54105,5821,1345,3263,1213,4476
West Virginia,Wood,54107,83518,19087,46967,17464,64431
West Virginia,Wyoming,54109,20394,4543,11365,4486,15851
