state,county,fips,POP tot,land area (sq/mi),pop/sqmi
New York,Albany,36001,305506,533,573.2
New York,Allegany,36003,46091,1034,44.6
New York,Bronx County,36005,1418207,57.4,24694.5
New York,Broome,36007,190488,715,266.4
New York,Cattaraugus,36009,76117,1310,58.1
New York,Cayuga,36011,76576,864,88.6
New York,Chautauqua,36013,126903,1500,84.6
New York,Chemung,36015,83456,410.8,203.1
New York,Chenango,36017,47207,898.9,52.5
New York,Clinton,36019,80485,1118,72
New York,Columbia,36021,59461,648,91.8
New York,Cortland,36023,47581,502,94.8
New York,Delaware,36025,44135,1468,30.1
New York,Dutchess,36027,294218,825,356.6
New York,Erie,36029,918702,1227,748.7
New York,Essex,36031,36885,1916,19.3
New York,Franklin,36033,50022,1697,29.5
New York,Fulton,36035,53383,533,100.2
New York,Genesee,36037,57280,495,115.7
New York,Greene,36039,47188,658,71.7
New York,Hamilton,36041,4416,1808,2.4
New York,Herkimer,36043,61319,1458,42.1
New York,Jefferson,36045,109834,1857,59.1
New York,Kings County,36047,2559903,96.9,26418
New York,Lewis,36049,26296,1290,20.4
New York,Livingston,36051,62914,640,98.3
New York,Madison,36053,70941,662,107.2
New York,Monroe,36055,741770,1366,543
New York,Montgomery,36057,49221,410,120.1
New York,Nassau,36059,1356924,453,2995.4
New York,New York County,36061,1628706,33.8,48229.4
New York,Niagara,36063,209281,1140,183.6
New York,Oneida,36065,228671,1213,188.5
New York,Onondaga,36067,460528,806,571.4
New York,Ontario,36069,109777,662,165.8
New York,Orange,36071,384940,839,458.8
New York,Orleans,36073,40352,817,49.4
New York,Oswego,36075,117124,1312,89.3
New York,Otsego,36077,59493,1003,59.3
New York,Putnam,36079,98320,246,399.7
New York,Queens County,36081,2253858,178.3,12642.2
New York,Rensselaer,36083,158714,665,238.7
New York,Richmond County,36085,476143,102.5,4645.3
New York,Rockland,36087,325789,199,1637.1
New York,St. Lawrence,36089,107740,2821,38.2
New York,Saratoga,36091,229863,844,272.3
New York,Schenectady,36093,155299,210,739.5
New York,Schoharie,36095,30999,626,49.5
New York,Schuyler,36097,17807,342,52.1
New York,Seneca,36099,34016,325,104.7
New York,Steuben,36101,95379,1404,67.9
New York,Suffolk,36103,1476601,2373,622.3
New York,Sullivan,36105,75432,997,75.7
New York,Tioga,36107,48203,523,92.2
New York,Tompkins,36109,102180,476,214.7
New York,Ulster,36111,177573,1161,152.9
New York,Warren,36113,63944,870,73.5
New York,Washington,36115,61204,846,72.3
New York,Wayne,36117,89918,1384,65
New York,Westchester,36119,967506,500,1935
New York,Wyoming,36121,39859,596,66.9
New York,Yates,36123,24913,376,66.3
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
