state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Michigan,Alcona,26001,10405,1791,5.8
Michigan,Alger,26003,9108,5049,1.8
Michigan,Allegan,26005,118081,1833,64.4
Michigan,Alpena,26007,28405,1695,16.8
Michigan,Antrim,26009,23324,602,38.7
Michigan,Arenac,26011,14883,681,21.9
Michigan,Baraga,26013,8209,1069,7.7
Michigan,Barry,26015,61550,577,106.7
Michigan,Bay,26017,103126,631,163.4
Michigan,Benzie,26019,17766,860,20.7
Michigan,Berrien,26021,153401,1581,97
Michigan,Branch,26023,43517,519,83.8
Michigan,Calhoun,26025,134159,718,186.9
Michigan,Cass,26027,51787,508,101.9
Michigan,Charlevoix,26029,26143,1391,18.8
Michigan,Cheboygan,26031,25276,885,28.6
Michigan,Chippewa,26033,37349,2698,13.8
Michigan,Clare,26035,30950,575,53.8
Michigan,Clinton,26037,79595,575,138.4
Michigan,Crawford,26039,14029,563,24.9
Michigan,Delta,26041,35784,1992,18
Michigan,Dickinson,26043,25239,777,32.5
Michigan,Eaton,26045,110268,579,190.4
Michigan,Emmet,26047,33415,882,37.9
Michigan,Genesee,26049,405813,649,625.3
Michigan,Gladwin,26051,25449,516,49.3
Michigan,Gogebic,26053,13975,1476,9.5
Michigan,Grand Traverse,26055,93088,601,154.9
Michigan,Gratiot,26057,40711,572,71.2
Michigan,Hillsdale,26059,45605,607,75.1
Michigan,Houghton,26061,35684,1502,23.8
Michigan,Huron,26063,30981,2136,14.5
Michigan,Ingham,26065,292406,561,521.2
Michigan,Ionia,26067,64697,580,111.5
Michigan,Iosco,26069,25127,1891,13.3
Michigan,Iron,26071,11066,1211,9.1
Michigan,Isabella,26073,69872,578,120.9
Michigan,Jackson,26075,158510,724,218.9
Michigan,Kalamazoo,26077,265066,580,457
Michigan,Kalkaska,26079,18038,571,31.6
Michigan,Kent,26081,656955,872,753.4
Michigan,Keweenaw,26083,2116,5966,0.4
Michigan,Lake,26085,11853,575,20.6
Michigan,Lapeer,26087,87607,663,132.1
Michigan,Leelanau,26089,21761,2532,8.6
Michigan,Lenawee,26091,98451,761,129.4
Michigan,Livingston,26093,191995,585,328.2
Michigan,Luce,26095,6229,1912,3.3
Michigan,Mackinac,26097,10799,2101,5.1
Michigan,Macomb,26099,873972,570,1533.3
Michigan,Manistee,26101,24558,1281,19.2
Michigan,Marquette,26103,66699,3425,19.5
Michigan,Mason,26105,29144,1242,23.5
Michigan,Mecosta,26107,43453,571,76.1
Michigan,Menominee,26109,22780,1338,17
Michigan,Midland,26111,83156,528,157.5
Michigan,Missaukee,26113,15118,574,26.3
Michigan,Monroe,26115,150500,680,221.3
Michigan,Montcalm,26117,63888,721,88.6
Michigan,Montmorency,26119,9328,562,16.6
Michigan,Muskegon,26121,173566,1459,119
Michigan,Newaygo,26123,48980,861,56.9
Michigan,Oakland,26125,1257584,908,1385
Michigan,Oceana,26127,26467,1307,20.3
Michigan,Ogemaw,26129,20997,575,36.5
Michigan,Ontonagon,26131,5720,3741,1.5
Michigan,Osceola,26133,23460,573,40.9
Michigan,Oscoda,26135,8241,572,14.4
Michigan,Otsego,26137,24668,526,46.9
Michigan,Ottawa,26139,291830,1632,178.8
Michigan,Presque Isle,26141,12592,2573,4.9
Michigan,Roscommon,26143,24019,580,41.4
Michigan,Saginaw,26145,190539,816,233.5
Michigan,St. Clair,26147,159128,837,190.1
Michigan,St. Joseph,26149,60964,521,117
Michigan,Sanilac,26151,41170,1590,25.9
Michigan,Schoolcraft,26153,8094,1884,4.3
Michigan,Shiawassee,26155,68122,541,125.9
Michigan,Tuscola,26157,52245,914,57.2
Michigan,Van Buren,26159,75677,1090,69.4
Michigan,Washtenaw,26161,367601,723,508.4
Michigan,Wayne,26163,1749343,672,2603.2
Michigan,Wexford,26165,33631,576,58.4
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
