state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Alabama,Autauga,01001,55869,594.4,94
Alabama,Baldwin,01003,223234,1589.8,140.4
Alabama,Barbour,01005,24686,884.9,27.9
Alabama,Bibb,01007,22394,622.6,36
Alabama,Blount,01009,57826,644.8,89.7
Alabama,Bullock,01011,10101,622.8,16.2
Alabama,Butler,01013,19448,776.8,25
Alabama,Calhoun,01015,113605,605.9,187.5
Alabama,Chambers,01017,33254,596.5,55.7
Alabama,Cherokee,01019,26196,553.7,47.3
Alabama,Chilton,01021,44428,692.9,64.1
Alabama,Choctaw,01023,12589,913.5,13.8
Alabama,Clarke,01025,23622,1238.5,19.1
Alabama,Clay,01027,13235,604,21.9
Alabama,Cleburne,01029,14910,560.1,26.6
Alabama,Coffee,01031,52342,679,77.1
Alabama,Colbert,01033,55241,592.6,93.2
Alabama,Conecuh,01035,12067,850.2,14.2
Alabama,Coosa,01037,10663,650.9,16.4
Alabama,Covington,01039,37049,1030.5,36
Alabama,Crenshaw,01041,13772,608.8,22.6
Alabama,Cullman,01043,83768,734.8,114
Alabama,Dale,01045,49172,561.2,87.6
Alabama,Dallas,01047,37196,978.7,38
Alabama,DeKalb,01049,71513,777.1,92
Alabama,Elmore,01051,81209,618.5,131.3
Alabama,Escambia,01053,36633,945.1,38.8
Alabama,Etowah,01055,102268,535,191.2
Alabama,Fayette,01057,16302,627.7,26
Alabama,Franklin,01059,31362,633.8,49.5
Alabama,Geneva,01061,26271,574.4,45.7
Alabama,Greene,01063,8111,647.1,12.5
Alabama,Hale,01065,14651,643.9,22.8
Alabama,Henry,01067,17205,561.8,30.6
Alabama,Houston,01069,105882,579.8,182.6
Alabama,Jackson,01071,51626,1077.9,47.9
Alabama,Jefferson,01073,658573,1111.3,592.6
Alabama,Lamar,01075,13805,604.9,22.8
Alabama,Lauderdale,01077,92729,667.7,138.9
Alabama,Lawrence,01079,32924,690.7,47.7
Alabama,Lee,01081,164542,607.5,270.8
Alabama,Limestone,01083,98915,559.9,176.7
Alabama,Lowndes,01085,9726,715.9,13.6
Alabama,Macon,01087,18068,608.9,29.7
Alabama,Madison,01089,372909,801.6,465.2
Alabama,Marengo,01091,18863,976.9,19.3
Alabama,Marion,01093,29709,742.3,40
Alabama,Marshall,01095,96774,565.8,171
Alabama,Mobile,01097,413210,1229.4,336.1
Alabama,Monroe,01099,20733,1025.7,20.2
Alabama,Montgomery,01101,226486,784.3,288.8
Alabama,Morgan,01103,119679,579.3,206.6
Alabama,Perry,01105,8923,719.7,12.4
Alabama,Pickens,01107,19930,881.4,22.6
Alabama,Pike,01109,33114,672.1,49.3
Alabama,Randolph,01111,22722,580.6,39.1
Alabama,Russell,01113,57961,641.1,90.4
Alabama,St. Clair,01115,89512,631.9,141.7
Alabama,Shelby,01117,217702,784.9,277.4
Alabama,Sumter,01119,12427,903.9,13.7
Alabama,Talladega,01121,79978,736.8,108.6
Alabama,Tallapoosa,01123,40367,716.5,56.3
Alabama,Tuscaloosa,01125,209355,1321.8,158.4
Alabama,Walker,01127,63521,791.2,80.3
Alabama,Washington,01129,16326,1080.2,15.1
Alabama,Wilcox,01131,10373,888.5,11.7
Alabama,Winston,01133,23629,613,38.5
