date,county,state,fips,cases,deaths
6/10/2021,Baker,Oregon,41001,988,15
6/10/2021,Benton,Oregon,41003,3230,22
6/10/2021,Clackamas,Oregon,41005,18662,236
6/10/2021,Clatsop,Oregon,41007,1022,8
6/10/2021,Columbia,Oregon,41009,1876,29
6/10/2021,Coos,Oregon,41011,2154,37
6/10/2021,Crook,Oregon,41013,1254,23
6/10/2021,Curry,Oregon,41015,681,10
6/10/2021,Deschutes,Oregon,41017,9889,80
6/10/2021,Douglas,Oregon,41019,3733,80
6/10/2021,Gilliam,Oregon,41021,72,1
6/10/2021,Grant,Oregon,41023,545,7
6/10/2021,Harney,Oregon,41025,410,9
6/10/2021,Hood River,Oregon,41027,1215,33
6/10/2021,Jackson,Oregon,41029,11378,146
6/10/2021,Jefferson,Oregon,41031,2348,38
6/10/2021,Josephine,Oregon,41033,3522,72
6/10/2021,Klamath,Oregon,41035,4744,76
6/10/2021,Lake,Oregon,41037,465,7
6/10/2021,Lane,Oregon,41039,13733,156
6/10/2021,Lincoln,Oregon,41041,1409,21
6/10/2021,Linn,Oregon,41043,5475,79
6/10/2021,Malheur,Oregon,41045,3592,63
6/10/2021,Marion,Oregon,41047,23189,322
6/10/2021,Morrow,Oregon,41049,1146,16
6/10/2021,Multnomah,Oregon,41051,39996,631
6/10/2021,Polk,Oregon,41053,3924,55
6/10/2021,Sherman,Oregon,41055,65,1
6/10/2021,Tillamook,Oregon,41057,660,4
6/10/2021,Umatilla,Oregon,41059,8497,86
6/10/2021,Union,Oregon,41061,1485,24
6/10/2021,Wallowa,Oregon,41063,193,5
6/10/2021,Wasco,Oregon,41065,1433,29
6/10/2021,Washington,Oregon,41067,26567,250
6/10/2021,Wheeler,Oregon,41069,34,1
6/10/2021,Yamhill,Oregon,41071,4731,79
