date,county,state,fips,cases,deaths
6/10/2021,Autauga,Alabama,01001,7211,113
6/10/2021,Baldwin,Alabama,01003,21765,313
6/10/2021,Barbour,Alabama,01005,2345,59
6/10/2021,Bibb,Alabama,01007,2671,64
6/10/2021,Blount,Alabama,01009,6921,139
6/10/2021,Bullock,Alabama,01011,1243,42
6/10/2021,Butler,Alabama,01013,2230,71
6/10/2021,Calhoun,Alabama,01015,14692,325
6/10/2021,Chambers,Alabama,01017,3716,124
6/10/2021,Cherokee,Alabama,01019,1872,45
6/10/2021,Chilton,Alabama,01021,4458,116
6/10/2021,Choctaw,Alabama,01023,617,25
6/10/2021,Clarke,Alabama,01025,3525,61
6/10/2021,Clay,Alabama,01027,1593,59
6/10/2021,Cleburne,Alabama,01029,1524,43
6/10/2021,Coffee,Alabama,01031,5617,125
6/10/2021,Colbert,Alabama,01033,6392,139
6/10/2021,Conecuh,Alabama,01035,1130,30
6/10/2021,Coosa,Alabama,01037,1107,29
6/10/2021,Covington,Alabama,01039,4256,121
6/10/2021,Crenshaw,Alabama,01041,1552,57
6/10/2021,Cullman,Alabama,01043,9919,200
6/10/2021,Dale,Alabama,01045,4929,114
6/10/2021,Dallas,Alabama,01047,3603,154
6/10/2021,DeKalb,Alabama,01049,8953,188
6/10/2021,Elmore,Alabama,01051,10300,211
6/10/2021,Escambia,Alabama,01053,3997,80
6/10/2021,Etowah,Alabama,01055,14130,361
6/10/2021,Fayette,Alabama,01057,2163,62
6/10/2021,Franklin,Alabama,01059,4306,83
6/10/2021,Geneva,Alabama,01061,2569,81
6/10/2021,Greene,Alabama,01063,934,34
6/10/2021,Hale,Alabama,01065,2262,78
6/10/2021,Henry,Alabama,01067,1938,43
6/10/2021,Houston,Alabama,01069,10739,287
6/10/2021,Jackson,Alabama,01071,6901,113
6/10/2021,Jefferson,Alabama,01073,80745,1560
6/10/2021,Lamar,Alabama,01075,1458,37
6/10/2021,Lauderdale,Alabama,01077,9578,248
6/10/2021,Lawrence,Alabama,01079,3118,100
6/10/2021,Lee,Alabama,01081,16227,174
6/10/2021,Limestone,Alabama,01083,10178,157
6/10/2021,Lowndes,Alabama,01085,1420,54
6/10/2021,Macon,Alabama,01087,1631,51
6/10/2021,Madison,Alabama,01089,35604,522
6/10/2021,Marengo,Alabama,01091,2505,65
6/10/2021,Marion,Alabama,01093,3237,105
6/10/2021,Marshall,Alabama,01095,12439,228
6/10/2021,Mobile,Alabama,01097,41913,826
6/10/2021,Monroe,Alabama,01099,1790,41
6/10/2021,Montgomery,Alabama,01101,25065,609
6/10/2021,Morgan,Alabama,01103,14604,284
6/10/2021,Perry,Alabama,01105,1087,26
6/10/2021,Pickens,Alabama,01107,2364,62
6/10/2021,Pike,Alabama,01109,3139,78
6/10/2021,Randolph,Alabama,01111,1865,43
6/10/2021,Russell,Alabama,01113,4539,41
6/10/2021,St. Clair,Alabama,01115,10142,250
6/10/2021,Shelby,Alabama,01117,25554,254
6/10/2021,Sumter,Alabama,01119,1057,32
6/10/2021,Talladega,Alabama,01121,8439,183
6/10/2021,Tallapoosa,Alabama,01123,4114,155
6/10/2021,Tuscaloosa,Alabama,01125,26119,457
6/10/2021,Walker,Alabama,01127,7316,279
6/10/2021,Washington,Alabama,01129,1704,39
6/10/2021,Wilcox,Alabama,01131,1270,30
6/10/2021,Winston,Alabama,01133,2834,73
