state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Missouri,Adair,29001,6391,3705,10337,61.83%,35.84%,97.67%,RIGHT,25343
Missouri,Andrew,29003,7256,2351,9775,74.23%,24.05%,98.28%,RIGHT,17712
Missouri,Atchison,29005,2199,564,2814,78.14%,20.04%,98.19%,RIGHT,5143
Missouri,Audrain,29007,7727,2703,10660,72.49%,25.36%,97.84%,RIGHT,25388
Missouri,Barry,29009,12425,2948,15598,79.66%,18.90%,98.56%,RIGHT,35789
Missouri,Barton,29011,5168,844,6077,85.04%,13.89%,98.93%,RIGHT,11754
Missouri,Bates,29013,6595,1672,8435,78.19%,19.82%,98.01%,RIGHT,16172
Missouri,Benton,29015,8106,2179,10478,77.36%,20.80%,98.16%,RIGHT,19443
Missouri,Bollinger,29017,5162,749,5981,86.31%,12.52%,98.83%,RIGHT,12133
Missouri,Boone,29019,38646,50064,91326,42.32%,54.82%,97.14%,LEFT,180463
Missouri,Buchanan,29021,22450,13445,36713,61.15%,36.62%,97.77%,RIGHT,87364
Missouri,Butler,29023,14599,3301,18165,80.37%,18.17%,98.54%,RIGHT,42478
Missouri,Caldwell,29025,3725,897,4696,79.32%,19.10%,98.42%,RIGHT,9020
Missouri,Callaway,29027,14812,5868,21178,69.94%,27.71%,97.65%,RIGHT,44743
Missouri,Camden,29029,18825,5640,24774,75.99%,22.77%,98.75%,RIGHT,46305
Missouri,Cape Girardeau,29031,28873,10738,40252,71.73%,26.68%,98.41%,RIGHT,78871
Missouri,Carroll,29033,3706,785,4531,81.79%,17.33%,99.12%,RIGHT,8679
Missouri,Carter,29035,2451,418,2906,84.34%,14.38%,98.73%,RIGHT,5982
Missouri,Cass,29037,37172,19035,57524,64.62%,33.09%,97.71%,RIGHT,105780
Missouri,Cedar,29039,5786,1143,7039,82.20%,16.24%,98.44%,RIGHT,14349
Missouri,Chariton,29041,3109,916,4074,76.31%,22.48%,98.80%,RIGHT,7426
Missouri,Christian,29043,34904,11126,46904,74.42%,23.72%,98.14%,RIGHT,88595
Missouri,Clark,29045,2672,678,3394,78.73%,19.98%,98.70%,RIGHT,6797
Missouri,Clay,29047,64583,59519,126618,51.01%,47.01%,98.01%,RIGHT,249948
Missouri,Clinton,29049,7789,2894,10894,71.50%,26.57%,98.06%,RIGHT,20387
Missouri,Cole,29051,26066,12687,39486,66.01%,32.13%,98.14%,RIGHT,76745
Missouri,Cooper,29053,6272,2249,8710,72.01%,25.82%,97.83%,RIGHT,17709
Missouri,Crawford,29055,8725,2113,10973,79.51%,19.26%,98.77%,RIGHT,23920
Missouri,Dade,29057,3414,656,4123,82.80%,15.91%,98.71%,RIGHT,7561
Missouri,Dallas,29059,6620,1380,8122,81.51%,16.99%,98.50%,RIGHT,16878
Missouri,Daviess,29061,3077,740,3884,79.22%,19.05%,98.27%,RIGHT,8278
Missouri,DeKalb,29063,3827,930,4842,79.04%,19.21%,98.24%,RIGHT,12547
Missouri,Dent,29065,5987,1056,7142,83.83%,14.79%,98.61%,RIGHT,15573
Missouri,Douglas,29067,5896,1012,6994,84.30%,14.47%,98.77%,RIGHT,13185
Missouri,Dunklin,29069,8135,2200,10419,78.08%,21.12%,99.19%,RIGHT,29131
Missouri,Franklin,29071,38034,14561,53750,70.76%,27.09%,97.85%,RIGHT,103967
Missouri,Gasconade,29073,6222,1601,7934,78.42%,20.18%,98.60%,RIGHT,14706
Missouri,Gentry,29075,2580,613,3239,79.65%,18.93%,98.58%,RIGHT,6571
Missouri,Greene,29077,83630,55068,142272,58.78%,38.71%,97.49%,RIGHT,293086
Missouri,Grundy,29079,3585,799,4437,80.80%,18.01%,98.81%,RIGHT,9850
Missouri,Harrison,29081,3198,597,3825,83.61%,15.61%,99.22%,RIGHT,8352
