state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Missouri,Henry,29083,8019,2615,10776,74.42%,24.27%,98.68%,RIGHT,21824
Missouri,Hickory,29085,3965,1054,5080,78.05%,20.75%,98.80%,RIGHT,9544
Missouri,Holt,29087,1976,338,2344,84.30%,14.42%,98.72%,RIGHT,4403
Missouri,Howard,29089,3552,1412,5089,69.80%,27.75%,97.54%,RIGHT,10001
Missouri,Howell,29091,15174,3214,18637,81.42%,17.25%,98.66%,RIGHT,40117
Missouri,Iron,29093,3596,945,4592,78.31%,20.58%,98.89%,RIGHT,10125
Missouri,Jackson,29095,126535,199842,334055,37.88%,59.82%,97.70%,LEFT,703011
Missouri,Jasper,29097,37714,13539,52515,71.82%,25.78%,97.60%,RIGHT,121328
Missouri,Jefferson,29099,77021,37507,116629,66.04%,32.16%,98.20%,RIGHT,225081
Missouri,Johnson,29101,15468,6961,23134,66.86%,30.09%,96.95%,RIGHT,54062
Missouri,Knox,29103,1486,340,1856,80.06%,18.32%,98.38%,RIGHT,3959
Missouri,Laclede,29105,13755,2779,16819,81.78%,16.52%,98.31%,RIGHT,35723
Missouri,Lafayette,29107,12262,4470,17083,71.78%,26.17%,97.95%,RIGHT,32708
Missouri,Lawrence,29109,14421,3214,17930,80.43%,17.93%,98.35%,RIGHT,38355
Missouri,Lewis,29111,3541,984,4607,76.86%,21.36%,98.22%,RIGHT,9776
Missouri,Lincoln,29113,21702,6553,28814,75.32%,22.74%,98.06%,RIGHT,59013
Missouri,Linn,29115,4344,1274,5700,76.21%,22.35%,98.56%,RIGHT,11920
Missouri,Livingston,29117,5266,1409,6755,77.96%,20.86%,98.82%,RIGHT,15227
Missouri,McDonald,29119,7465,1437,9050,82.49%,15.88%,98.36%,RIGHT,22837
Missouri,Macon,29121,6075,1661,7834,77.55%,21.20%,98.75%,RIGHT,15117
Missouri,Madison,29123,4581,1017,5671,80.78%,17.93%,98.71%,RIGHT,12088
Missouri,Maries,29125,3890,814,4774,81.48%,17.05%,98.53%,RIGHT,8697
Missouri,Marion,29127,9910,3201,13370,74.12%,23.94%,98.06%,RIGHT,28530
Missouri,Mercer,29129,1541,222,1779,86.62%,12.48%,99.10%,RIGHT,3617
Missouri,Miller,29131,10175,2038,12379,82.20%,16.46%,98.66%,RIGHT,25619
Missouri,Mississippi,29133,3537,1178,4756,74.37%,24.77%,99.14%,RIGHT,13180
Missouri,Moniteau,29135,5738,1307,7150,80.25%,18.28%,98.53%,RIGHT,16132
Missouri,Monroe,29137,3466,931,4467,77.59%,20.84%,98.43%,RIGHT,8644
Missouri,Montgomery,29139,4457,1206,5770,77.24%,20.90%,98.15%,RIGHT,11551
Missouri,Morgan,29141,7439,1924,9484,78.44%,20.29%,98.72%,RIGHT,20627
Missouri,New Madrid,29143,5447,1748,7248,75.15%,24.12%,99.27%,RIGHT,17076
Missouri,Newton,29145,22090,5793,28396,77.79%,20.40%,98.19%,RIGHT,58236
Missouri,Nodaway,29147,6855,2849,9874,69.42%,28.85%,98.28%,RIGHT,22092
Missouri,Oregon,29149,3847,823,4742,81.13%,17.36%,98.48%,RIGHT,10529
Missouri,Osage,29151,6341,1031,7449,85.13%,13.84%,98.97%,RIGHT,13615
Missouri,Ozark,29153,4064,752,4870,83.45%,15.44%,98.89%,RIGHT,9174
Missouri,Pemiscot,29155,4116,1556,5727,71.87%,27.17%,99.04%,RIGHT,15805
Missouri,Perry,29157,7634,1661,9429,80.96%,17.62%,98.58%,RIGHT,19136
Missouri,Pettis,29159,13835,4776,19069,72.55%,25.05%,97.60%,RIGHT,42339
Missouri,Phelps,29161,13438,5619,19495,68.93%,28.82%,97.75%,RIGHT,44573
Missouri,Pike,29163,5856,1717,7686,76.19%,22.34%,98.53%,RIGHT,18302
Missouri,Platte,29165,29251,28111,58523,49.98%,48.03%,98.02%,RIGHT,104418
Missouri,Polk,29167,11849,2883,15059,78.68%,19.14%,97.83%,RIGHT,32149
Missouri,Pulaski,29169,10326,3735,14405,71.68%,25.93%,97.61%,RIGHT,52607
Missouri,Putnam,29171,1984,361,2361,84.03%,15.29%,99.32%,RIGHT,4696
Missouri,Ralls,29173,4396,1205,5662,77.64%,21.28%,98.92%,RIGHT,10309
Missouri,Randolph,29175,8018,2485,10742,74.64%,23.13%,97.78%,RIGHT,24748
Missouri,Ray,29177,8328,3107,11654,71.46%,26.66%,98.12%,RIGHT,23018
Missouri,Reynolds,29179,2733,529,3298,82.87%,16.04%,98.91%,RIGHT,6270
Missouri,Ripley,29181,4838,833,5743,84.24%,14.50%,98.75%,RIGHT,13288
Missouri,St. Charles,29183,128193,89346,222175,57.70%,40.21%,97.91%,RIGHT,402022
Missouri,St. Clair,29185,3930,988,4972,79.04%,19.87%,98.91%,RIGHT,9397
Missouri,Ste. Genevieve,29186,6627,2713,9495,69.79%,28.57%,98.37%,RIGHT,17894
Missouri,St. Francois,29187,20506,7044,27996,73.25%,25.16%,98.41%,RIGHT,67215
Missouri,St. Louis,29189,199493,328151,536446,37.19%,61.17%,98.36%,LEFT,994205
Missouri,Saline,29195,6447,2903,9528,67.66%,30.47%,98.13%,RIGHT,22761
Missouri,Schuyler,29197,1606,373,2005,80.10%,18.60%,98.70%,RIGHT,4660
Missouri,Scotland,29199,1560,387,1985,78.59%,19.50%,98.09%,RIGHT,4902
Missouri,Scott,29201,13769,3753,17748,77.58%,21.15%,98.73%,RIGHT,38280
Missouri,Shannon,29203,3164,706,3908,80.96%,18.07%,99.03%,RIGHT,8166
Missouri,Shelby,29205,2699,592,3355,80.45%,17.65%,98.09%,RIGHT,5930
Missouri,Stoddard,29207,11460,1814,13410,85.46%,13.53%,98.99%,RIGHT,29025
Missouri,Stone,29209,14800,3506,18520,79.91%,18.93%,98.84%,RIGHT,31952
Missouri,Sullivan,29211,1974,478,2471,79.89%,19.34%,99.23%,RIGHT,6089
Missouri,Taney,29213,20426,5325,26240,77.84%,20.29%,98.14%,RIGHT,55928
Missouri,Texas,29215,9478,1716,11332,83.64%,15.14%,98.78%,RIGHT,25398
Missouri,Vernon,29217,7135,1902,9164,77.86%,20.76%,98.61%,RIGHT,20563
Missouri,Warren,29219,13222,4769,18373,71.96%,25.96%,97.92%,RIGHT,35649
Missouri,Washington,29221,8046,1804,9971,80.69%,18.09%,98.79%,RIGHT,24730
Missouri,Wayne,29223,4984,844,5874,84.85%,14.37%,99.22%,RIGHT,12873
Missouri,Webster,29225,14874,3572,18776,79.22%,19.02%,98.24%,RIGHT,39592
Missouri,Worth,29227,877,215,1107,79.22%,19.42%,98.64%,RIGHT,2013
Missouri,Wright,29229,7452,1167,8737,85.29%,13.36%,98.65%,RIGHT,18289
Missouri,St. Louis city,29510,21474,110089,134372,15.98%,81.93%,97.91%,LEFT,300576
