state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Kentucky,Adair,21001,19202,4603,10904,3695,14599
Kentucky,Allen,21003,21315,5372,12092,3851,15943
Kentucky,Anderson,21005,22747,5831,13206,3710,16916
Kentucky,Ballard,21007,7888,1833,4328,1727,6055
Kentucky,Barren,21009,44249,11300,24980,7969,32949
Kentucky,Bath,21011,12500,3463,6913,2124,9037
Kentucky,Bell,21013,26032,6033,14865,5134,19999
Kentucky,Boone,21015,133581,37643,77135,18803,95938
Kentucky,Bourbon,21017,19788,4867,11024,3897,14921
Kentucky,Boyd,21019,46718,10790,26594,9334,35928
Kentucky,Boyle,21021,30060,7080,17088,5892,22980
Kentucky,Bracken,21023,8303,2127,4748,1428,6176
Kentucky,Breathitt,21025,12630,2847,7544,2239,9783
Kentucky,Breckinridge,21027,20477,5044,11386,4047,15433
Kentucky,Bullitt,21029,81676,19339,49121,13216,62337
Kentucky,Butler,21031,12879,3156,7297,2426,9723
Kentucky,Caldwell,21033,12747,3121,6907,2719,9626
Kentucky,Calloway,21035,39001,9070,23119,6812,29931
Kentucky,Campbell,21037,93584,22205,56311,15068,71379
Kentucky,Carlisle,21039,4760,1200,2532,1028,3560
Kentucky,Carroll,21041,10631,2981,5982,1668,7650
Kentucky,Carter,21043,26797,6625,14966,5206,20172
Kentucky,Casey,21045,16159,4021,8845,3293,12138
Kentucky,Christian,21047,70461,21156,40322,8983,49305
Kentucky,Clark,21049,36263,8782,20872,6609,27481
Kentucky,Clay,21051,19901,4565,12237,3099,15336
Kentucky,Clinton,21053,10218,2465,5735,2018,7753
Kentucky,Crittenden,21055,8806,2115,4811,1880,6691
Kentucky,Cumberland,21057,6614,1506,3601,1507,5108
Kentucky,Daviess,21059,101511,26995,56969,17547,74516
Kentucky,Edmonson,21061,12150,2479,7070,2601,9671
Kentucky,Elliott,21063,7517,1465,4522,1530,6052
Kentucky,Estill,21065,14106,3284,8110,2712,10822
Kentucky,Fayette,21067,323152,78757,199575,44820,244395
Kentucky,Fleming,21069,14581,3882,8075,2624,10699
Kentucky,Floyd,21071,35589,8571,20312,6706,27018
Kentucky,Franklin,21073,50991,12056,29554,9381,38935
Kentucky,Fulton,21075,5969,1379,3352,1238,4590
Kentucky,Gallatin,21077,8869,2325,5287,1257,6544
Kentucky,Garrard,21079,17666,4246,10178,3242,13420
Kentucky,Grant,21081,25069,7177,14372,3520,17892
Kentucky,Graves,21083,37266,9749,20493,7024,27517
Kentucky,Grayson,21085,26427,6715,14931,4781,19712
Kentucky,Green,21087,10941,2461,6173,2307,8480
Kentucky,Greenup,21089,35098,8183,19446,7469,26915
Kentucky,Hancock,21091,8722,2382,4799,1541,6340
Kentucky,Hardin,21093,110958,29831,65100,16027,81127
Kentucky,Harlan,21095,26010,6442,14570,4998,19568
Kentucky,Harrison,21097,18886,4696,10781,3409,14190
Kentucky,Hart,21099,19035,5095,10754,3186,13940
Kentucky,Henderson,21101,45210,11231,25719,8260,33979
Kentucky,Henry,21103,16126,4119,9102,2905,12007
Kentucky,Hickman,21105,4380,897,2327,1156,3483
Kentucky,Hopkins,21107,44686,11040,25152,8494,33646
Kentucky,Jackson,21109,13329,3279,7644,2406,10050
Kentucky,Jefferson,21111,766757,186730,452286,127741,580027
Kentucky,Jessamine,21113,54115,14357,31357,8401,39758
Kentucky,Johnson,21115,22188,5418,12610,4160,16770
Kentucky,Kenton,21117,166998,42966,99185,24847,124032
Kentucky,Knott,21119,14806,3429,8544,2833,11377
Kentucky,Knox,21121,31145,7980,17642,5523,23165
Kentucky,Larue,21123,14398,3568,8257,2573,10830
Kentucky,Laurel,21125,60813,15320,35328,10165,45493
Kentucky,Lawrence,21127,15317,3952,8605,2760,11365
Kentucky,Lee,21129,7403,1481,4648,1274,5922
Kentucky,Leslie,21131,9877,2296,5735,1846,7581
Kentucky,Letcher,21133,21553,5066,12199,4288,16487
Kentucky,Lewis,21135,13275,3187,7631,2457,10088
Kentucky,Lincoln,21137,24549,6312,13621,4616,18237
Kentucky,Livingston,21139,9194,2028,5098,2068,7166
Kentucky,Logan,21141,27102,6927,15124,5051,20175
Kentucky,Lyon,21143,8210,1301,4771,2138,6909
Kentucky,McCracken,21145,65418,15797,36313,13308,49621
Kentucky,McCreary,21147,17231,4129,10300,2802,13102
Kentucky,McLean,21149,9207,2379,4990,1838,6828
Kentucky,Madison,21151,92987,24005,55788,13194,68982
Kentucky,Magoffin,21153,12161,2975,7024,2162,9186
Kentucky,Marion,21155,19273,5042,10966,3265,14231
Kentucky,Marshall,21157,31100,6962,17252,6886,24138
Kentucky,Martin,21159,11195,2387,6896,1912,8808
Kentucky,Mason,21161,17070,4322,9558,3190,12748
Kentucky,Meade,21163,28572,6959,17426,4187,21613
Kentucky,Menifee,21165,6489,1359,3739,1391,5130
Kentucky,Mercer,21167,21933,5286,12505,4142,16647
Kentucky,Metcalfe,21169,10071,2535,5582,1954,7536
Kentucky,Monroe,21171,10650,2640,5962,2048,8010
Kentucky,Montgomery,21173,28157,7157,16404,4596,21000
