state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Kansas,Allen,20001,12369,3167,6608,2594,9202
Kansas,Anderson,20003,7858,2176,3995,1687,5682
Kansas,Atchison,20005,16073,4491,8753,2829,11582
Kansas,Barber,20007,4427,1106,2299,1022,3321
Kansas,Barton,20009,25779,6765,13882,5132,19014
Kansas,Bourbon,20011,14534,4154,7440,2940,10380
Kansas,Brown,20013,9564,2625,4956,1983,6939
Kansas,Butler,20015,66911,18855,37554,10502,48056
Kansas,Chase,20017,2648,575,1386,687,2073
Kansas,Chautauqua,20019,3250,703,1644,903,2547
Kansas,Cherokee,20021,19939,4978,11031,3930,14961
Kansas,Cheyenne,20023,2657,614,1317,726,2043
Kansas,Clark,20025,1994,534,1032,428,1460
Kansas,Clay,20027,8002,2017,4105,1880,5985
Kansas,Cloud,20029,8786,2361,4529,1896,6425
Kansas,Coffey,20031,8179,1954,4431,1794,6225
Kansas,Comanche,20033,1700,448,818,434,1252
Kansas,Cowley,20035,34908,9372,18976,6560,25536
Kansas,Crawford,20037,38818,10187,22496,6135,28631
Kansas,Decatur,20039,2827,610,1414,803,2217
Kansas,Dickinson,20041,18466,4684,10034,3748,13782
Kansas,Doniphan,20043,7600,1957,4140,1503,5643
Kansas,Douglas,20045,122259,29138,77443,15678,93121
Kansas,Edwards,20047,2798,721,1471,606,2077
Kansas,Elk,20049,2530,618,1180,732,1912
Kansas,Ellis,20051,28553,7217,16765,4571,21336
Kansas,Ellsworth,20053,6102,1219,3584,1299,4883
Kansas,Finney,20055,36467,12232,20094,4141,24235
Kansas,Ford,20057,33619,11107,18703,3809,22512
Kansas,Franklin,20059,25544,6761,14437,4346,18783
Kansas,Geary,20061,31670,10397,18415,2858,21273
Kansas,Gove,20063,2636,689,1308,639,1947
Kansas,Graham,20065,2482,544,1243,695,1938
Kansas,Grant,20067,7150,2361,3747,1042,4789
Kansas,Gray,20069,5988,1877,3182,929,4111
Kansas,Greeley,20071,1232,356,633,243,876
Kansas,Greenwood,20073,5982,1421,3044,1517,4561
Kansas,Hamilton,20075,2539,797,1374,368,1742
Kansas,Harper,20077,5436,1453,2706,1277,3983
Kansas,Harvey,20079,34429,9336,18271,6822,25093
Kansas,Haskell,20081,3968,1220,2128,620,2748
Kansas,Hodgeman,20083,1794,452,904,438,1342
Kansas,Jackson,20085,13171,3617,6997,2557,9554
Kansas,Jefferson,20087,19043,4722,10727,3594,14321
Kansas,Jewell,20089,2879,627,1381,871,2252
Kansas,Johnson,20091,602401,158201,353657,90543,444200
Kansas,Kearny,20093,3838,1185,2021,632,2653
Kansas,Kingman,20095,7152,1741,3869,1542,5411
Kansas,Kiowa,20097,2475,670,1243,562,1805
Kansas,Labette,20099,19618,5115,10678,3825,14503
Kansas,Lane,20101,1535,367,807,361,1168
Kansas,Leavenworth,20103,81758,20834,48628,12296,60924
Kansas,Lincoln,20105,2962,710,1499,753,2252
Kansas,Linn,20107,9703,2331,5135,2237,7372
Kansas,Logan,20109,2794,724,1479,591,2070
Kansas,Lyon,20111,33195,8791,19214,5190,24404
Kansas,McPherson,20113,28542,7250,15528,5764,21292
Kansas,Marion,20115,11884,2883,6169,2832,9001
Kansas,Marshall,20117,9707,2547,5012,2148,7160
Kansas,Meade,20119,4033,1117,2128,788,2916
Kansas,Miami,20121,34237,9153,19243,5841,25084
Kansas,Mitchell,20123,5979,1572,2963,1444,4407
Kansas,Montgomery,20125,31829,8639,16727,6463,23190
Kansas,Morris,20127,5620,1269,2978,1373,4351
Kansas,Morton,20129,2587,694,1327,566,1893
Kansas,Nemaha,20131,10231,2986,5198,2047,7245
Kansas,Neosho,20133,16007,4358,8414,3235,11649
Kansas,Ness,20135,2750,629,1382,739,2121
Kansas,Norton,20137,5361,1098,3123,1140,4263
Kansas,Osage,20139,15949,4030,8640,3279,11919
Kansas,Osborne,20141,3421,788,1779,854,2633
Kansas,Ottawa,20143,5704,1392,3099,1213,4312
Kansas,Pawnee,20145,6414,1223,3811,1380,5191
Kansas,Phillips,20147,5234,1288,2648,1298,3946
Kansas,Pottawatomie,20149,24383,7643,13175,3565,16740
Kansas,Pratt,20151,9164,2494,4727,1943,6670
Kansas,Rawlins,20153,2530,586,1237,707,1944
Kansas,Reno,20155,61998,15415,34019,12564,46583
Kansas,Republic,20157,4636,1078,2269,1289,3558
Kansas,Rice,20159,9537,2545,5118,1874,6992
Kansas,Riley,20161,74232,17804,49146,7282,56428
Kansas,Rooks,20163,4920,1175,2608,1137,3745
Kansas,Rush,20165,3036,685,1579,772,2351
Kansas,Russell,20167,6856,1607,3555,1694,5249
Kansas,Saline,20169,54224,13957,30324,9943,40267
Kansas,Scott,20171,4823,1382,2469,972,3441
Kansas,Sedgwick,20173,516042,143981,295028,77033,372061
Kansas,Seward,20175,21428,7585,11681,2162,13843
Kansas,Shawnee,20177,176875,45436,98122,33317,131439
Kansas,Sheridan,20179,2521,666,1257,598,1855
Kansas,Sherman,20181,5917,1620,3145,1152,4297
Kansas,Smith,20183,3583,819,1762,1002,2764
Kansas,Stafford,20185,4156,1071,2126,959,3085
Kansas,Stanton,20187,2006,622,1037,347,1384
Kansas,Stevens,20189,5485,1694,2876,915,3791
Kansas,Sumner,20191,22836,6052,12401,4383,16784
Kansas,Thomas,20193,7777,2177,4195,1405,5600
Kansas,Trego,20195,2803,541,1498,764,2262
Kansas,Wabaunsee,20197,6931,1753,3728,1450,5178
Kansas,Wallace,20199,1518,410,740,368,1108
Kansas,Washington,20201,5406,1323,2789,1294,4083
Kansas,Wichita,20203,2119,621,1069,429,1498
Kansas,Wilson,20205,8525,2235,4412,1878,6290
Kansas,Woodson,20207,3138,734,1614,790,2404
Kansas,Wyandotte,20209,165429,49580,95054,20795,115849
