state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Georgia,Appling,13001,18386,4931,10198,3257,13455
Georgia,Atkinson,13003,8165,2346,4636,1183,5819
Georgia,Bacon,13005,11164,3095,6191,1878,8069
Georgia,Baker,13007,3038,651,1668,719,2387
Georgia,Baldwin,13009,44890,11238,26254,7398,33652
Georgia,Banks,13011,19234,4709,11114,3411,14525
Georgia,Barrow,13013,83240,23213,49423,10604,60027
Georgia,Bartow,13015,107738,28116,64083,15539,79622
Georgia,Ben Hill,13017,16700,4478,9232,2990,12222
Georgia,Berrien,13019,19397,5083,10972,3342,14314
Georgia,Bibb,13021,153159,41907,86745,24507,111252
Georgia,Bleckley,13023,12873,3485,7182,2206,9388
Georgia,Brantley,13025,19109,4858,10968,3283,14251
Georgia,Brooks,13027,15457,3659,8713,3085,11798
Georgia,Bryan,13029,39627,12572,22818,4237,27055
Georgia,Bulloch,13031,79608,22433,47907,9268,57175
Georgia,Burke,13033,22383,6295,12513,3575,16088
Georgia,Butts,13035,24936,5654,15340,3942,19282
Georgia,Calhoun,13037,6189,1172,3992,1025,5017
Georgia,Camden,13039,54666,14522,32368,7776,40144
Georgia,Candler,13043,10803,2936,5857,2010,7867
Georgia,Carroll,13045,119992,33160,70235,16597,86832
Georgia,Catoosa,13047,67580,16769,38520,12291,50811
Georgia,Charlton,13049,13392,2735,8545,2112,10657
Georgia,Chatham,13051,289430,69730,173508,46192,219700
Georgia,Chattahoochee,13053,10907,3069,7308,530,7838
Georgia,Chattooga,13055,24789,6118,14302,4369,18671
Georgia,Cherokee,13057,258773,68179,153011,37583,190594
Georgia,Clarke,13059,128331,31378,82441,14512,96953
Georgia,Clay,13061,2834,610,1449,775,2224
Georgia,Clayton,13063,292256,89005,175084,28167,203251
Georgia,Clinch,13065,6618,1806,3702,1110,4812
Georgia,Cobb,13067,760141,196596,466952,96593,563545
Georgia,Coffee,13069,43273,11745,25438,6090,31528
Georgia,Colquitt,13071,45600,12856,25412,7332,32744
Georgia,Columbia,13073,156714,42939,91878,21897,113775
Georgia,Cook,13075,17270,4711,9666,2893,12559
Georgia,Coweta,13077,148509,39210,88110,21189,109299
Georgia,Crawford,13079,12404,2752,7241,2411,9652
Georgia,Crisp,13081,22372,5859,12204,4309,16513
Georgia,Dade,13083,16116,3695,9181,3240,12421
Georgia,Dawson,13085,26108,5800,15030,5278,20308
Georgia,Decatur,13087,26404,7066,14941,4397,19338
Georgia,DeKalb,13089,759297,191830,469541,97926,567467
Georgia,Dodge,13091,20605,4450,12315,3840,16155
Georgia,Dooly,13093,13390,2482,8084,2824,10908
Georgia,Dougherty,13095,87956,24244,49204,14508,63712
Georgia,Douglas,13097,146343,41505,87472,17366,104838
Georgia,Early,13099,10190,2770,5455,1965,7420
Georgia,Echols,13101,4006,1149,2304,553,2857
Georgia,Effingham,13103,64296,18472,38192,7632,45824
Georgia,Elbert,13105,19194,4570,10537,4087,14624
Georgia,Emanuel,13107,22646,6223,12694,3729,16423
Georgia,Evans,13109,10654,3068,5849,1737,7586
