state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
North Dakota,Adams,38001,2216,471,1113,632,1745
North Dakota,Barnes,38003,10415,2363,5632,2420,8052
North Dakota,Benson,38005,6832,2572,3276,984,4260
North Dakota,Billings,38007,928,204,513,211,724
North Dakota,Bottineau,38009,6282,1526,3215,1541,4756
North Dakota,Bowman,38011,3024,791,1562,671,2233
North Dakota,Burke,38013,2115,566,1100,449,1549
North Dakota,Burleigh,38015,95626,24926,54841,15859,70700
North Dakota,Cass,38017,181923,46608,112643,22672,135315
North Dakota,Cavalier,38019,3762,910,1821,1031,2852
North Dakota,Dickey,38021,4872,1334,2529,1009,3538
North Dakota,Divide,38023,2264,563,1127,574,1701
North Dakota,Dunn,38025,4424,1180,2530,714,3244
North Dakota,Eddy,38027,2287,586,1160,541,1701
North Dakota,Emmons,38029,3241,698,1632,911,2543
North Dakota,Foster,38031,3210,751,1732,727,2459
North Dakota,Golden Valley,38033,1761,403,907,451,1358
North Dakota,Grand Forks,38035,69451,17490,42712,9249,51961
North Dakota,Grant,38037,2274,498,1080,696,1776
North Dakota,Griggs,38039,2231,495,1060,676,1736
North Dakota,Hettinger,38041,2499,677,1271,551,1822
North Dakota,Kidder,38043,2480,562,1287,631,1918
North Dakota,LaMoure,38045,4046,949,1984,1113,3097
North Dakota,Logan,38047,1850,454,904,492,1396
North Dakota,McHenry,38049,5745,1482,3061,1202,4263
North Dakota,McIntosh,38051,2497,498,1196,803,1999
North Dakota,McKenzie,38053,15024,5113,8585,1326,9911
North Dakota,McLean,38055,9450,2227,4932,2291,7223
North Dakota,Mercer,38057,8187,2052,4493,1642,6135
North Dakota,Morton,38059,31364,7782,18263,5319,23582
North Dakota,Mountrail,38061,10545,3142,6178,1225,7403
North Dakota,Nelson,38063,2879,602,1513,764,2277
North Dakota,Oliver,38065,1959,533,982,444,1426
North Dakota,Pembina,38067,6801,1528,3651,1622,5273
North Dakota,Pierce,38069,3975,975,2055,945,3000
North Dakota,Ramsey,38071,11519,2975,6206,2338,8544
North Dakota,Ransom,38073,5218,1271,2840,1107,3947
North Dakota,Renville,38075,2327,557,1287,483,1770
North Dakota,Richland,38077,16177,4216,8940,3021,11961
North Dakota,Rolette,38079,14176,5158,7288,1730,9018
North Dakota,Sargent,38081,3898,909,2106,883,2989
North Dakota,Sheridan,38083,1315,257,610,448,1058
North Dakota,Sioux,38085,4230,1676,2195,359,2554
North Dakota,Slope,38087,750,162,410,178,588
North Dakota,Stark,38089,31489,9143,17974,4372,22346
North Dakota,Steele,38091,1890,443,971,476,1447
North Dakota,Stutsman,38093,20704,4719,11856,4129,15985
North Dakota,Towner,38095,2189,501,1135,553,1688
North Dakota,Traill,38097,8036,2061,4369,1606,5975
North Dakota,Walsh,38099,10641,2678,5671,2292,7963
North Dakota,Ward,38101,67641,17881,40835,8925,49760
North Dakota,Wells,38103,3834,858,1875,1101,2976
North Dakota,Williams,38105,37589,11801,22332,3456,25788
