state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Michigan,Alcona,26001,10405,1435,5209,3761,8970
Michigan,Alger,26003,9108,1520,5195,2393,7588
Michigan,Allegan,26005,118081,30708,67274,20099,87373
Michigan,Alpena,26007,28405,5881,15743,6781,22524
Michigan,Antrim,26009,23324,4530,12258,6536,18794
Michigan,Arenac,26011,14883,2942,8101,3840,11941
Michigan,Baraga,26013,8209,1576,4766,1867,6633
Michigan,Barry,26015,61550,14898,35016,11636,46652
Michigan,Bay,26017,103126,22622,58862,21642,80504
Michigan,Benzie,26019,17766,3467,9511,4788,14299
Michigan,Berrien,26021,153401,36768,85511,31122,116633
Michigan,Branch,26023,43517,10950,24438,8129,32567
Michigan,Calhoun,26025,134159,33949,75776,24434,100210
Michigan,Cass,26027,51787,11859,28779,11149,39928
Michigan,Charlevoix,26029,26143,5329,14245,6569,20814
Michigan,Cheboygan,26031,25276,4553,13629,7094,20723
Michigan,Chippewa,26033,37349,7661,22685,7003,29688
Michigan,Clare,26035,30950,6706,16776,7468,24244
Michigan,Clinton,26037,79595,19308,46393,13894,60287
Michigan,Crawford,26039,14029,2787,7622,3620,11242
Michigan,Delta,26041,35784,7723,19168,8893,28061
Michigan,Dickinson,26043,25239,5552,13933,5754,19687
Michigan,Eaton,26045,110268,25395,63839,21034,84873
Michigan,Emmet,26047,33415,6981,18640,7794,26434
Michigan,Genesee,26049,405813,99935,232957,72921,305878
Michigan,Gladwin,26051,25449,5200,13342,6907,20249
Michigan,Gogebic,26053,13975,2605,7372,3998,11370
Michigan,Grand Traverse,26055,93088,20583,53179,19326,72505
Michigan,Gratiot,26057,40711,9258,24215,7238,31453
Michigan,Hillsdale,26059,45605,11184,25219,9202,34421
Michigan,Houghton,26061,35684,9490,19803,6391,26194
Michigan,Huron,26063,30981,6544,16403,8034,24437
Michigan,Ingham,26065,292406,73320,178439,40647,219086
Michigan,Ionia,26067,64697,15737,39116,9844,48960
Michigan,Iosco,26069,25127,4584,12980,7563,20543
Michigan,Iron,26071,11066,2035,5576,3455,9031
Michigan,Isabella,26073,69872,17458,43173,9241,52414
Michigan,Jackson,26075,158510,37551,92007,28952,120959
Michigan,Kalamazoo,26077,265066,65843,158314,40909,199223
Michigan,Kalkaska,26079,18038,4034,10276,3728,14004
Michigan,Kent,26081,656955,173876,390259,92820,483079
Michigan,Keweenaw,26083,2116,338,971,807,1778
Michigan,Lake,26085,11853,2119,6196,3538,9734
Michigan,Lapeer,26087,87607,19683,51391,16533,67924
Michigan,Leelanau,26089,21761,3848,10957,6956,17913
Michigan,Lenawee,26091,98451,23231,56072,19148,75220
Michigan,Livingston,26093,191995,44462,113163,34370,147533
Michigan,Luce,26095,6229,1122,3794,1313,5107
Michigan,Mackinac,26097,10799,1892,5823,3084,8907
Michigan,Macomb,26099,873972,199960,521744,152268,674012
Michigan,Manistee,26101,24558,4682,13418,6458,19876
Michigan,Marquette,26103,66699,14627,38984,13088,52072
Michigan,Mason,26105,29144,6455,15620,7069,22689
Michigan,Mecosta,26107,43453,10730,24625,8098,32723
Michigan,Menominee,26109,22780,4451,12503,5826,18329
Michigan,Midland,26111,83156,19765,47686,15705,63391
Michigan,Missaukee,26113,15118,3759,8224,3135,11359
Michigan,Monroe,26115,150500,34991,87281,28228,115509
Michigan,Montcalm,26117,63888,15381,36914,11593,48507
Michigan,Montmorency,26119,9328,1525,4739,3064,7803
Michigan,Muskegon,26121,173566,43573,99432,30561,129993
Michigan,Newaygo,26123,48980,11964,27329,9687,37016
Michigan,Oakland,26125,1257584,287732,752176,217676,969852
Michigan,Oceana,26127,26467,6496,14324,5647,19971
Michigan,Ogemaw,26129,20997,4256,11227,5514,16741
Michigan,Ontonagon,26131,5720,803,2763,2154,4917
Michigan,Osceola,26133,23460,5722,12675,5063,17738
Michigan,Oscoda,26135,8241,1742,4224,2275,6499
Michigan,Otsego,26137,24668,5661,13644,5363,19007
Michigan,Ottawa,26139,291830,81207,165335,45288,210623
Michigan,Presque Isle,26141,12592,2165,6332,4095,10427
Michigan,Roscommon,26143,24019,3877,12152,7990,20142
Michigan,Saginaw,26145,190539,46261,106864,37414,144278
Michigan,St. Clair,26147,159128,36021,92228,30879,123107
Michigan,St. Joseph,26149,60964,16108,33599,11257,44856
Michigan,Sanilac,26151,41170,9662,22412,9096,31508
Michigan,Schoolcraft,26153,8094,1528,4337,2229,6566
Michigan,Shiawassee,26155,68122,15872,39279,12971,52250
Michigan,Tuscola,26157,52245,11607,29758,10880,40638
Michigan,Van Buren,26159,75677,19189,42363,14125,56488
Michigan,Washtenaw,26161,367601,87609,226623,53369,279992
Michigan,Wayne,26163,1749343,452883,1019930,276530,1296460
Michigan,Wexford,26165,33631,8394,18656,6581,25237
