SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,28,28001,Mississippi,Adams County,12,30693,15946,14747,1749,852,897,2978,1512,1466,1376,681,695,2251,1225,1026,25277,13242,12035,24590,12901,11689,11377,6605,4772,8106,4865,3241,8228,4259,3969,6005,2552,3453,1749,852,897,1629,825,804,1705,853,852,1608,823,785,1663,917,746,2096,1207,889,1970,1162,808,2095,1330,765,1945,1166,779,1752,974,778,1802,981,821,2304,1186,1118,2370,1118,1252,2042,958,1084,1474,659,815,1016,432,584,736,274,462,737,229,508,42.1,40,45.3
50,28,28003,Mississippi,Alcorn County,12,36953,18003,18950,2150,1079,1071,4187,2123,2064,1972,1010,962,2915,1564,1351,29640,14299,15341,28644,13791,14853,13496,6850,6646,9101,4523,4578,9663,4737,4926,6965,2967,3998,2150,1079,1071,2219,1118,1101,2460,1252,1208,2301,1206,1095,2094,1121,973,2463,1209,1254,2167,1106,1061,2248,1094,1154,2223,1114,1109,2443,1199,1244,2325,1175,1150,2530,1255,1275,2365,1108,1257,2043,905,1138,1953,844,1109,1373,581,792,859,390,469,737,247,490,40.8,39.3,42.5
50,28,28005,Mississippi,Amite County,12,12297,5934,6363,648,328,320,1273,639,634,573,275,298,822,424,398,10097,4834,5263,9803,4692,5111,3763,1877,1886,2508,1241,1267,3506,1668,1838,2967,1359,1608,648,328,320,681,332,349,732,370,362,670,335,335,585,301,284,682,366,316,595,289,306,620,299,321,611,287,324,662,338,324,752,359,393,1010,464,546,1082,507,575,950,481,469,713,330,383,591,261,330,354,167,187,359,120,239,47.6,46,49.2
50,28,28007,Mississippi,Attala County,12,18174,8590,9584,1159,555,604,2359,1153,1206,1014,478,536,1471,765,706,14126,6633,7493,13642,6404,7238,6312,3054,3258,4089,1933,2156,4545,2144,2401,3537,1562,1975,1159,555,604,1233,601,632,1388,674,714,1184,567,617,1039,554,485,1099,537,562,992,450,542,1042,490,552,956,456,500,1055,486,569,1118,513,605,1171,567,604,1201,578,623,1016,463,553,946,447,499,632,297,335,496,220,276,447,135,312,39.8,38.8,41
50,28,28009,Mississippi,Benton County,12,8259,4079,4180,468,237,231,870,439,431,423,211,212,639,324,315,6725,3296,3429,6498,3192,3306,2899,1455,1444,1946,982,964,2347,1170,1177,1566,716,850,468,237,231,437,210,227,542,291,251,494,243,251,459,230,229,507,268,239,483,247,236,458,219,239,498,248,250,511,240,271,595,306,289,653,340,313,588,284,304,451,229,222,436,195,241,314,144,170,197,89,108,168,59,109,42.8,42,43.6
50,28,28011,Mississippi,Bolivar County,12,30628,14261,16367,2038,1055,983,3916,1996,1920,1529,733,796,3068,1484,1584,23893,10820,13073,23145,10477,12668,11901,5703,6198,7701,3680,4021,7379,3291,4088,4997,2022,2975,2038,1055,983,2219,1149,1070,2094,1041,1053,2055,961,1094,2145,1062,1083,2177,1080,1097,2018,956,1062,1911,916,995,1595,728,867,1756,770,986,1773,816,957,1992,894,1098,1858,811,1047,1713,722,991,1414,609,805,886,367,519,484,198,286,500,126,374,36.4,33.9,38.7
50,28,28013,Mississippi,Calhoun County,12,14361,6902,7459,810,412,398,1697,890,807,824,435,389,1091,546,545,11449,5389,6060,11030,5165,5865,4946,2451,2495,3219,1571,1648,3923,1833,2090,2797,1215,1582,810,412,398,874,440,434,1011,551,460,933,478,455,794,402,392,843,402,441,768,391,377,837,409,428,771,369,402,975,478,497,979,457,522,969,418,551,1000,480,520,888,434,454,664,312,352,529,226,303,363,140,223,353,103,250,42.1,39.5,44.3
50,28,28015,Mississippi,Carroll County,12,9947,5005,4942,422,204,218,945,477,468,490,233,257,703,390,313,8336,4208,4128,8090,4091,3999,3266,1724,1542,2188,1154,1034,2787,1385,1402,2412,1162,1250,422,204,218,480,242,238,580,288,292,541,264,277,537,306,231,559,306,253,521,301,220,547,285,262,561,262,299,619,323,296,620,308,312,755,369,386,793,385,408,716,359,357,675,341,334,472,220,252,296,140,156,253,102,151,46.9,45.8,48.2
50,28,28017,Mississippi,Chickasaw County,12,17103,8446,8657,1185,616,569,2149,1094,1055,930,484,446,1501,830,671,13308,6512,6796,12839,6252,6587,6396,3351,3045,4166,2136,2030,4171,1976,2195,3001,1310,1691,1185,616,569,1155,586,569,1195,607,588,1148,619,529,1082,596,486,1167,566,601,1007,530,477,1012,528,484,980,512,468,922,458,464,1054,483,571,1105,524,581,1090,511,579,930,462,468,750,334,416,555,233,322,405,172,233,361,109,252,37.9,36,40.3
50,28,28019,Mississippi,Choctaw County,12,8210,4009,4201,431,231,200,920,474,446,404,220,184,614,318,296,6649,3188,3461,6455,3084,3371,2735,1360,1375,1826,888,938,2186,1088,1098,1829,790,1039,431,231,200,479,253,226,550,287,263,465,249,216,444,223,221,465,224,241,480,243,237,426,210,216,455,211,244,479,235,244,525,263,262,625,318,307,557,272,285,551,252,299,451,219,232,361,142,219,271,106,165,195,71,124,43.9,41.9,46.1
