SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,36,36001,New York,Albany County,12,305506,147818,157688,15204,7841,7363,27656,14252,13404,12905,6381,6524,44050,21550,22500,256393,122598,133795,249741,119344,130397,130232,64404,65828,76354,38015,38339,76065,36867,39198,53272,22912,30360,15204,7841,7363,15584,8026,7558,15149,7768,7381,22085,10754,11331,31793,15635,16158,21533,10749,10784,19323,9742,9581,18944,9354,9590,16554,8170,8384,17005,8336,8669,18699,9085,9614,20668,9991,10677,19693,9455,10238,17003,7934,9069,13715,6316,7399,9039,3903,5136,5915,2348,3567,7600,2411,5189,38.2,36.8,39.5
50,36,36003,New York,Allegany County,12,46091,23418,22673,2424,1247,1177,4589,2365,2224,2261,1231,1030,6687,3614,3073,37974,19212,18762,36817,18575,18242,17809,9301,8508,9413,4745,4668,11662,5859,5803,9055,4357,4698,2424,1247,1177,2505,1335,1170,2636,1319,1317,4330,2363,1967,4066,2193,1873,2248,1156,1092,2447,1257,1190,2384,1174,1210,2334,1158,1176,2431,1225,1206,2673,1310,1363,3198,1602,1596,3360,1722,1638,2971,1481,1490,2360,1212,1148,1584,756,828,1071,498,573,1069,410,659,40,38.6,41.4
50,36,36005,New York,Bronx County,12,1418207,669548,748659,100199,51003,49196,173858,88849,85009,74606,38152,36454,137701,69513,68188,1107162,510782,596380,1069544,491544,578000,600560,292322,308238,406777,194151,212626,336300,153209,183091,188766,74671,114095,100199,51003,49196,99727,50895,48832,92655,47448,45207,93757,48203,45554,100026,49968,50058,119696,58667,61029,107687,52145,55542,94126,44281,49845,85268,39058,46210,84852,39207,45645,88913,40818,48095,87095,39411,47684,75440,33773,41667,58626,25796,32830,46077,19099,26978,34059,13126,20933,23517,8667,14850,26487,7983,18504,34.8,32.6,36.9
50,36,36007,New York,Broome County,12,190488,93845,96643,9886,5168,4718,18366,9512,8854,8553,4453,4100,27003,13923,13080,158001,76980,81021,153683,74712,78971,74863,38182,36681,41423,20909,20514,48277,23733,24544,36980,16147,20833,9886,5168,4718,10225,5304,4921,10257,5311,4946,14520,7586,6934,18920,9687,9233,11418,5888,5530,10239,5185,5054,10375,5156,5219,9391,4680,4711,9738,4820,4918,11262,5499,5763,13842,6793,7049,13435,6621,6814,10992,5330,5662,8855,4084,4771,6487,2881,3606,4783,1902,2881,5863,1950,3913,39.7,37.7,41.8
50,36,36009,New York,Cattaraugus County,12,76117,37853,38264,4160,2139,2021,8489,4298,4191,3987,2061,1926,6862,3508,3354,61469,30407,31062,59481,29355,30126,26527,13477,13050,16678,8428,8250,20919,10404,10515,15022,7015,8007,4160,2139,2021,4618,2357,2261,4871,2461,2410,5131,2616,2515,4718,2433,2285,4170,2133,2037,4166,2082,2084,4271,2167,2104,4071,2046,2025,4397,2165,2232,4944,2483,2461,5716,2866,2850,5862,2890,2972,4995,2442,2553,3863,1919,1944,2581,1225,1356,1758,784,974,1825,645,1180,42.4,41.3,43.5
50,36,36011,New York,Cayuga County,12,76576,39286,37290,3830,2003,1827,7503,3868,3635,3568,1852,1716,6193,3265,2928,63494,32513,30981,61675,31563,30112,27349,14713,12636,18459,10044,8415,21834,11116,10718,15189,7138,8051,3830,2003,1827,4038,2060,1978,4336,2256,2080,4391,2261,2130,4499,2408,2091,4850,2697,2153,4675,2604,2071,4734,2498,2236,4200,2245,1955,4609,2458,2151,5270,2744,2526,6038,3024,3014,5917,2890,3027,4852,2479,2373,3980,1940,2040,2585,1203,1382,1753,783,970,2019,733,1286,43.5,41.9,45.4
50,36,36013,New York,Chautauqua County,12,126903,62574,64329,6896,3415,3481,12722,6505,6217,6011,3102,2909,12218,6253,5965,104353,51152,53201,101274,49552,51722,45086,22953,22133,28305,14356,13949,34466,17071,17395,26285,11872,14413,6896,3415,3481,6960,3514,3446,7210,3749,3461,8700,4360,4340,8081,4237,3844,7486,3976,3510,7354,3751,3603,6884,3416,3468,6581,3213,3368,7277,3626,3651,7996,4028,3968,9450,4637,4813,9743,4780,4963,8397,4234,4163,6362,2963,3399,4702,2101,2601,3101,1294,1807,3723,1280,2443,43,41.3,44.5
50,36,36015,New York,Chemung County,12,83456,41328,42128,4618,2356,2262,8992,4541,4451,4073,2052,2021,6764,3500,3264,67855,33397,34458,65773,32379,33394,30103,15602,14501,20264,10560,9704,22461,11070,11391,16284,7249,9035,4618,2356,2262,4931,2494,2437,5059,2557,2502,5030,2530,2500,4809,2512,2297,5218,2758,2460,5178,2747,2431,5140,2593,2547,4728,2462,2266,4867,2498,2369,5385,2654,2731,6151,2993,3158,6058,2925,3133,5218,2502,2716,4049,1875,2174,2746,1224,1522,2017,864,1153,2254,784,1470,41.9,40.2,43.6
50,36,36017,New York,Chenango County,12,47207,23657,23550,2521,1272,1249,4919,2520,2399,2277,1180,1097,3461,1804,1657,38661,19285,19376,37490,18685,18805,15743,8101,7642,10540,5403,5137,13639,6776,6863,9850,4702,5148,2521,1272,1249,2682,1350,1332,2772,1456,1316,2705,1392,1313,2498,1306,1192,2869,1485,1384,2493,1288,1205,2609,1332,1277,2569,1298,1271,2847,1393,1454,3191,1613,1578,3769,1868,1901,3832,1902,1930,3094,1554,1540,2603,1263,1340,1879,923,956,1163,530,633,1111,432,679,44.8,43.6,46
50,36,36019,New York,Clinton County,12,80485,41357,39128,3890,1958,1932,7317,3750,3567,3214,1653,1561,10275,5118,5157,67686,34848,32838,66064,33996,32068,32438,17439,14999,19732,11068,8664,21836,11209,10627,14221,6601,7620,3890,1958,1932,4055,2083,1972,4045,2067,1978,5425,2711,2714,7281,3660,3621,5151,2880,2271,4990,2895,2095,4993,2734,2259,4598,2559,2039,4837,2621,2216,5254,2709,2545,6074,3070,3004,5671,2809,2862,4605,2291,2314,3683,1766,1917,2471,1139,1332,1736,752,984,1726,653,1073,40.4,39.5,41.7
50,36,36021,New York,Columbia County,12,59461,29736,29725,2496,1313,1183,4897,2569,2328,2693,1456,1237,3945,2139,1806,50753,25145,25608,49375,24398,24977,18890,9700,9190,12884,6439,6445,18046,9059,8987,14500,6761,7739,2496,1313,1183,2648,1356,1292,2881,1547,1334,3131,1731,1400,2875,1530,1345,3401,1730,1671,3148,1581,1567,3203,1579,1624,3132,1549,1583,3665,1838,1827,4361,2190,2171,5039,2549,2490,4981,2482,2499,4485,2167,2318,3812,1866,1946,2695,1288,1407,1640,696,944,1868,744,1124,49,47.8,50.1
50,36,36023,New York,Cortland County,12,47581,23288,24293,2464,1302,1162,4471,2267,2204,2190,1110,1080,8543,3986,4557,39574,19140,20434,38456,18609,19847,20476,10046,10430,10285,5240,5045,11593,5740,5853,8035,3643,4392,2464,1302,1162,2354,1208,1146,2659,1349,1310,4470,2088,2382,5721,2718,3003,2810,1403,1407,2567,1320,1247,2498,1260,1238,2410,1257,1153,2539,1251,1288,2830,1429,1401,3241,1567,1674,2983,1493,1490,2572,1246,1326,2037,985,1052,1444,649,795,972,420,552,1010,343,667,36.6,36.2,37
50,36,36025,New York,Delaware County,12,44135,22347,21788,1750,887,863,3652,1845,1807,1807,946,861,4182,2305,1877,37888,19183,18705,36926,18669,18257,14374,7531,6843,8811,4494,4317,12817,6440,6377,11116,5430,5686,1750,887,863,1905,974,931,2173,1085,1088,3013,1677,1336,2550,1360,1190,2281,1226,1055,2244,1160,1084,2175,1073,1102,2111,1035,1076,2513,1286,1227,2842,1415,1427,3585,1769,1816,3877,1970,1907,3380,1719,1661,2916,1495,1421,2113,1034,1079,1353,627,726,1354,555,799,48.9,47.9,49.8
50,36,36027,New York,Dutchess County,12,294218,146237,147981,13561,6878,6683,27065,13925,13140,14264,7340,6924,31062,15378,15684,246742,121897,124845,239328,118094,121234,111598,57228,54370,69569,36215,33354,85298,42476,42822,53399,24025,29374,13561,6878,6683,14639,7576,7063,15723,8054,7669,20863,10425,10438,21166,10588,10578,18157,9732,8425,17195,9013,8182,17252,8771,8481,16965,8699,8266,18856,9477,9379,21546,10651,10895,23742,11775,11967,21154,10573,10581,16740,8092,8648,13365,6220,7145,9425,4219,5206,6517,2800,3717,7352,2694,4658,42.5,41.2,44
