state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Florida,Alachua,12001,269043,874,307.8
Florida,Baker,12003,29210,585,49.9
Florida,Bay,12005,174705,764,228.7
Florida,Bradford,12007,28201,293,96.2
Florida,Brevard,12009,601942,1018,591.3
Florida,Broward,12011,1952778,1209,1615.2
Florida,Calhoun,12013,14105,567,24.9
Florida,Charlotte,12015,188910,694,272.2
Florida,Citrus,12017,149657,584,256.3
Florida,Clay,12019,219252,601,364.8
Florida,Collier,12021,384902,2026,190
Florida,Columbia,12023,71686,797,89.9
Florida,DeSoto,12027,38001,637,59.7
Florida,Dixie,12029,16826,704,23.9
Florida,Duval,12031,957755,774,1237.4
Florida,Escambia,12033,318316,664,479.4
Florida,Flagler,12035,115081,485,237.3
Florida,Franklin,12037,12125,534,22.7
Florida,Gadsden,12039,45660,516,88.5
Florida,Gilchrist,12041,18582,349,53.2
Florida,Glades,12043,13811,774,17.8
Florida,Gulf,12045,13639,565,24.1
Florida,Hamilton,12047,14428,515,28
Florida,Hardee,12049,26937,637,42.3
Florida,Hendry,12051,42022,1153,36.4
Florida,Hernando,12053,193920,478,405.7
Florida,Highlands,12055,106221,1028,103.3
Florida,Hillsborough,12057,1471968,1051,1400.5
Florida,Holmes,12059,19617,482,40.7
Florida,Indian River,12061,159923,503,317.9
Florida,Jackson,12063,46414,916,50.7
Florida,Jefferson,12065,14246,598,23.8
Florida,Lafayette,12067,8422,543,15.5
Florida,Lake,12069,367118,953,385.2
Florida,Lee,12071,770577,804,958.4
Florida,Leon,12073,293582,667,440.2
Florida,Levy,12075,41503,1118,37.1
Florida,Liberty,12077,8354,836,10
Florida,Madison,12079,18493,692,26.7
Florida,Manatee,12081,403253,741,544.2
Florida,Marion,12083,365579,1579,231.5
Florida,Martin,12085,161000,556,289.6
Florida,Miami-Dade,12086,2716940,1946,1396.2
Florida,Monroe,12087,74228,997,74.5
Florida,Nassau,12089,88625,652,135.9
Florida,Okaloosa,12091,210738,936,225.1
Florida,Okeechobee,12093,42168,774,54.5
Florida,Orange,12095,1393452,908,1534.6
Florida,Osceola,12097,375751,1322,284.2
Florida,Palm Beach,12099,1496770,2034,735.9
Florida,Pasco,12101,553947,745,743.6
Florida,Pinellas,12103,974996,280,3482.1
Florida,Polk,12105,724777,1875,386.5
Florida,Putnam,12107,74521,722,103.2
Florida,St. Johns,12109,264672,609,434.6
Florida,St. Lucie,12111,328297,572,573.9
Florida,Santa Rosa,12113,184313,1016,181.4
Florida,Sarasota,12115,433742,572,758.3
Florida,Seminole,12117,471826,308,1531.9
Florida,Sumter,12119,132420,546,242.5
Florida,Suwannee,12121,44417,688,64.6
Florida,Taylor,12123,21569,1042,20.7
Florida,Union,12125,15237,240,63.5
Florida,Volusia,12127,553284,1106,500.3
Florida,Wakulla,12129,33739,607,55.6
Florida,Walton,12131,74071,1058,70
Florida,Washington,12133,25473,580,43.9
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
