state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Maine,Androscoggin,23001,108277,497,217.9
Maine,Aroostook,23003,67055,6829,9.8
Maine,Cumberland,23005,295003,1217,242.4
Maine,Franklin,23007,30199,1744,17.3
Maine,Hancock,23009,54987,2351,23.4
Maine,Kennebec,23011,122302,951,128.6
Maine,Knox,23013,39772,1142,34.8
Maine,Lincoln,23015,34634,700,49.5
Maine,Oxford,23017,57975,2175,26.7
Maine,Penobscot,23019,152148,3556,42.8
Maine,Piscataquis,23021,16785,4377,3.8
Maine,Sagadahoc,23023,35856,370,96.9
Maine,Somerset,23025,50484,4095,12.3
Maine,Waldo,23027,39715,853,46.6
Maine,Washington,23029,31379,3255,9.6
Maine,York,23031,207641,1271,163.4
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
