state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Iowa,Adair,19001,7152,569,12.6
Iowa,Adams,19003,3602,424,8.5
Iowa,Allamakee,19005,13687,640,21.4
Iowa,Appanoose,19007,12426,496,25.1
Iowa,Audubon,19009,5496,443,12.4
Iowa,Benton,19011,25645,716,35.8
Iowa,Black Hawk,19013,131228,567,231.4
Iowa,Boone,19015,26234,572,45.9
Iowa,Bremer,19017,25062,428,58.6
Iowa,Buchanan,19019,21175,571,37.1
Iowa,Buena Vista,19021,19620,575,34.1
Iowa,Butler,19023,14439,580,24.9
Iowa,Calhoun,19025,9668,570,17
Iowa,Carroll,19027,20165,569,35.4
Iowa,Cass,19029,12836,564,22.8
Iowa,Cedar,19031,18627,580,32.1
Iowa,Cerro Gordo,19033,42450,568,74.7
Iowa,Cherokee,19035,11235,577,19.5
Iowa,Chickasaw,19037,11933,505,23.6
Iowa,Clarke,19039,9395,431,21.8
Iowa,Clay,19041,16016,569,28.1
Iowa,Clayton,19043,17549,779,22.5
Iowa,Clinton,19045,46429,695,66.8
Iowa,Crawford,19047,16820,714,23.6
Iowa,Dallas,19049,93453,586,159.5
Iowa,Davis,19051,9000,503,17.9
Iowa,Decatur,19053,7870,532,14.8
Iowa,Delaware,19055,17011,578,29.4
Iowa,Des Moines,19057,38967,416,93.7
Iowa,Dickinson,19059,17258,381,45.3
Iowa,Dubuque,19061,97311,608,160.1
Iowa,Emmet,19063,9208,396,23.3
Iowa,Fayette,19065,19650,731,26.9
Iowa,Floyd,19067,15642,501,31.2
Iowa,Franklin,19069,10070,582,17.3
Iowa,Fremont,19071,6960,511,13.6
Iowa,Greene,19073,8888,568,15.6
Iowa,Grundy,19075,12232,503,24.3
Iowa,Guthrie,19077,10689,591,18.1
Iowa,Hamilton,19079,14773,577,25.6
Iowa,Hancock,19081,10630,571,18.6
Iowa,Hardin,19083,16846,569,29.6
Iowa,Harrison,19085,14049,697,20.2
Iowa,Henry,19087,19954,434,46
Iowa,Howard,19089,9158,473,19.4
Iowa,Humboldt,19091,9558,434,22
Iowa,Ida,19093,6860,432,15.9
Iowa,Iowa,19095,16184,586,27.6
Iowa,Jackson,19097,19439,636,30.6
Iowa,Jasper,19099,37185,730,50.9
Iowa,Jefferson,19101,18295,435,42.1
Iowa,Johnson,19103,151140,614,246.2
Iowa,Jones,19105,20681,575,36
Iowa,Keokuk,19107,10246,579,17.7
Iowa,Kossuth,19109,14813,973,15.2
Iowa,Lee,19111,33657,517,65.1
Iowa,Linn,19113,226706,718,315.7
Iowa,Louisa,19115,11035,402,27.5
Iowa,Lucas,19117,8600,431,20
Iowa,Lyon,19119,11755,588,20
Iowa,Madison,19121,16338,561,29.1
Iowa,Mahaska,19123,22095,571,38.7
Iowa,Marion,19125,33253,554,60
Iowa,Marshall,19127,39369,572,68.8
Iowa,Mills,19129,15109,437,34.6
Iowa,Mitchell,19131,10586,469,22.6
Iowa,Monona,19133,8615,693,12.4
Iowa,Monroe,19135,7707,433,17.8
Iowa,Montgomery,19137,9917,424,23.4
Iowa,Muscatine,19139,42664,439,97.2
Iowa,O'Brien,19141,13753,573,24
Iowa,Osceola,19143,5958,399,14.9
Iowa,Page,19145,15107,535,28.2
Iowa,Palo Alto,19147,8886,564,15.8
Iowa,Plymouth,19149,25177,864,29.1
Iowa,Pocahontas,19151,6619,578,11.5
Iowa,Polk,19153,490161,570,859.9
Iowa,Pottawattamie,19155,93206,954,97.7
Iowa,Poweshiek,19157,18504,585,31.6
Iowa,Ringgold,19159,4894,538,9.1
Iowa,Sac,19161,9721,576,16.9
Iowa,Scott,19163,172943,458,377.6
Iowa,Shelby,19165,11454,591,19.4
Iowa,Sioux,19167,34855,768,45.4
Iowa,Story,19169,97117,573,169.5
Iowa,Tama,19171,16854,721,23.4
Iowa,Taylor,19173,6121,534,11.5
Iowa,Union,19175,12241,424,28.9
Iowa,Van Buren,19177,7044,485,14.5
Iowa,Wapello,19179,34969,432,80.9
Iowa,Warren,19181,51466,572,90
Iowa,Washington,19183,21965,569,38.6
Iowa,Wayne,19185,6441,526,12.2
Iowa,Webster,19187,35904,715,50.2
Iowa,Winnebago,19189,10354,400,25.9
Iowa,Winneshiek,19191,19991,690,29
Iowa,Woodbury,19193,103107,873,118.1
Iowa,Worth,19195,7381,400,18.5
Iowa,Wright,19197,12562,581,21.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
