state,county,fips,POP tot,land area (sq/mi),pop/sqmi
South Carolina,Abbeville,45001,24527,511,48
South Carolina,Aiken,45003,170872,1080,158.2
South Carolina,Allendale,45005,8688,413,21
South Carolina,Anderson,45007,202558,757,267.6
South Carolina,Bamberg,45009,14066,395,35.6
South Carolina,Barnwell,45011,20866,557,37.5
South Carolina,Beaufort,45013,192122,576,333.5
South Carolina,Berkeley,45015,227907,1228,185.6
South Carolina,Calhoun,45017,14553,392,37.1
South Carolina,Charleston,45019,411406,1358,302.9
South Carolina,Cherokee,45021,57300,397,144.3
South Carolina,Chester,45023,32244,586,55
South Carolina,Chesterfield,45025,45650,806,56.6
South Carolina,Clarendon,45027,33745,696,48.5
South Carolina,Colleton,45029,37677,1133,33.3
South Carolina,Darlington,45031,66618,567,117.5
South Carolina,Dillon,45033,30479,407,74.9
South Carolina,Dorchester,45035,162809,577,282.2
South Carolina,Edgefield,45037,27260,507,53.8
South Carolina,Fairfield,45039,22347,710,31.5
South Carolina,Florence,45041,138293,804,172
South Carolina,Georgetown,45043,62680,813.6,77
South Carolina,Greenville,45045,523542,795,658.5
South Carolina,Greenwood,45047,70811,463,152.9
South Carolina,Hampton,45049,19222,563,34.1
South Carolina,Horry,45051,354081,1255,282.1
South Carolina,Jasper,45053,30073,700,43
South Carolina,Kershaw,45055,66551,740,89.9
South Carolina,Lancaster,45057,98012,555,176.6
South Carolina,Laurens,45059,67493,724,93.2
South Carolina,Lee,45061,16828,411,40.9
South Carolina,Lexington,45063,298750,758,394.1
South Carolina,McCormick,45065,9463,494,19.2
South Carolina,Marion,45067,30657,485,63.2
South Carolina,Marlboro,45069,26118,394,66.3
South Carolina,Newberry,45071,38440,647,59.4
South Carolina,Oconee,45073,79546,674,118
South Carolina,Orangeburg,45075,86175,1128,76.4
South Carolina,Pickens,45077,126884,512,247.8
South Carolina,Richland,45079,415759,772,538.5
South Carolina,Saluda,45081,20473,462,44.3
South Carolina,Spartanburg,45083,319785,819,390.5
South Carolina,Sumter,45085,106721,682,156.5
South Carolina,Union,45087,27316,516,52.9
South Carolina,Williamsburg,45089,30368,937,32.4
South Carolina,York,45091,280979,696,403.7
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
