state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Nebraska,Adams,31001,10085,4213,14602,69.07%,28.85%,97.92%,RIGHT,31363
Nebraska,Antelope,31003,3093,452,3583,86.32%,12.62%,98.94%,RIGHT,6298
Nebraska,Arthur,31005,260,21,284,91.55%,7.39%,98.94%,RIGHT,463
Nebraska,Banner,31007,362,43,410,88.29%,10.49%,98.78%,RIGHT,745
Nebraska,Blaine,31009,280,35,317,88.33%,11.04%,99.37%,RIGHT,465
Nebraska,Boone,31011,2653,499,3217,82.47%,15.51%,97.98%,RIGHT,5192
Nebraska,Box Butte,31013,4002,1051,5181,77.24%,20.29%,97.53%,RIGHT,10783
Nebraska,Boyd,31015,1010,135,1153,87.60%,11.71%,99.31%,RIGHT,1919
Nebraska,Brown,31017,1470,191,1679,87.55%,11.38%,98.93%,RIGHT,2955
Nebraska,Buffalo,31019,16640,6350,23589,70.54%,26.92%,97.46%,RIGHT,49659
Nebraska,Burt,31021,2580,1063,3731,69.15%,28.49%,97.64%,RIGHT,6459
Nebraska,Butler,31023,3542,873,4498,78.75%,19.41%,98.15%,RIGHT,8016
Nebraska,Cass,31025,10121,4737,15284,66.22%,30.99%,97.21%,RIGHT,26248
Nebraska,Cedar,31027,4174,725,4996,83.55%,14.51%,98.06%,RIGHT,8402
Nebraska,Chase,31029,1740,226,1993,87.31%,11.34%,98.65%,RIGHT,3924
Nebraska,Cherry,31031,2844,373,3265,87.11%,11.42%,98.53%,RIGHT,5689
Nebraska,Cheyenne,31033,3813,855,4765,80.02%,17.94%,97.96%,RIGHT,8910
Nebraska,Clay,31035,2848,632,3558,80.04%,17.76%,97.81%,RIGHT,6203
Nebraska,Colfax,31037,2636,1025,3726,70.75%,27.51%,98.26%,RIGHT,10709
Nebraska,Cuming,31039,3507,870,4451,78.79%,19.55%,98.34%,RIGHT,8846
Nebraska,Custer,31041,5090,786,5993,84.93%,13.12%,98.05%,RIGHT,10777
Nebraska,Dakota,31043,3926,2744,6794,57.79%,40.39%,98.17%,RIGHT,20026
Nebraska,Dawes,31045,2931,1082,4121,71.12%,26.26%,97.38%,RIGHT,8589
Nebraska,Dawson,31047,6524,2497,9178,71.08%,27.21%,98.29%,RIGHT,23595
Nebraska,Deuel,31049,871,141,1032,84.40%,13.66%,98.06%,RIGHT,1794
Nebraska,Dixon,31051,2335,651,3083,75.74%,21.12%,96.85%,RIGHT,5636
Nebraska,Dodge,31053,10984,5544,16876,65.09%,32.85%,97.94%,RIGHT,36565
Nebraska,Douglas,31055,119159,150350,274951,43.34%,54.68%,98.02%,LEFT,571327
Nebraska,Dundy,31057,883,105,999,88.39%,10.51%,98.90%,RIGHT,1693
Nebraska,Fillmore,31059,2359,693,3134,75.27%,22.11%,97.38%,RIGHT,5462
Nebraska,Franklin,31061,1437,276,1724,83.35%,16.01%,99.36%,RIGHT,2979
Nebraska,Frontier,31063,1229,189,1440,85.35%,13.13%,98.47%,RIGHT,2627
Nebraska,Furnas,31065,2163,399,2601,83.16%,15.34%,98.50%,RIGHT,4676
Nebraska,Gage,31067,7445,3385,11068,67.27%,30.58%,97.85%,RIGHT,21513
Nebraska,Garden,31069,1016,161,1195,85.02%,13.47%,98.49%,RIGHT,1837
Nebraska,Garfield,31071,933,133,1075,86.79%,12.37%,99.16%,RIGHT,1969
Nebraska,Gosper,31073,893,215,1118,79.87%,19.23%,99.11%,RIGHT,1990
Nebraska,Grant,31075,375,20,402,93.28%,4.98%,98.26%,RIGHT,623
Nebraska,Greeley,31077,1016,229,1258,80.76%,18.20%,98.97%,RIGHT,2356
Nebraska,Hall,31079,16189,7681,24374,66.42%,31.51%,97.93%,RIGHT,61353
Nebraska,Hamilton,31081,4309,1118,5533,77.88%,20.21%,98.08%,RIGHT,9324
Nebraska,Harlan,31083,1615,282,1928,83.77%,14.63%,98.39%,RIGHT,3380
Nebraska,Hayes,31085,494,34,534,92.51%,6.37%,98.88%,RIGHT,922
Nebraska,Hitchcock,31087,1264,175,1469,86.04%,11.91%,97.96%,RIGHT,2762
Nebraska,Holt,31089,4769,686,5537,86.13%,12.39%,98.52%,RIGHT,10067
Nebraska,Hooker,31091,376,59,442,85.07%,13.35%,98.42%,RIGHT,682
Nebraska,Howard,31093,2786,648,3501,79.58%,18.51%,98.09%,RIGHT,6445
Nebraska,Jefferson,31095,2616,1016,3716,70.40%,27.34%,97.74%,RIGHT,7046
Nebraska,Johnson,31097,1518,647,2229,68.10%,29.03%,97.13%,RIGHT,5071
Nebraska,Kearney,31099,2822,701,3604,78.30%,19.45%,97.75%,RIGHT,6495
Nebraska,Keith,31101,3544,763,4364,81.21%,17.48%,98.69%,RIGHT,8034
Nebraska,Keya Paha,31103,476,49,529,89.98%,9.26%,99.24%,RIGHT,806
Nebraska,Kimball,31105,1563,268,1874,83.40%,14.30%,97.71%,RIGHT,3632
Nebraska,Knox,31107,3721,905,4697,79.22%,19.27%,98.49%,RIGHT,8332
Nebraska,Lancaster,31109,70092,82293,156091,44.90%,52.72%,97.63%,LEFT,319090
Nebraska,Lincoln,31111,13071,3692,17107,76.41%,21.58%,97.99%,RIGHT,34914
Nebraska,Logan,31113,407,38,450,90.44%,8.44%,98.89%,RIGHT,748
Nebraska,Loup,31115,370,75,454,81.50%,16.52%,98.02%,RIGHT,664
Nebraska,McPherson,31117,275,17,302,91.06%,5.63%,96.69%,RIGHT,494
Nebraska,Madison,31119,11940,3478,15765,75.74%,22.06%,97.80%,RIGHT,35099
Nebraska,Merrick,31121,3419,743,4282,79.85%,17.35%,97.20%,RIGHT,7755
Nebraska,Morrill,31123,2113,386,2558,82.60%,15.09%,97.69%,RIGHT,4642
Nebraska,Nance,31125,1437,359,1828,78.61%,19.64%,98.25%,RIGHT,3519
Nebraska,Nemaha,31127,2428,921,3423,70.93%,26.91%,97.84%,RIGHT,6972
Nebraska,Nuckolls,31129,1857,409,2303,80.63%,17.76%,98.39%,RIGHT,4148
Nebraska,Otoe,31131,5649,2490,8315,67.94%,29.95%,97.88%,RIGHT,16012
Nebraska,Pawnee,31133,1071,322,1429,74.95%,22.53%,97.48%,RIGHT,2613
Nebraska,Perkins,31135,1321,199,1544,85.56%,12.89%,98.45%,RIGHT,2891
Nebraska,Phelps,31137,4157,752,5009,82.99%,15.01%,98.00%,RIGHT,9034
Nebraska,Pierce,31139,3462,480,4006,86.42%,11.98%,98.40%,RIGHT,7148
Nebraska,Platte,31141,12186,3260,15673,77.75%,20.80%,98.55%,RIGHT,33470
Nebraska,Polk,31143,2291,530,2879,79.58%,18.41%,97.99%,RIGHT,5213
Nebraska,Red Willow,31145,4525,811,5452,83.00%,14.88%,97.87%,RIGHT,10724
Nebraska,Richardson,31147,3073,996,4126,74.48%,24.14%,98.62%,RIGHT,7865
Nebraska,Rock,31149,744,84,841,88.47%,9.99%,98.45%,RIGHT,1357
Nebraska,Saline,31151,3631,1986,5770,62.93%,34.42%,97.35%,RIGHT,14224
Nebraska,Sarpy,31153,51979,41206,96193,54.04%,42.84%,96.87%,RIGHT,187196
Nebraska,Saunders,31155,9108,3331,12735,71.52%,26.16%,97.68%,RIGHT,21578
Nebraska,Scotts Bluff,31157,10952,4196,15469,70.80%,27.13%,97.92%,RIGHT,35618
Nebraska,Seward,31159,6490,2438,9142,70.99%,26.67%,97.66%,RIGHT,17284
Nebraska,Sheridan,31161,2292,340,2672,85.78%,12.72%,98.50%,RIGHT,5246
Nebraska,Sherman,31163,1322,343,1698,77.86%,20.20%,98.06%,RIGHT,3001
Nebraska,Sioux,31165,642,72,729,88.07%,9.88%,97.94%,RIGHT,1166
Nebraska,Stanton,31167,2561,532,3165,80.92%,16.81%,97.73%,RIGHT,5920
Nebraska,Thayer,31169,2308,624,2980,77.45%,20.94%,98.39%,RIGHT,5003
Nebraska,Thomas,31171,377,45,427,88.29%,10.54%,98.83%,RIGHT,722
Nebraska,Thurston,31173,1180,1122,2325,50.75%,48.26%,99.01%,RIGHT,7224
Nebraska,Valley,31175,1901,412,2340,81.24%,17.61%,98.85%,RIGHT,4158
Nebraska,Washington,31177,8583,3554,12413,69.15%,28.63%,97.78%,RIGHT,20729
Nebraska,Wayne,31179,3055,1022,4200,72.74%,24.33%,97.07%,RIGHT,9385
Nebraska,Webster,31181,1511,335,1876,80.54%,17.86%,98.40%,RIGHT,3487
Nebraska,Wheeler,31183,438,59,502,87.25%,11.75%,99.00%,RIGHT,783
Nebraska,York,31185,5337,1630,7143,74.72%,22.82%,97.54%,RIGHT,13679
