state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Arkansas,Arkansas,05001,17486,1033.8,16.9
Arkansas,Ashley,05003,19657,939.1,20.9
Arkansas,Baxter,05005,41932,586.7,71.5
Arkansas,Benton,05007,279141,884.9,315.5
Arkansas,Boone,05009,37432,601.8,62.2
Arkansas,Bradley,05011,10763,654.4,16.4
Arkansas,Calhoun,05013,5189,632.5,8.2
Arkansas,Carroll,05015,28380,638.8,44.4
Arkansas,Chicot,05017,10118,690.9,14.6
Arkansas,Clark,05019,22320,882.6,25.3
Arkansas,Clay,05021,14551,641.4,22.7
Arkansas,Cleburne,05023,24919,591.9,42.1
Arkansas,Cleveland,05025,7956,598.8,13.3
Arkansas,Columbia,05027,23457,766.9,30.6
Arkansas,Conway,05029,20846,566.7,36.8
Arkansas,Craighead,05031,110332,713,154.7
Arkansas,Crawford,05033,63257,604.2,104.7
Arkansas,Crittenden,05035,47955,636.7,75.3
Arkansas,Cross,05037,16419,622.3,26.4
Arkansas,Dallas,05039,7009,668.2,10.5
Arkansas,Desha,05041,11361,819.5,13.9
Arkansas,Drew,05043,18219,835.7,21.8
Arkansas,Faulkner,05045,126007,664,189.8
Arkansas,Franklin,05047,17715,619.7,28.6
Arkansas,Fulton,05049,12477,620.3,20.1
Arkansas,Garland,05051,99386,734.6,135.3
Arkansas,Grant,05053,18265,633,28.9
Arkansas,Greene,05055,45325,579.7,78.2
Arkansas,Hempstead,05057,21532,741.4,29
Arkansas,Hot Spring,05059,33771,622.2,54.3
Arkansas,Howard,05061,13202,595.2,22.2
Arkansas,Independence,05063,37825,771.6,49
Arkansas,Izard,05065,13629,584,23.3
Arkansas,Jackson,05067,16719,641.5,26.1
Arkansas,Jefferson,05069,66824,913.7,73.1
Arkansas,Johnson,05071,26578,682.7,38.9
Arkansas,Lafayette,05073,6624,545.1,12.2
Arkansas,Lawrence,05075,16406,592.3,27.7
Arkansas,Lee,05077,8857,619.5,14.3
Arkansas,Lincoln,05079,13024,572.2,22.8
Arkansas,Little River,05081,12259,564.9,21.7
Arkansas,Logan,05083,21466,731.5,29.3
Arkansas,Lonoke,05085,73309,802.4,91.4
Arkansas,Madison,05087,16576,837.1,19.8
Arkansas,Marion,05089,16694,640.4,26.1
Arkansas,Miller,05091,43257,637.5,67.9
Arkansas,Mississippi,05093,40651,919.7,44.2
Arkansas,Monroe,05095,6701,621.4,10.8
Arkansas,Montgomery,05097,8986,800.3,11.2
Arkansas,Nevada,05099,8252,620.8,13.3
Arkansas,Newton,05101,7753,823.2,9.4
Arkansas,Ouachita,05103,23382,739.6,31.6
Arkansas,Perry,05105,10455,560.5,18.7
Arkansas,Phillips,05107,17782,727.3,24.4
Arkansas,Pike,05109,10718,613.9,17.5
Arkansas,Poinsett,05111,23528,763.4,30.8
Arkansas,Polk,05113,19964,862.4,23.1
Arkansas,Pope,05115,64072,830.8,77.1
Arkansas,Prairie,05117,8062,675.8,11.9
Arkansas,Pulaski,05119,391911,807.8,485.1
Arkansas,Randolph,05121,17958,656,27.4
Arkansas,St. Francis,05123,24994,642.4,38.9
Arkansas,Saline,05125,122437,730.5,167.6
Arkansas,Scott,05127,10281,898.1,11.4
Arkansas,Searcy,05129,7881,668.5,11.8
Arkansas,Sebastian,05131,127827,546,234.1
Arkansas,Sevier,05133,17007,581.4,29.3
Arkansas,Sharp,05135,17442,606.4,28.8
Arkansas,Stone,05137,12506,609.4,20.5
Arkansas,Union,05139,38682,1055.3,36.7
Arkansas,Van Buren,05141,16545,724.3,22.8
Arkansas,Washington,05143,239187,951.7,251.3
Arkansas,White,05145,78753,1042.4,75.6
Arkansas,Woodruff,05147,6320,594.1,10.6
Arkansas,Yell,05149,21341,948.8,22.5
