state,county,fips,POP tot,land area (sq/mi),pop/sqmi
New Mexico,Bernalillo,35001,679121,1166,582.4
New Mexico,Catron,35003,3527,6928,0.5
New Mexico,Chaves,35005,64615,6071,10.6
New Mexico,Cibola,35006,26675,4540,5.9
New Mexico,Colfax,35007,11941,3757,3.2
New Mexico,Curry,35009,48954,1406,34.8
New Mexico,De Baca,35011,1748,2325,0.8
New Mexico,Do??a Ana,35013,218195,3807,57.3
New Mexico,Eddy,35015,58460,4182,14
New Mexico,Grant,35017,26998,3966,6.8
New Mexico,Guadalupe,35019,4300,3031,1.4
New Mexico,Harding,35021,625,2126,0.3
New Mexico,Hidalgo,35023,4198,3446,1.2
New Mexico,Lea,35025,71070,4393,16.2
New Mexico,Lincoln,35027,19572,4831,4.1
New Mexico,Los Alamos,35028,19369,109,177.7
New Mexico,Luna,35029,23709,2965,8
New Mexico,McKinley,35031,71367,5449,13.1
New Mexico,Mora,35033,4521,1931,2.3
New Mexico,Otero,35035,67490,6627,10.2
New Mexico,Quay,35037,8253,2855,2.9
New Mexico,Rio Arriba,35039,38921,5858,6.6
New Mexico,Roosevelt,35041,18500,2449,7.6
New Mexico,Sandoval,35043,146748,3710,39.6
New Mexico,San Juan,35045,123958,5514,22.5
New Mexico,San Miguel,35047,27277,4717,5.8
New Mexico,Santa Fe,35049,150358,1909,78.8
New Mexico,Sierra,35051,10791,4180,2.6
New Mexico,Socorro,35053,16637,6647,2.5
New Mexico,Taos,35055,32723,2203,14.9
New Mexico,Torrance,35057,15461,3345,4.6
New Mexico,Union,35059,4059,3830,1.1
New Mexico,Valencia,35061,76688,1068,71.8
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
