SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,39,39001,Ohio,Adams County,12,27698,13727,13971,1678,861,817,3349,1747,1602,1560,813,747,2054,1015,1039,21905,10714,11191,21111,10306,10805,9476,4663,4813,6229,3037,3192,7716,3847,3869,5112,2407,2705,1678,861,817,1776,935,841,1940,1014,926,1819,922,897,1428,704,724,1621,807,814,1464,714,750,1459,689,770,1685,827,858,1860,925,935,1822,918,904,2004,999,1005,2030,1005,1025,1675,854,821,1345,681,664,966,437,529,624,258,366,502,177,325,42,41.3,42.7
50,39,39003,Ohio,Allen County,12,102351,51652,50699,6281,3247,3034,11745,6078,5667,5466,2801,2665,9953,5607,4346,81593,40934,40659,78859,39526,39333,38763,20488,18275,24719,12773,11946,25678,12915,12763,18509,8231,10278,6281,3247,3034,6393,3315,3078,6727,3456,3271,7142,3890,3252,6902,3825,3077,6870,3756,3114,5899,3033,2866,6033,3068,2965,5917,2916,3001,5757,2979,2778,6058,3128,2930,6900,3409,3491,6963,3399,3564,5991,2927,3064,4666,2246,2420,3154,1354,1800,2188,914,1274,2510,790,1720,39.1,37.2,41.2
50,39,39005,Ohio,Ashland County,12,53484,26288,27196,3057,1545,1512,6026,3131,2895,2822,1412,1410,5789,2803,2986,43014,20919,22095,41579,20200,21379,19767,9906,9861,11857,6050,5807,13691,6683,7008,10242,4664,5578,3057,1545,1512,3296,1717,1579,3431,1773,1658,4019,1982,2037,3891,1874,2017,3109,1620,1489,2871,1437,1434,3012,1552,1460,2865,1441,1424,3056,1498,1558,3222,1583,1639,3602,1752,1850,3811,1850,1961,3209,1552,1657,2489,1188,1301,1960,876,1084,1275,579,696,1309,469,840,40.1,38.8,41.4
50,39,39007,Ohio,Ashtabula County,12,97241,49072,48169,5557,2881,2676,10723,5516,5207,5068,2592,2476,7395,3975,3420,78426,39358,39068,75893,38083,37810,33405,17579,15826,22190,11644,10546,27222,13637,13585,19086,8827,10259,5557,2881,2676,5752,2974,2778,6219,3174,3045,5891,3100,2791,5324,2835,2489,5927,3251,2676,5507,2884,2623,5427,2808,2619,5329,2701,2628,6162,3169,2993,6594,3299,3295,7211,3622,3589,7255,3547,3708,6207,3057,3150,4874,2310,2564,3515,1693,1822,2212,984,1228,2278,783,1495,42.8,41.2,44.6
50,39,39009,Ohio,Athens County,12,65327,32422,32905,2443,1256,1187,4651,2351,2300,2319,1173,1146,18293,9069,9224,57060,28227,28833,55914,27642,28272,34817,17622,17195,14759,7660,7099,13947,6925,7022,8915,3988,4927,2443,1256,1187,2592,1313,1279,2613,1318,1295,8393,3965,4428,11665,5997,5668,4188,2201,1987,3834,2034,1800,3477,1731,1746,3260,1694,1566,3264,1662,1602,3297,1624,1673,3688,1803,1885,3698,1836,1862,3205,1533,1672,2350,1117,1233,1476,667,809,986,396,590,898,275,623,30.9,30.3,31.5
50,39,39011,Ohio,Auglaize County,12,45656,22833,22823,2910,1503,1407,5493,2818,2675,2545,1310,1235,3553,1887,1666,35953,17859,18094,34708,17202,17506,15865,8167,7698,10417,5290,5127,12092,6086,6006,8646,3939,4707,2910,1503,1407,2995,1506,1489,3148,1632,1516,2926,1528,1398,2522,1349,1173,2712,1414,1298,2548,1277,1271,2628,1306,1322,2529,1293,1236,2731,1381,1350,2864,1415,1449,3291,1669,1622,3206,1621,1585,2778,1399,1379,2094,953,1141,1456,674,782,1130,501,629,1188,412,776,40.8,39.6,42.1
50,39,39013,Ohio,Belmont County,12,67006,34220,32786,3164,1575,1589,6415,3267,3148,2990,1572,1418,4980,2928,2052,55945,28607,27338,54437,27806,26631,23602,13178,10424,16347,9030,7317,18772,9450,9322,14338,6398,7940,3164,1575,1589,3558,1833,1725,3572,1786,1786,3542,1943,1599,3713,2205,1508,4411,2501,1910,4128,2370,1758,4016,2144,1872,3792,2015,1777,4201,2199,2002,4247,2181,2066,5037,2490,2547,5287,2580,2707,4683,2298,2385,3640,1757,1883,2290,1014,1276,1748,670,1078,1977,659,1318,44.5,41.8,47.3
50,39,39015,Ohio,Brown County,12,43432,21558,21874,2571,1300,1271,4948,2481,2467,2420,1269,1151,3177,1622,1555,34691,17130,17561,33493,16508,16985,15060,7618,7442,10071,5052,5019,12278,6101,6177,7967,3733,4234,2571,1300,1271,2663,1351,1312,2893,1455,1438,2714,1429,1285,2275,1137,1138,2602,1280,1322,2370,1239,1131,2551,1235,1316,2548,1298,1250,2937,1467,1470,2777,1391,1386,3323,1657,1666,3241,1586,1655,2508,1224,1284,2065,1010,1055,1495,686,809,1002,457,545,897,356,541,42.1,41.4,42.8
50,39,39017,Ohio,Butler County,12,383134,187806,195328,23010,11666,11344,45254,23140,22114,20877,10636,10241,46933,23384,23549,304432,147685,156747,293993,142364,151629,154587,76956,77631,92071,45676,46395,97025,47522,49503,57964,25782,32182,23010,11666,11344,24595,12589,12006,25953,13291,12662,29439,14611,14828,33077,16669,16408,23246,11573,11673,22377,11132,11245,24138,12010,12128,22310,10961,11349,23252,11478,11774,23823,11781,12042,25724,12560,13164,24226,11703,12523,19401,9157,10244,15102,7065,8037,9886,4338,5548,6748,2758,3990,6827,2464,4363,37.1,36.1,38.1
50,39,39019,Ohio,Carroll County,12,26914,13460,13454,1432,757,675,2807,1444,1363,1382,703,679,1937,989,948,22021,10912,11109,21293,10556,10737,8684,4430,4254,5689,2912,2777,7852,3951,3901,5815,2704,3111,1432,757,675,1430,695,735,1701,923,778,1620,817,803,1375,701,674,1433,763,670,1377,683,694,1376,706,670,1503,760,743,1733,876,857,1731,886,845,2203,1110,1093,2185,1079,1106,1841,898,943,1507,739,768,1075,492,583,684,308,376,708,267,441,45.7,44.5,46.8
