date,county,state,fips,cases,deaths
6/10/2021,Adams,Mississippi,28001,3045,85
6/10/2021,Alcorn,Mississippi,28003,3227,72
6/10/2021,Amite,Mississippi,28005,1257,42
6/10/2021,Attala,Mississippi,28007,2149,73
6/10/2021,Benton,Mississippi,28009,1022,25
6/10/2021,Bolivar,Mississippi,28011,4831,133
6/10/2021,Calhoun,Mississippi,28013,1734,32
6/10/2021,Carroll,Mississippi,28015,1223,30
6/10/2021,Chickasaw,Mississippi,28017,2103,59
6/10/2021,Choctaw,Mississippi,28019,790,18
6/10/2021,Claiborne,Mississippi,28021,1029,30
6/10/2021,Clarke,Mississippi,28023,1789,80
6/10/2021,Clay,Mississippi,28025,1869,54
6/10/2021,Coahoma,Mississippi,28027,2982,82
6/10/2021,Copiah,Mississippi,28029,2994,66
6/10/2021,Covington,Mississippi,28031,2665,83
6/10/2021,DeSoto,Mississippi,28033,22217,264
6/10/2021,Forrest,Mississippi,28035,7806,153
6/10/2021,Franklin,Mississippi,28037,849,23
6/10/2021,George,Mississippi,28039,2517,51
6/10/2021,Greene,Mississippi,28041,1315,33
6/10/2021,Grenada,Mississippi,28043,2640,87
6/10/2021,Hancock,Mississippi,28045,3845,87
6/10/2021,Harrison,Mississippi,28047,18296,316
6/10/2021,Hinds,Mississippi,28049,20596,419
6/10/2021,Holmes,Mississippi,28051,1903,74
6/10/2021,Humphreys,Mississippi,28053,975,33
6/10/2021,Issaquena,Mississippi,28055,169,6
6/10/2021,Itawamba,Mississippi,28057,3047,77
6/10/2021,Jackson,Mississippi,28059,13649,248
6/10/2021,Jasper,Mississippi,28061,2218,48
6/10/2021,Jefferson,Mississippi,28063,662,28
6/10/2021,Jefferson Davis,Mississippi,28065,1074,33
6/10/2021,Jones,Mississippi,28067,8448,167
6/10/2021,Kemper,Mississippi,28069,966,28
6/10/2021,Lafayette,Mississippi,28071,6294,120
6/10/2021,Lamar,Mississippi,28073,6316,88
6/10/2021,Lauderdale,Mississippi,28075,7253,242
6/10/2021,Lawrence,Mississippi,28077,1310,24
6/10/2021,Leake,Mississippi,28079,2716,74
6/10/2021,Lee,Mississippi,28081,10051,176
6/10/2021,Leflore,Mississippi,28083,3513,125
6/10/2021,Lincoln,Mississippi,28085,4005,111
6/10/2021,Lowndes,Mississippi,28087,6486,149
6/10/2021,Madison,Mississippi,28089,10211,224
6/10/2021,Marion,Mississippi,28091,2712,80
6/10/2021,Marshall,Mississippi,28093,4568,105
6/10/2021,Monroe,Mississippi,28095,4151,135
6/10/2021,Montgomery,Mississippi,28097,1286,43
6/10/2021,Neshoba,Mississippi,28099,4059,179
6/10/2021,Newton,Mississippi,28101,2483,63
6/10/2021,Noxubee,Mississippi,28103,1279,34
6/10/2021,Oktibbeha,Mississippi,28105,4658,98
6/10/2021,Panola,Mississippi,28107,4658,110
6/10/2021,Pearl River,Mississippi,28109,4582,146
6/10/2021,Perry,Mississippi,28111,1266,38
6/10/2021,Pike,Mississippi,28113,3365,109
6/10/2021,Pontotoc,Mississippi,28115,4244,73
6/10/2021,Prentiss,Mississippi,28117,2830,60
6/10/2021,Quitman,Mississippi,28119,817,16
6/10/2021,Rankin,Mississippi,28121,13837,282
6/10/2021,Scott,Mississippi,28123,3190,74
6/10/2021,Sharkey,Mississippi,28125,508,17
6/10/2021,Simpson,Mississippi,28127,2978,89
6/10/2021,Smith,Mississippi,28129,1640,34
6/10/2021,Stone,Mississippi,28131,1870,33
6/10/2021,Sunflower,Mississippi,28133,3392,91
6/10/2021,Tallahatchie,Mississippi,28135,1798,41
6/10/2021,Tate,Mississippi,28137,3421,86
6/10/2021,Tippah,Mississippi,28139,2910,68
6/10/2021,Tishomingo,Mississippi,28141,2306,67
6/10/2021,Tunica,Mississippi,28143,1079,27
6/10/2021,Union,Mississippi,28145,4153,76
6/10/2021,Walthall,Mississippi,28147,1351,47
6/10/2021,Warren,Mississippi,28149,4434,121
6/10/2021,Washington,Mississippi,28151,5405,136
6/10/2021,Wayne,Mississippi,28153,2643,42
6/10/2021,Webster,Mississippi,28155,1150,32
6/10/2021,Wilkinson,Mississippi,28157,692,32
6/10/2021,Winston,Mississippi,28159,2297,81
6/10/2021,Yalobusha,Mississippi,28161,1676,40
6/10/2021,Yazoo,Mississippi,28163,3135,71
