state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Maryland,Allegany,24001,70416,14821,41124,14471,55595
Maryland,Anne Arundel,24003,579234,142214,350019,87001,437020
Maryland,Baltimore,24005,827370,201482,480584,145304,625888
Maryland,Calvert,24009,92525,23442,54762,14321,69083
Maryland,Caroline,24011,33406,8576,19256,5574,24830
Maryland,Carroll,24013,168447,40530,98805,29112,127917
Maryland,Cecil,24015,102855,25382,60797,16676,77473
Maryland,Charles,24017,163257,42859,99391,21007,120398
Maryland,Dorchester,24019,31929,7303,17563,7063,24626
Maryland,Frederick,24021,259547,66646,154447,38454,192901
Maryland,Garrett,24023,29014,5882,16419,6713,23132
Maryland,Harford,24025,255441,62387,150761,42293,193054
Maryland,Howard,24027,325690,86367,192827,46496,239323
Maryland,Kent,24029,19422,3842,10316,5264,15580
Maryland,Montgomery,24031,1050688,265334,616652,168702,785354
Maryland,Prince George's,24033,909327,227624,555406,126297,681703
Maryland,Queen Anne's,24035,50381,11823,28877,9681,38558
Maryland,St. Mary's,24037,113510,30186,68128,15196,83324
Maryland,Somerset,24039,25616,5639,15541,4436,19977
Maryland,Talbot,24041,37181,7417,18707,11057,29764
Maryland,Washington,24043,151049,36072,88548,26429,114977
Maryland,Wicomico,24045,103609,27989,58682,16938,75620
Maryland,Worcester,24047,52276,9828,27691,14757,42448
Maryland,Baltimore city,24510,593490,136076,371260,86154,457414
