state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Oklahoma,Adair,40001,22194,6521,12158,3515,15673
Oklahoma,Alfalfa,40003,5702,1191,3356,1155,4511
Oklahoma,Atoka,40005,13758,3376,7628,2754,10382
Oklahoma,Beaver,40007,5311,1519,2741,1051,3792
Oklahoma,Beckham,40009,21859,5918,12726,3215,15941
Oklahoma,Blaine,40011,9429,2605,4916,1908,6824
Oklahoma,Bryan,40013,47995,12532,26818,8645,35463
Oklahoma,Caddo,40015,28762,7848,16053,4861,20914
Oklahoma,Canadian,40017,148306,41829,86763,19714,106477
Oklahoma,Carter,40019,48111,13042,26787,8282,35069
Oklahoma,Cherokee,40021,48657,12418,27975,8264,36239
Oklahoma,Choctaw,40023,14672,3863,7712,3097,10809
Oklahoma,Cimarron,40025,2137,590,1004,543,1547
Oklahoma,Cleveland,40027,284014,70558,174267,39189,213456
Oklahoma,Coal,40029,5495,1413,2929,1153,4082
Oklahoma,Comanche,40031,120749,32636,72519,15594,88113
Oklahoma,Cotton,40033,5666,1379,3124,1163,4287
Oklahoma,Craig,40035,14142,3346,7951,2845,10796
Oklahoma,Creek,40037,71522,18397,40078,13047,53125
Oklahoma,Custer,40039,29003,8386,16518,4099,20617
Oklahoma,Delaware,40041,43009,9511,22681,10817,33498
Oklahoma,Dewey,40043,4891,1449,2554,888,3442
Oklahoma,Ellis,40045,3859,952,2012,895,2907
Oklahoma,Garfield,40047,61056,17001,34000,10055,44055
Oklahoma,Garvin,40049,27711,7495,15166,5050,20216
Oklahoma,Grady,40051,55834,14576,31921,9337,41258
Oklahoma,Grant,40053,4333,1133,2233,967,3200
Oklahoma,Greer,40055,5712,1257,3437,1018,4455
Oklahoma,Harmon,40057,2653,720,1400,533,1933
Oklahoma,Harper,40059,3688,1029,1936,723,2659
Oklahoma,Haskell,40061,12627,3239,6812,2576,9388
Oklahoma,Hughes,40063,13279,3191,7569,2519,10088
Oklahoma,Jackson,40065,24530,6701,14091,3738,17829
Oklahoma,Jefferson,40067,6002,1590,3124,1288,4412
Oklahoma,Johnston,40069,11085,2996,5898,2191,8089
Oklahoma,Kay,40071,43538,11977,23053,8508,31561
Oklahoma,Kingfisher,40073,15765,4610,8576,2579,11155
Oklahoma,Kiowa,40075,8708,2295,4701,1712,6413
Oklahoma,Latimer,40077,10073,2536,5306,2231,7537
Oklahoma,Le Flore,40079,49853,13249,27500,9104,36604
Oklahoma,Lincoln,40081,34877,9006,19375,6496,25871
Oklahoma,Logan,40083,48011,12695,27448,7868,35316
Oklahoma,Love,40085,10253,2712,5534,2007,7541
Oklahoma,McClain,40087,40474,11212,22895,6367,29262
Oklahoma,McCurtain,40089,32832,9045,17691,6096,23787
Oklahoma,McIntosh,40091,19596,4200,10327,5069,15396
Oklahoma,Major,40093,7629,2145,3921,1563,5484
Oklahoma,Marshall,40095,16931,4273,8956,3702,12658
Oklahoma,Mayes,40097,41100,10505,22829,7766,30595
Oklahoma,Murray,40099,14073,3562,7674,2837,10511
Oklahoma,Muskogee,40101,67997,18440,37957,11600,49557
Oklahoma,Noble,40103,11131,2872,6032,2227,8259
Oklahoma,Nowata,40105,10076,2467,5616,1993,7609
Oklahoma,Okfuskee,40107,11993,3000,6841,2152,8993
Oklahoma,Oklahoma,40109,797434,222058,463547,111829,575376
Oklahoma,Okmulgee,40111,38465,10142,20998,7325,28323
Oklahoma,Osage,40113,46963,11069,26231,9663,35894
Oklahoma,Ottawa,40115,31127,8695,16683,5749,22432
Oklahoma,Pawnee,40117,16376,4199,8984,3193,12177
Oklahoma,Payne,40119,81784,20829,50307,10648,60955
Oklahoma,Pittsburg,40121,43654,10622,24150,8882,33032
Oklahoma,Pontotoc,40123,38284,10505,21424,6355,27779
Oklahoma,Pottawatomie,40125,72592,19139,41401,12052,53453
Oklahoma,Pushmataha,40127,11096,2657,5819,2620,8439
Oklahoma,Roger Mills,40129,3583,949,1847,787,2634
Oklahoma,Rogers,40131,92459,23682,53375,15402,68777
Oklahoma,Seminole,40133,24258,6666,13140,4452,17592
Oklahoma,Sequoyah,40135,41569,10600,23134,7835,30969
Oklahoma,Stephens,40137,43143,10845,23534,8764,32298
Oklahoma,Texas,40139,19983,6362,11260,2361,13621
Oklahoma,Tillman,40141,7250,1856,3927,1467,5394
Oklahoma,Tulsa,40143,651552,179360,375729,96463,472192
Oklahoma,Wagoner,40145,81289,21316,46322,13651,59973
Oklahoma,Washington,40147,51527,13438,27902,10187,38089
Oklahoma,Washita,40149,10916,2914,5964,2038,8002
Oklahoma,Woods,40151,8793,2249,5014,1530,6544
Oklahoma,Woodward,40153,20211,5335,11563,3313,14876
