state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Oregon,Baker,41001,16124,3457,8401,4266,12667
Oregon,Benton,41003,93053,20809,56605,15639,72244
Oregon,Clackamas,41005,418187,97381,242349,78457,320806
Oregon,Clatsop,41007,40224,8383,22413,9428,31841
Oregon,Columbia,41009,52354,12003,30307,10044,40351
Oregon,Coos,41011,64487,12906,34488,17093,51581
Oregon,Crook,41013,24404,5249,13015,6140,19155
Oregon,Curry,41015,22925,3554,11346,8025,19371
Oregon,Deschutes,41017,197692,42815,114397,40480,154877
Oregon,Douglas,41019,110980,23413,58374,29193,87567
Oregon,Gilliam,41021,1912,399,985,528,1513
Oregon,Grant,41023,7199,1376,3564,2259,5823
Oregon,Harney,41025,7393,1627,3922,1844,5766
Oregon,Hood River,41027,23382,6098,13478,3806,17284
Oregon,Jackson,41029,220944,49830,121266,49848,171114
Oregon,Jefferson,41031,24658,6247,13523,4888,18411
Oregon,Josephine,41033,87487,18660,45764,23063,68827
Oregon,Klamath,41035,68238,16276,37176,14786,51962
Oregon,Lake,41037,7869,1656,4210,2003,6213
Oregon,Lane,41039,382067,81587,224306,76174,300480
Oregon,Lincoln,41041,49962,9121,26185,14656,40841
Oregon,Linn,41043,129749,31573,73434,24742,98176
Oregon,Malheur,41045,30571,8737,16694,5140,21834
Oregon,Marion,41047,347818,93545,197994,56279,254273
Oregon,Morrow,41049,11603,3486,6172,1945,8117
Oregon,Multnomah,41051,812855,165977,534001,112877,646878
Oregon,Polk,41053,86085,22139,48025,15921,63946
Oregon,Sherman,41055,1780,365,962,453,1415
Oregon,Tillamook,41057,27036,5568,14328,7140,21468
Oregon,Umatilla,41059,77950,21474,43966,12510,56476
Oregon,Union,41061,26835,6737,14332,5766,20098
Oregon,Wallowa,41063,7208,1472,3593,2143,5736
Oregon,Wasco,41065,26682,6431,14651,5600,20251
Oregon,Washington,41067,601592,148102,370129,83361,453490
Oregon,Wheeler,41069,1332,208,640,484,1124
Oregon,Yamhill,41071,107100,26819,61182,19099,80281
