state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Ohio,Adams,39001,27698,583.9,47.4
Ohio,Allen,39003,102351,404.4,253.1
Ohio,Ashland,39005,53484,424.4,126
Ohio,Ashtabula,39007,97241,702.4,138.4
Ohio,Athens,39009,65327,506.8,128.9
Ohio,Auglaize,39011,45656,401.3,113.8
Ohio,Belmont,39013,67006,537.4,124.7
Ohio,Brown,39015,43432,491.8,88.3
Ohio,Butler,39017,383134,467.3,819.9
Ohio,Carroll,39019,26914,394.7,68.2
Ohio,Champaign,39021,38885,428.6,90.7
Ohio,Clark,39023,134083,399.9,335.3
Ohio,Clermont,39025,206428,452,456.7
Ohio,Clinton,39027,41968,410.9,102.1
Ohio,Columbiana,39029,101883,532.5,191.3
Ohio,Coshocton,39031,36600,564.1,64.9
Ohio,Crawford,39033,41494,402.1,103.2
Ohio,Cuyahoga,39035,1235072,458.5,2693.8
Ohio,Darke,39037,51113,599.8,85.2
Ohio,Defiance,39039,38087,411.2,92.6
Ohio,Delaware,39041,209177,442.4,472.8
Ohio,Erie,39043,74266,254.9,291.4
Ohio,Fairfield,39045,157574,505.1,312
Ohio,Fayette,39047,28525,406.6,70.2
Ohio,Franklin,39049,1316756,539.9,2439
Ohio,Fulton,39051,42126,406.8,103.6
Ohio,Gallia,39053,29898,468.8,63.8
Ohio,Geauga,39055,93649,403.7,232
Ohio,Greene,39057,168937,414.9,407.2
Ohio,Guernsey,39059,38875,521.9,74.5
Ohio,Hamilton,39061,817473,407.4,2006.8
Ohio,Hancock,39063,75783,531.4,142.6
Ohio,Hardin,39065,31365,470.3,66.7
Ohio,Harrison,39067,15040,403.5,37.3
Ohio,Henry,39069,27006,416.5,64.8
Ohio,Highland,39071,43161,553.3,78
Ohio,Hocking,39073,28264,422.8,66.9
Ohio,Holmes,39075,43960,423,103.9
Ohio,Huron,39077,58266,492.7,118.3
Ohio,Jackson,39079,32413,420.3,77.1
Ohio,Jefferson,39081,65325,409.6,159.5
Ohio,Knox,39083,62322,527.1,118.2
Ohio,Lake,39085,230149,228.2,1008.5
Ohio,Lawrence,39087,59463,455,130.7
Ohio,Licking,39089,176862,686.5,257.6
Ohio,Logan,39091,45672,458.4,99.6
Ohio,Lorain,39093,309833,492.5,629.1
Ohio,Lucas,39095,428348,340.5,1258.1
Ohio,Madison,39097,44731,465.4,96.1
Ohio,Mahoning,39099,228683,415.3,550.7
Ohio,Marion,39101,65093,403.8,161.2
Ohio,Medina,39103,179746,423,424.9
Ohio,Meigs,39105,22907,429.4,53.3
Ohio,Mercer,39107,41172,463.3,88.9
Ohio,Miami,39109,106987,407,262.8
Ohio,Monroe,39111,13654,455.5,30
Ohio,Montgomery,39113,531687,461.7,1151.6
Ohio,Morgan,39115,14508,417.7,34.7
Ohio,Morrow,39117,35328,406.2,87
Ohio,Muskingum,39119,86215,664.6,129.7
Ohio,Noble,39121,14424,399,36.2
Ohio,Ottawa,39123,40525,255,159
Ohio,Paulding,39125,18672,416.3,44.9
Ohio,Perry,39127,36134,409.8,88.2
Ohio,Pickaway,39129,58457,501.9,116.5
Ohio,Pike,39131,27772,441.5,62.9
Ohio,Portage,39133,162466,492.4,330
Ohio,Preble,39135,40882,424.8,96.2
Ohio,Putnam,39137,33861,483.9,70
Ohio,Richland,39139,121154,496.9,243.8
Ohio,Ross,39141,76666,688.4,111.4
Ohio,Sandusky,39143,58518,409.2,143
Ohio,Scioto,39145,75314,612.3,123
Ohio,Seneca,39147,55178,550.6,100.2
Ohio,Shelby,39149,48590,409.3,118.7
Ohio,Stark,39151,370606,576.1,643.3
Ohio,Summit,39153,541013,419.4,1290
Ohio,Trumbull,39155,197974,616.5,321.1
Ohio,Tuscarawas,39157,91987,567.6,162.1
Ohio,Union,39159,58988,436.7,135.1
Ohio,Van Wert,39161,28275,410.1,68.9
Ohio,Vinton,39163,13085,414.1,31.6
Ohio,Warren,39165,234602,399.6,587
Ohio,Washington,39167,59911,635.2,94.3
Ohio,Wayne,39169,115710,555.4,208.4
Ohio,Williams,39171,36692,421.7,87
Ohio,Wood,39173,130817,617.3,211.9
Ohio,Wyandot,39175,21772,405.6,53.7
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
