state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Utah,Beaver,49001,2695,357,3100,86.94%,11.52%,98.45%,RIGHT,6710
Utah,Box Elder,49003,21548,4473,27027,79.73%,16.55%,96.28%,RIGHT,56046
Utah,Cache,49005,38032,16650,57571,66.06%,28.92%,94.98%,RIGHT,128289
Utah,Carbon,49007,6693,2392,9369,71.44%,25.53%,96.97%,RIGHT,20463
Utah,Daggett,49009,496,111,619,80.13%,17.93%,98.06%,RIGHT,950
Utah,Davis,49011,104135,57411,169895,61.29%,33.79%,95.09%,RIGHT,355481
Utah,Duchesne,49013,7513,843,8524,88.14%,9.89%,98.03%,RIGHT,19938
Utah,Emery,49015,4207,572,4865,86.47%,11.76%,98.23%,RIGHT,10012
Utah,Garfield,49017,2158,514,2732,78.99%,18.81%,97.80%,RIGHT,5051
Utah,Grand,49019,2248,2806,5185,43.36%,54.12%,97.47%,LEFT,9754
Utah,Iron,49021,18989,4892,24890,76.29%,19.65%,95.95%,RIGHT,54839
Utah,Juab,49023,5087,645,5866,86.72%,11.00%,97.72%,RIGHT,12017
Utah,Kane,49025,2998,1083,4180,71.72%,25.91%,97.63%,RIGHT,7886
Utah,Millard,49027,5404,624,6160,87.73%,10.13%,97.86%,RIGHT,13188
Utah,Morgan,49029,5181,1086,6512,79.56%,16.68%,96.24%,RIGHT,12124
Utah,Piute,49031,773,86,871,88.75%,9.87%,98.62%,RIGHT,1479
Utah,Rich,49033,1157,180,1363,84.89%,13.21%,98.09%,RIGHT,2483
Utah,Salt Lake,49035,230174,289906,541175,42.53%,53.57%,96.10%,LEFT,1160437
Utah,San Juan,49037,3535,3113,6878,51.40%,45.26%,96.66%,RIGHT,15308
Utah,Sanpete,49039,10459,1794,12631,82.80%,14.20%,97.01%,RIGHT,30939
Utah,Sevier,49041,9052,1084,10363,87.35%,10.46%,97.81%,RIGHT,21620
Utah,Summit,49043,10252,15244,26088,39.30%,58.43%,97.73%,LEFT,42145
Utah,Tooele,49045,21014,8943,31518,66.67%,28.37%,95.05%,RIGHT,72259
Utah,Uintah,49047,13261,1663,15307,86.63%,10.86%,97.50%,RIGHT,35734
Utah,Utah,49049,192812,76033,284480,67.78%,26.73%,94.50%,RIGHT,636235
Utah,Wasatch,49051,10795,6187,17581,61.40%,35.19%,96.59%,RIGHT,34091
Utah,Washington,49053,67294,20530,90476,74.38%,22.69%,97.07%,RIGHT,177556
Utah,Wayne,49055,1229,365,1621,75.82%,22.52%,98.33%,RIGHT,2711
Utah,Weber,49057,65949,40695,111442,59.18%,36.52%,95.69%,RIGHT,260213
