SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,32,32001,Nevada,Churchill County,12,24909,12657,12252,1650,866,784,2860,1485,1375,1188,587,601,1963,1037,926,19833,10024,9809,19211,9719,9492,9175,4792,4383,6302,3313,2989,6187,3066,3121,4759,2303,2456,1650,866,784,1590,799,791,1548,831,717,1437,721,716,1436,758,678,1725,904,821,1792,943,849,1491,796,695,1294,670,624,1281,625,656,1447,729,718,1782,890,892,1677,822,855,1501,728,773,1307,653,654,973,489,484,561,261,300,417,172,245,39.3,38.2,40.6
50,32,32003,Nevada,Clark County,12,2266715,1130230,1136485,139473,71340,68133,265882,135838,130044,115443,58659,56784,184657,94516,90141,1803097,893482,909615,1745917,864393,881524,921911,466432,455479,651089,328051,323038,567512,282597,284915,342659,159229,183430,139473,71340,68133,145458,74423,71035,149702,76209,73493,136282,69976,66306,134540,68405,66135,170981,86271,84710,167088,84672,82416,163428,82191,81237,149592,74917,74675,153099,76509,76590,144341,73152,71189,141284,70668,70616,128788,62268,66520,113275,53244,60031,95953,45285,50668,64477,30076,34401,37873,17718,20155,31081,12906,18175,37.7,37.1,38.4
50,32,32005,Nevada,Douglas County,12,48905,24552,24353,1639,849,790,4083,2140,1943,2096,1073,1023,2689,1443,1246,42132,21021,21111,41087,20490,20597,13912,7227,6685,9645,4980,4665,14252,6883,7369,14501,7184,7317,1639,849,790,2135,1107,1028,2466,1302,1164,2417,1249,1168,1850,998,852,2283,1185,1098,2450,1274,1176,2541,1298,1243,2371,1223,1148,2512,1239,1273,2859,1381,1478,4078,1942,2136,4803,2321,2482,4601,2243,2358,4115,2099,2016,2792,1399,1393,1620,839,781,1373,604,769,53.3,52,54.3
50,32,32007,Nevada,Elko County,12,52778,27428,25350,3985,2085,1900,7232,3688,3544,3159,1692,1467,4402,2375,2027,39954,20816,19138,38402,19963,18439,21565,11409,10156,14852,7782,7070,12928,6715,6213,6220,3091,3129,3985,2085,1900,3868,1975,1893,4212,2153,2059,3557,1939,1618,3156,1688,1468,3970,2057,1913,4016,2095,1921,3685,1968,1717,3181,1662,1519,3153,1596,1557,3191,1653,1538,3504,1843,1661,3080,1623,1457,2254,1180,1074,1608,805,803,1108,566,542,625,295,330,625,245,380,34.5,34.4,34.7
50,32,32009,Nevada,Esmeralda County,12,873,474,399,29,11,18,71,38,33,23,13,10,33,20,13,762,417,345,750,412,338,229,122,107,179,93,86,226,129,97,312,170,142,29,11,18,31,16,15,46,26,20,27,17,10,23,12,11,30,18,12,44,20,24,58,27,31,47,28,19,53,31,22,46,28,18,69,35,34,58,35,23,73,42,31,100,49,51,52,30,22,37,19,18,50,30,20,55.2,55.4,54.8
50,32,32011,Nevada,Eureka County,12,2029,1084,945,87,40,47,304,167,137,105,54,51,120,59,61,1580,848,732,1533,823,710,670,351,319,474,252,222,607,330,277,332,182,150,87,40,47,144,75,69,189,106,83,108,55,53,88,44,44,95,53,42,130,61,69,118,66,52,131,72,59,130,76,54,137,73,64,182,98,84,158,83,75,119,76,43,91,40,51,65,37,28,22,13,9,35,16,19,42.4,43.2,41.6
50,32,32013,Nevada,Humboldt County,12,16831,8748,8083,1176,597,579,2388,1221,1167,956,501,455,1291,678,613,12799,6692,6107,12311,6429,5882,6452,3402,3050,4441,2346,2095,4152,2176,1976,2427,1229,1198,1176,597,579,1334,683,651,1290,661,629,1106,570,536,905,486,419,1139,593,546,1179,628,551,1122,588,534,1001,537,464,970,514,456,972,518,454,1127,582,545,1083,562,521,907,489,418,632,339,293,416,191,225,244,112,132,228,98,130,36.2,36.3,36.2
50,32,32015,Nevada,Lander County,12,5532,2846,2686,415,208,207,732,347,385,301,168,133,384,205,179,4218,2186,2032,4084,2123,1961,2012,1076,936,1404,752,652,1411,751,660,885,415,470,415,208,207,410,213,197,399,183,216,345,186,159,263,138,125,355,188,167,393,203,190,380,194,186,276,167,109,310,163,147,378,197,181,364,194,170,359,197,162,269,125,144,213,112,101,200,97,103,114,52,62,89,29,60,37.5,37.7,37.2
50,32,32017,Nevada,Lincoln County,12,5183,2770,2413,270,143,127,497,250,247,255,144,111,418,260,158,4283,2300,1983,4161,2233,1928,1788,1030,758,1177,660,517,1255,647,608,1311,666,645,270,143,127,245,132,113,314,152,162,328,201,127,283,169,114,305,172,133,275,152,123,322,188,134,275,148,127,302,163,139,275,150,125,356,184,172,322,150,172,414,225,189,349,184,165,259,120,139,149,74,75,140,63,77,44.5,42,46.7
50,32,32019,Nevada,Lyon County,12,57510,29404,28106,3271,1669,1602,6191,3209,2982,2864,1492,1372,3768,1893,1875,46678,23829,22849,45184,23034,22150,20106,10451,9655,14140,7403,6737,15085,7694,7391,12191,6044,6147,3271,1669,1602,3406,1804,1602,3451,1742,1709,3256,1707,1549,2710,1341,1369,3794,2020,1774,3740,2024,1716,3572,1826,1746,3034,1533,1501,3257,1652,1605,3426,1777,1649,4088,2069,2019,4314,2196,2118,4033,1929,2104,3616,1835,1781,2349,1226,1123,1327,656,671,866,398,468,42.5,41.8,43.2
