SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,33,33001,New Hampshire,Belknap County,12,61303,30277,31026,2650,1374,1276,5735,2870,2865,2824,1479,1345,4158,2169,1989,51484,25284,26200,50094,24554,25540,19642,9953,9689,13321,6672,6649,18639,9037,9602,13976,6676,7300,2650,1374,1276,3039,1518,1521,3357,1719,1638,3300,1725,1575,3021,1556,1465,3352,1755,1597,3208,1637,1571,3443,1649,1794,3318,1631,1687,3686,1790,1896,4246,2045,2201,5292,2612,2680,5415,2590,2825,4649,2318,2331,3820,1843,1977,2463,1209,1254,1444,656,788,1600,650,950,47.8,46.8,48.8
50,33,33003,New Hampshire,Carroll County,12,48910,24176,24734,1779,933,846,3812,1988,1824,1904,979,925,2872,1511,1361,42380,20777,21603,41415,20276,21139,13260,6695,6565,8958,4446,4512,15418,7458,7960,14167,6861,7306,1779,933,846,2043,1035,1008,2243,1194,1049,2209,1153,1056,2093,1096,997,2251,1154,1097,2164,1070,1094,2363,1164,1199,2180,1058,1122,2745,1356,1389,3369,1642,1727,4331,2038,2293,4973,2422,2551,4784,2337,2447,3952,1982,1970,2431,1244,1187,1452,673,779,1548,625,923,53.7,52.8,54.5
50,33,33005,New Hampshire,Cheshire County,12,76085,37312,38773,3413,1705,1708,6906,3543,3363,3200,1656,1544,8257,4020,4237,64189,31261,32928,62566,30408,32158,28000,14034,13966,17372,8783,8589,21203,10362,10841,15734,7243,8491,3413,1705,1708,3792,1948,1844,3943,2020,1923,5247,2564,2683,5381,2687,2694,4576,2332,2244,4752,2419,2333,4350,2236,2114,3694,1796,1898,4203,2039,2164,5065,2541,2524,5889,2835,3054,6046,2947,3099,5340,2628,2712,4232,2040,2192,2735,1215,1520,1667,728,939,1760,632,1128,43.5,42,44.9
50,33,33007,New Hampshire,Coos County,12,31563,16587,14976,1266,640,626,2530,1299,1231,1276,642,634,2156,1255,901,27145,14328,12817,26491,14006,12485,10117,5746,4371,6997,4005,2992,9692,5098,4594,7646,3648,3998,1266,640,626,1311,662,649,1531,793,738,1502,789,713,1618,952,666,1866,1114,752,1712,992,720,1690,943,747,1729,956,773,2029,1111,918,2230,1214,1016,2619,1289,1330,2814,1484,1330,2557,1276,1281,1912,1001,911,1292,626,666,894,407,487,991,338,653,48.9,47.2,51
50,33,33009,New Hampshire,Grafton County,12,89886,44388,45498,3595,1848,1747,7212,3777,3435,3535,1761,1774,11695,6052,5643,77343,37903,39440,75544,37002,38542,34720,17645,17075,20363,10248,10115,24305,11676,12629,19181,9026,10155,3595,1848,1747,3884,2072,1812,4201,2121,2080,6722,3455,3267,7635,3942,3693,5573,2827,2746,5472,2806,2666,4841,2413,2428,4477,2202,2275,4942,2352,2590,5480,2638,2842,6729,3239,3490,7154,3447,3707,6213,3061,3152,5049,2434,2615,3451,1686,1765,2045,946,1099,2423,899,1524,43.4,41.6,45.1
50,33,33011,New Hampshire,Hillsborough County,12,417025,207455,209570,21638,10985,10653,41880,21531,20349,20585,10533,10052,35149,18130,17019,343458,169819,173639,332922,164406,168516,160387,82051,78336,109660,55958,53702,120463,59745,60718,67650,30573,37077,21638,10985,10653,22552,11665,10887,24335,12436,11899,24874,12770,12104,25853,13323,12530,29750,15498,14252,28704,14694,14010,26710,13585,13125,24496,12181,12315,27503,13609,13894,30491,15224,15267,33258,16486,16772,29211,14426,14785,22458,10911,11547,17691,8386,9305,11486,5186,6300,7454,3148,4306,8561,2942,5619,40.8,39.5,42.2
50,33,33013,New Hampshire,Merrimack County,12,151391,74715,76676,7048,3552,3496,14351,7295,7056,7204,3672,3532,13613,6968,6645,126415,62034,64381,122788,60196,62592,56026,28739,27287,36977,19016,17961,43925,21456,22469,28273,12756,15517,7048,3552,3496,7717,3905,3812,8402,4307,4095,9610,4822,4788,9439,4901,4538,9555,5037,4518,9338,4830,4508,9432,4739,4693,8652,4410,4242,9591,4850,4741,10627,5215,5412,12110,5843,6267,11597,5548,6049,9546,4565,4981,7355,3471,3884,4806,2255,2551,3057,1282,1775,3509,1183,2326,43,41.4,44.6
50,33,33015,New Hampshire,Rockingham County,12,309769,153423,156346,14266,7402,6864,29370,14985,14385,15471,7898,7573,22875,12026,10849,258425,127104,131321,250662,123138,127524,107922,55098,52824,73351,37115,36236,96903,47632,49271,57533,26365,31168,14266,7402,6864,15673,8009,7664,17472,8917,8555,17690,9160,8530,16881,8823,8058,18454,9626,8828,19138,9758,9380,18492,9265,9227,17267,8466,8801,21101,10365,10736,24095,11813,12282,27097,13340,13757,24610,12114,12496,19580,9465,10115,15669,7417,8252,9904,4564,5340,6096,2658,3438,6284,2261,4023,44.9,43.4,46.2
50,33,33017,New Hampshire,Strafford County,12,130633,64092,66541,5936,3002,2934,12125,6291,5834,5720,2873,2847,20115,9490,10625,109733,53370,56363,106852,51926,54926,56947,28355,28592,32510,16699,15811,34054,16730,17324,20173,9007,11166,5936,3002,2934,6617,3446,3171,6906,3552,3354,10494,4931,5563,13943,6725,7218,9516,4976,4540,8424,4397,4027,7651,3860,3791,6919,3466,3453,7719,3847,3872,8305,4045,4260,9398,4575,4823,8632,4263,4369,6816,3227,3589,5328,2480,2848,3517,1603,1914,2103,867,1236,2409,830,1579,37.2,36.3,38.2
50,33,33019,New Hampshire,Sullivan County,12,43146,21368,21778,2030,1025,1005,3985,2034,1951,2007,1001,1006,2801,1490,1311,36174,17814,18360,35124,17308,17816,14169,7146,7023,9807,4903,4904,12985,6506,6479,9531,4409,5122,2030,1025,1005,2110,1067,1043,2321,1215,1106,2320,1154,1166,2042,1089,953,2502,1289,1213,2509,1273,1236,2418,1206,1212,2378,1135,1243,2704,1383,1321,3142,1584,1558,3522,1736,1786,3617,1803,1814,3194,1553,1641,2524,1246,1278,1692,833,859,965,398,567,1156,379,777,46.9,46,47.8
