SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,35,35001,New Mexico,Bernalillo County,12,679121,332835,346286,36827,18895,17932,74077,37992,36085,34160,17191,16969,60901,31074,29827,551270,267431,283839,534057,258757,275300,276565,140054,136511,190034,96098,93936,168220,80887,87333,114902,50698,64204,36827,18895,17932,40094,20569,19525,42513,21732,20781,42598,21492,21106,43933,22464,21469,50801,25952,24849,50239,25611,24628,47874,23943,23931,41120,20592,20528,40150,19839,20311,39868,19342,20526,44872,21614,23258,43330,20092,23238,38213,17390,20823,30723,14166,16557,19823,8793,11030,13020,5440,7580,13123,4909,8214,38.4,37,39.8
50,35,35003,New Mexico,Catron County,12,3527,1877,1650,89,51,38,202,93,109,123,64,59,186,95,91,3179,1702,1477,3113,1669,1444,725,385,340,442,243,199,959,474,485,1526,857,669,89,51,38,103,49,54,125,61,64,145,73,72,138,69,69,116,69,47,107,63,44,96,51,45,123,60,63,131,72,59,147,84,63,307,134,173,374,184,190,470,257,213,448,253,195,302,174,128,188,116,72,118,57,61,62.2,62.9,61.1
50,35,35005,New Mexico,Chaves County,12,64615,32108,32507,4192,2165,2027,8511,4359,4152,4067,2139,1928,6282,3415,2867,49960,24579,25381,47845,23445,24400,25517,13121,12396,16145,8056,8089,14984,7241,7743,10434,4733,5701,4192,2165,2027,4550,2318,2232,4938,2530,2408,5199,2874,2325,4173,2191,1982,4298,2157,2141,3957,1993,1964,4202,2079,2123,3688,1827,1861,3475,1691,1784,3610,1738,1872,4029,1922,2107,3870,1890,1980,3243,1549,1694,2641,1237,1404,1809,820,989,1363,605,758,1378,522,856,36.2,34.5,37.8
50,35,35006,New Mexico,Cibola County,12,26675,13660,13015,1606,839,767,3266,1635,1631,1329,670,659,2348,1219,1129,21114,10849,10265,20474,10516,9958,10590,5729,4861,7251,4000,3251,6406,3268,3138,4469,2029,2440,1606,839,767,1880,934,946,1724,861,863,1625,825,800,1714,904,810,1997,1081,916,1832,1009,823,1787,987,800,1635,923,712,1477,830,647,1484,750,734,1666,840,826,1779,848,931,1484,722,762,1130,526,604,768,339,429,545,216,329,542,226,316,37.8,36.9,38.8
50,35,35007,New Mexico,Colfax County,12,11941,6070,5871,544,281,263,1082,559,523,512,258,254,782,434,348,10050,5098,4952,9803,4972,4831,3607,1938,1669,2419,1295,1124,3335,1664,1671,3267,1579,1688,544,281,263,568,293,275,620,315,305,624,332,292,564,311,253,673,371,302,602,308,294,613,323,290,531,293,238,585,297,288,744,377,367,954,473,481,1052,517,535,992,498,494,889,422,467,616,322,294,404,201,203,366,136,230,50.3,48.5,51.7
50,35,35009,New Mexico,Curry County,12,48954,25370,23584,3862,1976,1886,6395,3258,3137,2557,1329,1228,5973,3677,2296,37380,19481,17899,36140,18807,17333,22046,12232,9814,14182,7572,6610,9695,4756,4939,6290,2802,3488,3862,1976,1886,3637,1861,1776,3424,1743,1681,3304,1815,1489,4560,2845,1715,4595,2593,2002,3773,1997,1776,3258,1668,1590,2556,1314,1242,2318,1150,1168,2277,1114,1163,2632,1272,1360,2468,1220,1248,1886,908,978,1579,728,851,1146,503,643,867,364,503,812,299,513,31.4,29.7,33.5
50,35,35011,New Mexico,De Baca County,12,1748,867,881,81,33,48,209,103,106,101,46,55,106,60,46,1411,707,704,1357,685,672,507,262,245,326,170,156,424,204,220,501,251,250,81,33,48,122,62,60,113,55,58,118,58,60,63,34,29,79,45,34,66,30,36,118,66,52,63,29,34,78,38,40,96,51,45,128,69,59,122,46,76,141,87,54,137,64,73,83,34,49,68,35,33,72,31,41,48.3,48.1,48.7
50,35,35013,New Mexico,Doña Ana County,12,218195,106877,111318,13678,6863,6815,27077,13670,13407,12173,6216,5957,31069,15421,15648,171396,83258,88138,165267,80128,85139,93256,46899,46357,53051,26795,26256,45733,21416,24317,35414,16496,18918,13678,6863,6815,14898,7547,7351,15216,7656,7560,17352,8619,8733,22853,11485,11368,15952,8190,7762,12772,6540,6232,13015,6605,6410,11312,5460,5852,11086,5272,5814,10753,5088,5665,12136,5621,6515,11758,5435,6323,10850,5171,5679,9397,4481,4916,6613,3068,3545,4467,2109,2358,4087,1667,2420,33.6,32.4,34.9
50,35,35015,New Mexico,Eddy County,12,58460,29570,28890,4281,2199,2082,7886,3952,3934,3347,1644,1703,5117,2638,2479,44656,22632,22024,42946,21775,21171,23519,12277,11242,15871,8385,7486,13423,6770,6653,8535,3982,4553,4281,2199,2082,4438,2230,2208,4264,2112,2152,3964,1974,1990,3684,1918,1766,4331,2306,2025,4095,2155,1940,4031,2184,1847,3414,1740,1674,3145,1599,1546,3204,1636,1568,3611,1802,1809,3463,1733,1730,2789,1400,1389,2153,1034,1119,1443,662,781,1062,477,585,1088,409,679,35.2,34.8,35.7
50,35,35017,New Mexico,Grant County,12,26998,13286,13712,1356,668,688,2671,1386,1285,1213,632,581,2101,1113,988,22385,10925,11460,21758,10600,11158,8335,4233,4102,5325,2642,2683,6612,3139,3473,7720,3706,4014,1356,668,688,1455,754,701,1520,786,734,1597,835,762,1413,756,657,1316,675,641,1273,643,630,1358,658,700,1378,666,712,1320,653,667,1357,648,709,1812,825,987,2123,1013,1110,2372,1139,1233,2055,1017,1038,1492,745,747,892,419,473,909,386,523,48.2,46.7,49.8
50,35,35019,New Mexico,Guadalupe County,12,4300,2445,1855,208,117,91,460,246,214,211,116,95,357,220,137,3537,2030,1507,3421,1966,1455,1715,1071,644,1196,765,431,1015,544,471,853,437,416,208,117,91,228,121,107,281,155,126,275,139,136,244,167,77,312,214,98,321,214,107,307,184,123,256,153,103,211,130,81,213,108,105,285,153,132,306,153,153,238,142,96,204,105,99,147,66,81,144,70,74,120,54,66,39.5,37.3,43.2
50,35,35021,New Mexico,Harding County,12,625,319,306,17,5,12,43,22,21,10,6,4,32,16,16,559,288,271,555,286,269,147,80,67,108,60,48,170,88,82,245,122,123,17,5,12,28,14,14,18,10,8,12,9,3,27,11,16,25,10,15,26,15,11,34,20,14,23,15,8,20,8,12,37,20,17,50,23,27,63,37,26,74,28,46,63,29,34,30,13,17,23,13,10,55,39,16,59.4,59.9,59
50,35,35023,New Mexico,Hidalgo County,12,4198,2086,2112,263,138,125,483,230,253,202,103,99,329,172,157,3351,1662,1689,3250,1615,1635,1352,717,635,872,470,402,1106,537,569,943,436,507,263,138,125,253,119,134,281,139,142,246,123,123,234,124,110,256,148,108,219,113,106,219,128,91,178,81,97,206,91,115,301,151,150,328,161,167,271,134,137,287,141,146,247,127,120,175,82,93,114,39,75,120,47,73,43.6,40.6,46.2
50,35,35025,New Mexico,Lea County,12,71070,36550,34520,5686,2933,2753,10973,5603,5370,4482,2284,2198,7026,3739,3287,52089,26820,25269,49929,25730,24199,30025,15963,14062,19672,10516,9156,15155,7817,7338,8076,3658,4418,5686,2933,2753,5949,3038,2911,6179,3141,3038,5432,2854,2578,4921,2593,2328,5252,2833,2419,5104,2726,2378,5069,2726,2343,4247,2231,2016,3852,1938,1914,3748,1969,1779,3998,2110,1888,3557,1800,1757,2695,1305,1390,2049,955,1094,1387,589,798,991,461,530,954,348,606,32.2,31.7,32.7
50,35,35027,New Mexico,Lincoln County,12,19572,9536,10036,919,469,450,1819,962,857,831,434,397,1165,606,559,16387,7864,8523,16003,7671,8332,5535,2732,2803,3751,1804,1947,5370,2529,2841,5717,2732,2985,919,469,450,989,516,473,1042,558,484,996,506,490,788,422,366,892,467,425,964,453,511,1040,500,540,855,384,471,954,484,470,1092,532,560,1562,720,842,1762,793,969,1724,807,917,1625,807,818,1130,547,583,698,325,373,540,246,294,51.8,50.1,53.3
