state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Virginia,Accomack,51001,32316,7326,17056,7934,24990
Virginia,Albemarle,51003,109330,27074,61101,21155,82256
Virginia,Alleghany,51005,14860,3026,8049,3785,11834
Virginia,Amelia,51007,13145,2994,7514,2637,10151
Virginia,Amherst,51009,31605,6891,17887,6827,24714
Virginia,Appomattox,51011,15911,3679,8866,3366,12232
Virginia,Arlington,51013,236842,46411,164149,26282,190431
Virginia,Augusta,51015,75558,15588,43429,16541,59970
Virginia,Bath,51017,4147,692,2294,1161,3455
Virginia,Bedford,51019,78997,17154,44584,17259,61843
Virginia,Bland,51021,6280,1045,3751,1484,5235
Virginia,Botetourt,51023,33419,6939,18707,7773,26480
Virginia,Brunswick,51025,16231,2967,9730,3534,13264
Virginia,Buchanan,51027,21004,3998,12162,4844,17006
Virginia,Buckingham,51029,17148,3316,10370,3462,13832
Virginia,Campbell,51031,54885,11713,32034,11138,43172
Virginia,Caroline,51033,30725,7579,17940,5206,23146
Virginia,Carroll,51035,29791,5838,16382,7571,23953
Virginia,Charles City,51036,6963,1143,4045,1775,5820
Virginia,Charlotte,51037,11880,2729,6464,2687,9151
Virginia,Chesterfield,51041,352802,92549,205900,54353,260253
Virginia,Clarke,51043,14619,3172,8253,3194,11447
Virginia,Craig,51045,5131,1003,2889,1239,4128
Virginia,Culpeper,51047,52605,14273,29890,8442,38332
Virginia,Cumberland,51049,9932,2088,5554,2290,7844
Virginia,Dickenson,51051,14318,3059,7969,3290,11259
Virginia,Dinwiddie,51053,28544,6378,17045,5121,22166
Virginia,Essex,51057,10953,2230,6123,2600,8723
Virginia,Fairfax,51059,1147532,294101,692970,160461,853431
Virginia,Fauquier,51061,71222,18148,41002,12072,53074
Virginia,Floyd,51063,15749,3357,8694,3698,12392
Virginia,Fluvanna,51065,27270,5938,15732,5600,21332
Virginia,Franklin,51067,56042,11934,30556,13552,44108
Virginia,Frederick,51069,89313,22244,51130,15939,67069
Virginia,Giles,51071,16720,3749,9234,3737,12971
Virginia,Gloucester,51073,37348,8170,21849,7329,29178
Virginia,Goochland,51075,23753,4525,13792,5436,19228
Virginia,Grayson,51077,15550,2848,8764,3938,12702
Virginia,Greene,51079,19819,5126,11158,3535,14693
Virginia,Greensville,51081,11336,2085,7517,1734,9251
Virginia,Halifax,51083,33911,7510,18002,8399,26401
Virginia,Hanover,51085,107766,26224,61752,19790,81542
Virginia,Henrico,51087,330818,81179,196919,52720,249639
Virginia,Henry,51089,50557,10683,27466,12408,39874
Virginia,Highland,51091,2190,315,1097,778,1875
Virginia,Isle of Wight,51093,37109,8436,21308,7365,28673
Virginia,James City,51095,76523,16612,40166,19745,59911
Virginia,King and Queen,51097,7025,1362,4004,1659,5663
Virginia,King George,51099,26836,7182,16050,3604,19654
Virginia,King William,51101,17148,4261,10084,2803,12887
Virginia,Lancaster,51103,10603,1808,4907,3888,8795
Virginia,Lee,51105,23423,4717,13495,5211,18706
Virginia,Loudoun,51107,413538,124988,248400,40150,288550
Virginia,Louisa,51109,37591,8227,21734,7630,29364
Virginia,Lunenburg,51111,12196,2502,6926,2768,9694
Virginia,Madison,51113,13261,2940,7285,3036,10321
Virginia,Mathews,51115,8834,1539,4510,2785,7295
Virginia,Mecklenburg,51117,30587,6246,16433,7908,24341
Virginia,Middlesex,51119,10582,1860,5335,3387,8722
Virginia,Montgomery,51121,98535,23444,62066,13025,75091
Virginia,Nelson,51125,14930,2940,7787,4203,11990
Virginia,New Kent,51127,23091,5038,13965,4088,18053
Virginia,Northampton,51131,11710,2517,6027,3166,9193
Virginia,Northumberland,51133,12095,1941,5614,4540,10154
Virginia,Nottoway,51135,15232,3235,9051,2946,11997
Virginia,Orange,51137,37051,8501,20919,7631,28550
Virginia,Page,51139,23902,5163,13502,5237,18739
Virginia,Patrick,51141,17608,3342,9543,4723,14266
Virginia,Pittsylvania,51143,60354,12346,33916,14092,48008
Virginia,Powhatan,51145,29652,5967,18053,5632,23685
Virginia,Prince Edward,51147,22802,5638,13295,3869,17164
Virginia,Prince George,51149,38353,9363,23459,5531,28990
Virginia,Prince William,51153,470335,137940,283872,48523,332395
Virginia,Pulaski,51155,34027,6582,19464,7981,27445
Virginia,Rappahannock,51157,7370,1332,3985,2053,6038
Virginia,Richmond,51159,9023,1684,5434,1905,7339
Virginia,Roanoke,51161,94186,20562,53090,20534,73624
Virginia,Rockbridge,51163,22573,4403,12122,6048,18170
Virginia,Rockingham,51165,81948,20086,45891,15971,61862
