date,county,state,fips,cases,deaths
6/10/2021,Adams,North Dakota,38001,270,5
6/10/2021,Barnes,North Dakota,38003,1423,33
6/10/2021,Benson,North Dakota,38005,1101,21
6/10/2021,Billings,North Dakota,38007,54,2
6/10/2021,Bottineau,North Dakota,38009,723,22
6/10/2021,Bowman,North Dakota,38011,404,7
6/10/2021,Burke,North Dakota,38013,248,4
6/10/2021,Burleigh,North Dakota,38015,15989,195
6/10/2021,Cass,North Dakota,38017,24720,211
6/10/2021,Cavalier,North Dakota,38019,432,7
6/10/2021,Dickey,North Dakota,38021,799,35
6/10/2021,Divide,North Dakota,38023,187,4
6/10/2021,Dunn,North Dakota,38025,392,9
6/10/2021,Eddy,North Dakota,38027,471,8
6/10/2021,Emmons,North Dakota,38029,436,15
6/10/2021,Foster,North Dakota,38031,600,21
6/10/2021,Golden Valley,North Dakota,38033,261,5
6/10/2021,Grand Forks,North Dakota,38035,10704,81
6/10/2021,Grant,North Dakota,38037,211,9
6/10/2021,Griggs,North Dakota,38039,330,4
6/10/2021,Hettinger,North Dakota,38041,332,6
6/10/2021,Kidder,North Dakota,38043,275,12
6/10/2021,LaMoure,North Dakota,38045,536,19
6/10/2021,Logan,North Dakota,38047,265,12
6/10/2021,McHenry,North Dakota,38049,654,25
6/10/2021,McIntosh,North Dakota,38051,353,9
6/10/2021,McKenzie,North Dakota,38053,1428,15
6/10/2021,McLean,North Dakota,38055,1289,32
6/10/2021,Mercer,North Dakota,38057,1161,12
6/10/2021,Morton,North Dakota,38059,5328,103
6/10/2021,Mountrail,North Dakota,38061,1371,20
6/10/2021,Nelson,North Dakota,38063,479,17
6/10/2021,Oliver,North Dakota,38065,158,5
6/10/2021,Pembina,North Dakota,38067,822,13
6/10/2021,Pierce,North Dakota,38069,550,27
6/10/2021,Ramsey,North Dakota,38071,1727,32
6/10/2021,Ransom,North Dakota,38073,700,19
6/10/2021,Renville,North Dakota,38075,322,16
6/10/2021,Richland,North Dakota,38077,2026,19
6/10/2021,Rolette,North Dakota,38079,2160,30
6/10/2021,Sargent,North Dakota,38081,501,9
6/10/2021,Sheridan,North Dakota,38083,122,4
6/10/2021,Sioux,North Dakota,38085,663,14
6/10/2021,Slope,North Dakota,38087,63,2
6/10/2021,Stark,North Dakota,38089,4928,53
6/10/2021,Steele,North Dakota,38091,193,4
6/10/2021,Stutsman,North Dakota,38093,3542,83
6/10/2021,Towner,North Dakota,38095,326,13
6/10/2021,Traill,North Dakota,38097,1052,20
6/10/2021,Walsh,North Dakota,38099,1913,29
6/10/2021,Ward,North Dakota,38101,9945,199
6/10/2021,Wells,North Dakota,38103,458,10
6/10/2021,Williams,North Dakota,38105,4985,42
