state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
New Hampshire,Belknap,33001,61303,12346,34981,13976,48957
New Hampshire,Carroll,33003,48910,8274,26469,14167,40636
New Hampshire,Cheshire,33005,76085,16395,43956,15734,59690
New Hampshire,Coos,33007,31563,5610,18307,7646,25953
New Hampshire,Grafton,33009,89886,18402,52303,19181,71484
New Hampshire,Hillsborough,33011,417025,93399,255976,67650,323626
New Hampshire,Merrimack,33013,151391,32777,90341,28273,118614
New Hampshire,Rockingham,33015,309769,65101,187135,57533,244668
New Hampshire,Strafford,33017,130633,29953,80507,20173,100680
New Hampshire,Sullivan,33019,43146,8781,24834,9531,34365
