state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Iowa,Adair,19001,7152,1697,3807,1648,5455
Iowa,Adams,19003,3602,814,1936,852,2788
Iowa,Allamakee,19005,13687,3465,7010,3212,10222
Iowa,Appanoose,19007,12426,3046,6537,2843,9380
Iowa,Audubon,19009,5496,1249,2889,1358,4247
Iowa,Benton,19011,25645,6478,14282,4885,19167
Iowa,Black Hawk,19013,131228,32823,76162,22243,98405
Iowa,Boone,19015,26234,6049,15198,4987,20185
Iowa,Bremer,19017,25062,6635,13450,4977,18427
Iowa,Buchanan,19019,21175,5964,11344,3867,15211
Iowa,Buena Vista,19021,19620,5679,10670,3271,13941
Iowa,Butler,19023,14439,3496,7642,3301,10943
Iowa,Calhoun,19025,9668,2255,5141,2272,7413
Iowa,Carroll,19027,20165,5356,10638,4171,14809
Iowa,Cass,19029,12836,3102,6712,3022,9734
Iowa,Cedar,19031,18627,4477,10362,3788,14150
Iowa,Cerro Gordo,19033,42450,9798,23168,9484,32652
Iowa,Cherokee,19035,11235,2621,5844,2770,8614
Iowa,Chickasaw,19037,11933,3064,6344,2525,8869
Iowa,Clarke,19039,9395,2609,4979,1807,6786
Iowa,Clay,19041,16016,3957,8673,3386,12059
Iowa,Clayton,19043,17549,4027,9248,4274,13522
Iowa,Clinton,19045,46429,11536,25641,9252,34893
Iowa,Crawford,19047,16820,4708,9093,3019,12112
Iowa,Dallas,19049,93453,27521,54581,11351,65932
Iowa,Davis,19051,9000,2856,4547,1597,6144
Iowa,Decatur,19053,7870,2155,4114,1601,5715
Iowa,Delaware,19055,17011,4370,9275,3366,12641
Iowa,Des Moines,19057,38967,9562,21141,8264,29405
Iowa,Dickinson,19059,17258,3592,9054,4612,13666
Iowa,Dubuque,19061,97311,25119,54373,17819,72192
Iowa,Emmet,19063,9208,2169,5050,1989,7039
Iowa,Fayette,19065,19650,4764,10664,4222,14886
Iowa,Floyd,19067,15642,3894,8270,3478,11748
Iowa,Franklin,19069,10070,2560,5358,2152,7510
Iowa,Fremont,19071,6960,1652,3679,1629,5308
Iowa,Greene,19073,8888,2219,4666,2003,6669
Iowa,Grundy,19075,12232,3038,6599,2595,9194
