date,county,state,fips,cases,deaths
6/10/2021,Alamance,North Carolina,37001,18894,288
6/10/2021,Alexander,North Carolina,37003,4429,85
6/10/2021,Alleghany,North Carolina,37005,1084,5
6/10/2021,Anson,North Carolina,37007,2619,55
6/10/2021,Ashe,North Carolina,37009,2222,42
6/10/2021,Avery,North Carolina,37011,2154,20
6/10/2021,Beaufort,North Carolina,37013,4725,97
6/10/2021,Bertie,North Carolina,37015,1791,44
6/10/2021,Bladen,North Carolina,37017,3378,42
6/10/2021,Brunswick,North Carolina,37019,9297,154
6/10/2021,Buncombe,North Carolina,37021,18014,334
6/10/2021,Burke,North Carolina,37023,10092,160
6/10/2021,Cabarrus,North Carolina,37025,22217,261
6/10/2021,Caldwell,North Carolina,37027,9480,110
6/10/2021,Camden,North Carolina,37029,685,5
6/10/2021,Carteret,North Carolina,37031,5224,56
6/10/2021,Caswell,North Carolina,37033,2189,30
6/10/2021,Catawba,North Carolina,37035,19732,307
6/10/2021,Chatham,North Carolina,37037,4745,89
6/10/2021,Cherokee,North Carolina,37039,2616,34
6/10/2021,Chowan,North Carolina,37041,1488,31
6/10/2021,Clay,North Carolina,37043,818,18
6/10/2021,Cleveland,North Carolina,37045,11621,228
6/10/2021,Columbus,North Carolina,37047,6412,152
6/10/2021,Craven,North Carolina,37049,9439,128
6/10/2021,Cumberland,North Carolina,37051,29931,317
6/10/2021,Currituck,North Carolina,37053,1574,16
6/10/2021,Dare,North Carolina,37055,2158,10
6/10/2021,Davidson,North Carolina,37057,16943,195
6/10/2021,Davie,North Carolina,37059,4163,39
6/10/2021,Duplin,North Carolina,37061,6331,139
6/10/2021,Durham,North Carolina,37063,25796,233
6/10/2021,Edgecombe,North Carolina,37065,5682,113
6/10/2021,Forsyth,North Carolina,37067,36773,401
6/10/2021,Franklin,North Carolina,37069,7044,54
6/10/2021,Gaston,North Carolina,37071,27068,443
6/10/2021,Gates,North Carolina,37073,747,13
6/10/2021,Graham,North Carolina,37075,641,12
6/10/2021,Granville,North Carolina,37077,5984,83
6/10/2021,Greene,North Carolina,37079,2408,47
6/10/2021,Guilford,North Carolina,37081,48431,717
6/10/2021,Halifax,North Carolina,37083,5668,112
6/10/2021,Harnett,North Carolina,37085,11947,180
6/10/2021,Haywood,North Carolina,37087,4487,96
6/10/2021,Henderson,North Carolina,37089,10286,165
6/10/2021,Hertford,North Carolina,37091,2111,64
6/10/2021,Hoke,North Carolina,37093,4855,56
6/10/2021,Hyde,North Carolina,37095,671,9
6/10/2021,Iredell,North Carolina,37097,19160,222
6/10/2021,Jackson,North Carolina,37099,3652,56
6/10/2021,Johnston,North Carolina,37101,22108,229
6/10/2021,Jones,North Carolina,37103,894,28
6/10/2021,Lee,North Carolina,37105,6128,81
6/10/2021,Lenoir,North Carolina,37107,6218,121
6/10/2021,Lincoln,North Carolina,37109,10253,86
6/10/2021,McDowell,North Carolina,37111,5300,63
6/10/2021,Macon,North Carolina,37113,3157,41
6/10/2021,Madison,North Carolina,37115,1606,42
6/10/2021,Martin,North Carolina,37117,2293,45
6/10/2021,Mecklenburg,North Carolina,37119,113863,971
6/10/2021,Mitchell,North Carolina,37121,1475,16
6/10/2021,Montgomery,North Carolina,37123,3365,96
6/10/2021,Moore,North Carolina,37125,9000,192
6/10/2021,Nash,North Carolina,37127,11644,196
6/10/2021,New Hanover,North Carolina,37129,19484,173
6/10/2021,Northampton,North Carolina,37131,1896,60
6/10/2021,Onslow,North Carolina,37133,17637,149
6/10/2021,Orange,North Carolina,37135,8576,101
6/10/2021,Pamlico,North Carolina,37137,1121,13
6/10/2021,Pasquotank,North Carolina,37139,3437,85
6/10/2021,Pender,North Carolina,37141,5542,69
6/10/2021,Perquimans,North Carolina,37143,1029,12
6/10/2021,Person,North Carolina,37145,3463,71
6/10/2021,Pitt,North Carolina,37147,20366,96
6/10/2021,Polk,North Carolina,37149,1498,30
6/10/2021,Randolph,North Carolina,37151,15254,231
6/10/2021,Richmond,North Carolina,37153,4773,97
6/10/2021,Robeson,North Carolina,37155,16712,250
6/10/2021,Rockingham,North Carolina,37157,7936,135
6/10/2021,Rowan,North Carolina,37159,17122,310
6/10/2021,Rutherford,North Carolina,37161,7417,215
6/10/2021,Sampson,North Carolina,37163,8062,113
6/10/2021,Scotland,North Carolina,37165,3871,88
6/10/2021,Stanly,North Carolina,37167,7928,137
6/10/2021,Stokes,North Carolina,37169,4205,79
6/10/2021,Surry,North Carolina,37171,8384,167
6/10/2021,Swain,North Carolina,37173,1213,17
6/10/2021,Transylvania,North Carolina,37175,2382,33
6/10/2021,Tyrrell,North Carolina,37177,325,6
6/10/2021,Union,North Carolina,37179,24761,225
6/10/2021,Vance,North Carolina,37181,4987,88
6/10/2021,Wake,North Carolina,37183,89764,737
6/10/2021,Warren,North Carolina,37185,1809,20
6/10/2021,Washington,North Carolina,37187,1124,31
6/10/2021,Watauga,North Carolina,37189,4926,32
6/10/2021,Wayne,North Carolina,37191,11394,246
6/10/2021,Wilkes,North Carolina,37193,6880,115
6/10/2021,Wilson,North Carolina,37195,9817,181
6/10/2021,Yadkin,North Carolina,37197,4123,54
6/10/2021,Yancey,North Carolina,37199,1638,28
