state,county,fips,POP tot,land area (sq/mi),pop/sqmi
New Jersey,Atlantic,34001,263670,561,470
New Jersey,Bergen,34003,932202,234,3983.8
New Jersey,Burlington,34005,445349,805,553.2
New Jersey,Camden,34007,506471,222,2281.4
New Jersey,Cape May,34009,92039,255,360.9
New Jersey,Cumberland,34011,149527,489,305.8
New Jersey,Essex,34013,798975,126,6341.1
New Jersey,Gloucester,34015,291636,325,897.3
New Jersey,Hudson,34017,672391,47,14306.2
New Jersey,Hunterdon,34019,124371,430,289.2
New Jersey,Mercer,34021,367430,226,1625.8
New Jersey,Middlesex,34023,825062,311,2652.9
New Jersey,Monmouth,34025,618795,472,1311
New Jersey,Morris,34027,491845,469,1048.7
New Jersey,Ocean,34029,607186,636,954.7
New Jersey,Passaic,34031,501826,185,2712.6
New Jersey,Salem,34033,62385,338,184.6
New Jersey,Somerset,34035,328934,305,1078.5
New Jersey,Sussex,34037,140488,521,269.7
New Jersey,Union,34039,556341,103,5401.4
New Jersey,Warren,34041,105267,358,294
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
