state,county,fips,POP tot,0-19 tot,20-64tot,65+ tot,voting age
Ohio,Adams,39001,27698,7213,15373,5112,20485
Ohio,Allen,39003,102351,26543,57299,18509,75808
Ohio,Ashland,39005,53484,13803,29439,10242,39681
Ohio,Ashtabula,39007,97241,23419,54736,19086,73822
Ohio,Athens,39009,65327,16041,40371,8915,49286
Ohio,Auglaize,39011,45656,11979,25031,8646,33677
Ohio,Belmont,39013,67006,13836,38832,14338,53170
Ohio,Brown,39015,43432,10841,24624,7967,32591
Ohio,Butler,39017,383134,102997,222173,57964,280137
Ohio,Carroll,39019,26914,6183,14916,5815,20731
Ohio,Champaign,39021,38885,9594,22103,7188,29291
Ohio,Clark,39023,134083,33646,73974,26463,100437
Ohio,Clermont,39025,206428,51249,120269,34910,155179
Ohio,Clinton,39027,41968,10711,23888,7369,31257
Ohio,Columbiana,39029,101883,22607,57708,21568,79276
Ohio,Coshocton,39031,36600,9487,19858,7255,27113
Ohio,Crawford,39033,41494,9824,22799,8871,31670
Ohio,Cuyahoga,39035,1235072,283213,721657,230202,951859
Ohio,Darke,39037,51113,13219,27706,10188,37894
Ohio,Defiance,39039,38087,9651,21116,7320,28436
Ohio,Delaware,39041,209177,59625,119968,29584,149552
Ohio,Erie,39043,74266,16495,41023,16748,57771
Ohio,Fairfield,39045,157574,41296,90938,25340,116278
Ohio,Fayette,39047,28525,7247,16062,5216,21278
Ohio,Franklin,39049,1316756,342763,810850,163143,973993
Ohio,Fulton,39051,42126,10847,23512,7767,31279
Ohio,Gallia,39053,29898,7533,16599,5766,22365
Ohio,Geauga,39055,93649,23340,50506,19803,70309
Ohio,Greene,39057,168937,40957,98344,29636,127980
Ohio,Guernsey,39059,38875,9334,21739,7802,29541
Ohio,Hamilton,39061,817473,211050,477748,128675,606423
Ohio,Hancock,39063,75783,18835,43549,13399,56948
Ohio,Hardin,39065,31365,8635,17618,5112,22730
Ohio,Harrison,39067,15040,3418,8342,3280,11622
Ohio,Henry,39069,27006,6840,14999,5167,20166
Ohio,Highland,39071,43161,11129,23864,8168,32032
Ohio,Hocking,39073,28264,6774,15988,5502,21490
Ohio,Holmes,39075,43960,14748,23056,6156,29212
Ohio,Huron,39077,58266,15302,32685,10279,42964
Ohio,Jackson,39079,32413,8452,18243,5718,23961
Ohio,Jefferson,39081,65325,14316,36590,14419,51009
Ohio,Knox,39083,62322,16423,34300,11599,45899
Ohio,Lake,39085,230149,50358,132420,47371,179791
Ohio,Lawrence,39087,59463,14052,34028,11383,45411
Ohio,Licking,39089,176862,45386,101832,29644,131476
Ohio,Logan,39091,45672,11493,25622,8557,34179
Ohio,Lorain,39093,309833,75443,176194,58196,234390
Ohio,Lucas,39095,428348,108973,247833,71542,319375
Ohio,Madison,39097,44731,10011,27622,7098,34720
Ohio,Mahoning,39099,228683,51054,128618,49011,177629
Ohio,Marion,39101,65093,15008,38224,11861,50085
Ohio,Medina,39103,179746,43554,103004,33188,136192
Ohio,Meigs,39105,22907,5336,12889,4682,17571
Ohio,Mercer,39107,41172,11556,22117,7499,29616
Ohio,Miami,39109,106987,26809,59923,20255,80178
Ohio,Monroe,39111,13654,3003,7357,3294,10651
Ohio,Montgomery,39113,531687,130399,303855,97433,401288
Ohio,Morgan,39115,14508,3289,8044,3175,11219
Ohio,Morrow,39117,35328,8704,20329,6295,26624
Ohio,Muskingum,39119,86215,21387,49129,15699,64828
Ohio,Noble,39121,14424,2903,7441,4080,11521
Ohio,Ottawa,39123,40525,8104,21878,10543,32421
Ohio,Paulding,39125,18672,4803,10308,3561,13869
Ohio,Perry,39127,36134,9240,20754,6140,26894
Ohio,Pickaway,39129,58457,13823,35290,9344,44634
Ohio,Pike,39131,27772,7119,15590,5063,20653
Ohio,Portage,39133,162466,37421,97385,27660,125045
Ohio,Preble,39135,40882,9978,22814,8090,30904
Ohio,Putnam,39137,33861,9346,18419,6096,24515
Ohio,Richland,39139,121154,28845,68369,23940,92309
Ohio,Ross,39141,76666,17806,45721,13139,58860
Ohio,Sandusky,39143,58518,14237,32969,11312,44281
Ohio,Scioto,39145,75314,18211,43073,14030,57103
Ohio,Seneca,39147,55178,13966,30950,10262,41212
Ohio,Shelby,39149,48590,13129,27187,8274,35461
Ohio,Stark,39151,370606,87924,208806,73876,282682
Ohio,Summit,39153,541013,125033,315901,100079,415980
Ohio,Trumbull,39155,197974,44221,110072,43681,153753
Ohio,Tuscarawas,39157,91987,22974,50649,18364,69013
Ohio,Union,39159,58988,15780,35727,7481,43208
Ohio,Van Wert,39161,28275,7151,15626,5498,21124
Ohio,Vinton,39163,13085,3121,7534,2430,9964
Ohio,Warren,39165,234602,62451,137206,34945,172151
Ohio,Washington,39167,59911,13283,33686,12942,46628
Ohio,Wayne,39169,115710,31398,63130,21182,84312
Ohio,Williams,39171,36692,9098,20534,7060,27594
Ohio,Wood,39173,130817,32921,77371,20525,97896
Ohio,Wyandot,39175,21772,5357,12082,4333,16415
