State,FIPS,total facilities
Wisconsin,55001,2
Wisconsin,55003,1
Wisconsin,55005,2
Wisconsin,55007,1
Wisconsin,55009,5
Wisconsin,55011,1
Wisconsin,55013,1
Wisconsin,55015,1
Wisconsin,55017,3
Wisconsin,55019,1
Wisconsin,55021,2
Wisconsin,55023,2
Wisconsin,55025,8
Wisconsin,55027,8
Wisconsin,55029,2
Wisconsin,55031,2
Wisconsin,55033,2
Wisconsin,55035,4
Wisconsin,55039,3
Wisconsin,55041,1
Wisconsin,55043,2
Wisconsin,55045,1
Wisconsin,55047,1
Wisconsin,55049,1
Wisconsin,55051,1
Wisconsin,55053,4
Wisconsin,55055,1
Wisconsin,55057,2
Wisconsin,55059,4
Wisconsin,55061,1
Wisconsin,55063,2
Wisconsin,55065,1
Wisconsin,55067,2
Wisconsin,55069,1
Wisconsin,55071,1
Wisconsin,55073,2
Wisconsin,55075,2
Wisconsin,55077,1
Wisconsin,55078,1
Wisconsin,55079,12
Wisconsin,55081,1
Wisconsin,55083,1
Wisconsin,55085,3
Wisconsin,55087,3
Wisconsin,55089,1
Wisconsin,55091,1
Wisconsin,55093,1
Wisconsin,55095,1
Wisconsin,55097,2
Wisconsin,55099,1
Wisconsin,55101,6
Wisconsin,55103,1
Wisconsin,55105,2
Wisconsin,55107,1
Wisconsin,55109,4
Wisconsin,55111,1
Wisconsin,55113,4
Wisconsin,55115,2
Wisconsin,55117,3
Wisconsin,55119,1
Wisconsin,55121,1
Wisconsin,55123,1
Wisconsin,55125,1
Wisconsin,55127,1
Wisconsin,55129,1
Wisconsin,55131,2
Wisconsin,55133,3
Wisconsin,55135,1
Wisconsin,55137,2
Wisconsin,55139,5
Wisconsin,55141,1
