state,county,fips,POP tot,land area (sq/mi),pop/sqmi
Oregon,Baker,41001,16124,3068,5.3
Oregon,Benton,41003,93053,676,137.7
Oregon,Clackamas,41005,418187,1868,223.9
Oregon,Clatsop,41007,40224,827,48.6
Oregon,Columbia,41009,52354,657,79.7
Oregon,Coos,41011,64487,1600,40.3
Oregon,Crook,41013,24404,2980,8.2
Oregon,Curry,41015,22925,1627,14.1
Oregon,Deschutes,41017,197692,3018,65.5
Oregon,Douglas,41019,110980,5037,22
Oregon,Gilliam,41021,1912,1204,1.6
Oregon,Grant,41023,7199,4529,1.6
Oregon,Harney,41025,7393,10135,0.7
Oregon,Hood River,41027,23382,522,44.8
Oregon,Jackson,41029,220944,2785,79.3
Oregon,Jefferson,41031,24658,1781,13.8
Oregon,Josephine,41033,87487,1640,53.3
Oregon,Klamath,41035,68238,5945,11.5
Oregon,Lake,41037,7869,7940,1
Oregon,Lane,41039,382067,4554,83.9
Oregon,Lincoln,41041,49962,980,51
Oregon,Linn,41043,129749,2291,56.6
Oregon,Malheur,41045,30571,9888,3.1
Oregon,Marion,41047,347818,1185,293.5
Oregon,Morrow,41049,11603,2033,5.7
Oregon,Multnomah,41051,812855,435,1868.6
Oregon,Polk,41053,86085,741,116.2
Oregon,Sherman,41055,1780,823,2.2
Oregon,Tillamook,41057,27036,1102,24.5
Oregon,Umatilla,41059,77950,3215,24.2
Oregon,Union,41061,26835,2037,13.2
Oregon,Wallowa,41063,7208,3145,2.3
Oregon,Wasco,41065,26682,2381,11.2
Oregon,Washington,41067,601592,724,830.9
Oregon,Wheeler,41069,1332,1715,0.8
Oregon,Yamhill,41071,107100,716,149.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
